3619,,,,,,,,1852
1473,,Min,461,,,,,
1203,,Max,3779,,,,,
1277,,Average,1277,,,,,
971,,90%,1075.9,,,,,
1114,,99%,1480.45,,,,,
1269,,,,,,,,
872,,,,,,,,
1724,,,,,,,,
886,,,,,,,,
1484,,,,,,,,
891,,,,,,,,
1373,,,,,,,,
873,,,,,,,,
1081,,,,,,,,
687,,,,,,,,
1262,,,,,,,,
1262,,,,,,,,
1140,,,,,,,,
1105,,,,,,,,
1238,,,,,,,,
1312,,,,,,,,
782,,,,,,,,
552,,,,,,,,
576,,,,,,,,
530,,,,,,,,
716,,,,,,,,
715,,,,,,,,
1245,,,,,,,,
693,,,,,,,,
534,,,,,,,,
1210,,,,,,,,
825,,,,,,,,
809,,,,,,,,
926,,,,,,,,
731,,,,,,,,
540,,,,,,,,
1222,,,,,,,,
822,,,,,,,,
798,,,,,,,,
1004,,,,,,,,
555,,,,,,,,
632,,,,,,,,
753,,,,,,,,
721,,,,,,,,
721,,,,,,,,
663,,,,,,,,
1046,,,,,,,,
760,,,,,,,,
782,,,,,,,,
893,,,,,,,,
622,,,,,,,,
613,,,,,,,,
532,,,,,,,,
782,,,,,,,,
532,,,,,,,,
553,,,,,,,,
1422,,,,,,,,
667,,,,,,,,
630,,,,,,,,
1196,,,,,,,,
1103,,,,,,,,
1354,,,,,,,,
901,,,,,,,,
1060,,,,,,,,
1075,,,,,,,,
929,,,,,,,,
1005,,,,,,,,
631,,,,,,,,
691,,,,,,,,
1135,,,,,,,,
1076,,,,,,,,
964,,,,,,,,
927,,,,,,,,
678,,,,,,,,
572,,,,,,,,
522,,,,,,,,
500,,,,,,,,
510,,,,,,,,
502,,,,,,,,
1118,,,,,,,,
699,,,,,,,,
761,,,,,,,,
1000,,,,,,,,
819,,,,,,,,
740,,,,,,,,
894,,,,,,,,
814,,,,,,,,
528,,,,,,,,
1124,,,,,,,,
606,,,,,,,,
573,,,,,,,,
1249,,,,,,,,
592,,,,,,,,
527,,,,,,,,
573,,,,,,,,
824,,,,,,,,
695,,,,,,,,
548,,,,,,,,
536,,,,,,,,
623,,,,,,,,
628,,,,,,,,
688,,,,,,,,
534,,,,,,,,
500,,,,,,,,
724,,,,,,,,
632,,,,,,,,
813,,,,,,,,
667,,,,,,,,
622,,,,,,,,
522,,,,,,,,
862,,,,,,,,
574,,,,,,,,
633,,,,,,,,
715,,,,,,,,
704,,,,,,,,
586,,,,,,,,
701,,,,,,,,
665,,,,,,,,
728,,,,,,,,
688,,,,,,,,
554,,,,,,,,
984,,,,,,,,
686,,,,,,,,
576,,,,,,,,
519,,,,,,,,
693,,,,,,,,
789,,,,,,,,
631,,,,,,,,
963,,,,,,,,
773,,,,,,,,
735,,,,,,,,
