Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,3418,,,Total Duration(ms)
2019-05-22T12:05:43.128-0400,190,305,68,567,,,,,,,,,824
2019-05-22T12:05:43.696-0400,212,309,65,592,,,,,,,,,824
2019-05-22T12:05:44.288-0400,187,709,84,981,,,,,,,,,824
2019-05-22T12:05:45.270-0400,606,323,67,1001,,,,,,,,,825
2019-05-22T12:05:46.272-0400,219,290,69,590,,,,,,,,,825
2019-05-22T12:05:46.863-0400,232,752,104,1091,,,,,,,,,825
2019-05-22T12:05:47.954-0400,220,491,82,795,,,,,,,,,825
2019-05-22T12:05:48.750-0400,200,322,57,584,,,,,,,,,825
2019-05-22T12:05:49.334-0400,270,905,88,1266,,,,,,,,,825
2019-05-22T12:05:50.601-0400,195,446,78,724,,,,,,,,,825
2019-05-22T12:05:51.325-0400,253,316,72,645,,,,,,,,,825
2019-05-22T12:05:51.971-0400,266,1349,117,1734,,,,,,,,,825
2019-05-22T12:05:53.705-0400,214,382,95,693,,,,,,,,,825
2019-05-22T12:05:54.399-0400,235,582,60,878,,,,,,,,,825
2019-05-22T12:05:55.278-0400,201,322,95,620,,,,,,,,,825
2019-05-22T12:05:55.899-0400,219,392,83,697,,,,,,,,,825
2019-05-22T12:05:56.597-0400,241,433,89,769,,,,,,,,,826
2019-05-22T12:05:57.366-0400,241,886,86,1216,,,,,,,,,826
2019-05-22T12:05:58.583-0400,224,509,71,805,,,,,,,,,826
2019-05-22T12:05:59.389-0400,213,441,61,716,,,,,,,,,826
2019-05-22T12:06:00.105-0400,167,665,80,918,,,,,,,,,826
2019-05-22T12:06:01.024-0400,686,343,58,1088,,,,,,,,,826
2019-05-22T12:06:02.112-0400,218,290,58,568,,,,,,,,,826
2019-05-22T12:06:02.681-0400,267,774,95,1139,,,,,,,,,826
2019-05-22T12:06:03.821-0400,291,319,64,675,,,,,,,,,826
2019-05-22T12:06:04.497-0400,205,314,75,594,,,,,,,,,826
2019-05-22T12:06:05.092-0400,196,840,93,1133,,,,,,,,,826
2019-05-22T12:06:06.226-0400,243,375,116,752,,,,,,,,,826
2019-05-22T12:06:06.978-0400,224,510,85,825,,,,,,,,,826
2019-05-22T12:06:07.803-0400,260,878,80,1221,,,,,,,,,826
2019-05-22T12:06:09.025-0400,189,545,92,828,,,,,,,,,826
2019-05-22T12:06:09.853-0400,219,506,88,814,,,,,,,,,827
2019-05-22T12:06:10.668-0400,244,624,94,966,,,,,,,,,827
2019-05-22T12:06:11.634-0400,231,459,72,764,,,,,,,,,827
2019-05-22T12:06:12.398-0400,209,533,76,820,,,,,,,,,827
2019-05-22T12:06:13.219-0400,197,747,82,1030,,,,,,,,,827
2019-05-22T12:06:14.249-0400,240,493,101,835,,,,,,,,,827
2019-05-22T12:06:15.084-0400,216,499,96,815,,,,,,,,,827
2019-05-22T12:06:15.900-0400,190,563,75,831,,,,,,,,,827
2019-05-22T12:06:16.731-0400,207,318,55,581,,,,,,,,,827
2019-05-22T12:06:17.313-0400,190,279,52,523,,,,,,,,,828
2019-05-22T12:06:17.836-0400,176,309,54,539,,,,,,,,,828
2019-05-22T12:06:18.376-0400,158,853,82,1096,,,,,,,,,828
2019-05-22T12:06:19.472-0400,300,433,78,817,,,,,,,,,828
2019-05-22T12:06:20.290-0400,238,390,71,703,,,,,,,,,828
2019-05-22T12:06:20.993-0400,312,846,85,1252,,,,,,,,,828
2019-05-22T12:06:22.245-0400,236,386,58,688,,,,,,,,,828
2019-05-22T12:06:22.934-0400,180,337,71,595,,,,,,,,,828
2019-05-22T12:06:23.529-0400,210,1073,91,1379,,,,,,,,,828
2019-05-22T12:06:24.909-0400,315,513,88,922,,,,,,,,,828
2019-05-22T12:06:25.831-0400,231,388,54,678,,,,,,,,,829
2019-05-22T12:06:26.510-0400,180,784,79,1045,,,,,,,,,829
2019-05-22T12:06:27.556-0400,249,489,86,826,,,,,,,,,829
2019-05-22T12:06:28.382-0400,225,348,86,661,,,,,,,,,829
2019-05-22T12:06:29.044-0400,204,889,87,1184,,,,,,,,,829
2019-05-22T12:06:30.229-0400,286,649,88,1027,,,,,,,,,830
2019-05-22T12:06:31.257-0400,272,367,107,747,,,,,,,,,830
2019-05-22T12:06:32.004-0400,275,628,94,1003,,,,,,,,,830
2019-05-22T12:06:33.008-0400,218,497,79,795,,,,,,,,,830
2019-05-22T12:06:33.804-0400,213,521,83,821,,,,,,,,,830
2019-05-22T12:06:34.625-0400,227,591,74,894,,,,,,,,,830
2019-05-22T12:06:35.520-0400,233,363,60,670,,,,,,,,,830
2019-05-22T12:06:36.191-0400,235,333,68,651,,,,,,,,,831
2019-05-22T12:06:36.843-0400,192,363,68,637,,,,,,,,,831
2019-05-22T12:06:37.480-0400,193,517,103,818,,,,,,,,,831
2019-05-22T12:06:38.298-0400,216,430,101,758,,,,,,,,,831
2019-05-22T12:06:39.057-0400,307,310,55,680,,,,,,,,,831
2019-05-22T12:06:39.737-0400,205,1052,92,1351,,,,,,,,,831
2019-05-22T12:06:41.089-0400,220,502,82,806,,,,,,,,,831
2019-05-22T12:06:41.895-0400,238,365,127,731,,,,,,,,,831
2019-05-22T12:06:42.627-0400,253,874,96,1224,,,,,,,,,832
2019-05-22T12:06:43.852-0400,221,368,62,659,,,,,,,,,832
2019-05-22T12:06:44.512-0400,215,327,68,614,,,,,,,,,832
2019-05-22T12:06:45.126-0400,209,885,140,1237,,,,,,,,,832
2019-05-22T12:06:46.364-0400,222,288,71,586,,,,,,,,,832
2019-05-22T12:06:46.951-0400,166,326,55,555,,,,,,,,,832
2019-05-22T12:06:47.507-0400,225,298,57,582,,,,,,,,,832
2019-05-22T12:06:48.089-0400,203,789,82,1078,,,,,,,,,832
2019-05-22T12:06:49.168-0400,246,379,488,1121,,,,,,,,,832
2019-05-22T12:06:50.289-0400,220,276,79,576,,,,,,,,,832
2019-05-22T12:06:50.866-0400,173,697,126,1035,,,,,,,,,832
2019-05-22T12:06:51.902-0400,234,351,65,651,,,,,,,,,832
2019-05-22T12:06:52.553-0400,206,381,105,694,,,,,,,,,832
2019-05-22T12:06:53.248-0400,197,961,74,1235,,,,,,,,,832
2019-05-22T12:06:54.483-0400,195,373,404,976,,,,,,,,,833
2019-05-22T12:06:55.460-0400,272,343,89,711,,,,,,,,,833
2019-05-22T12:06:56.171-0400,203,737,3331,4274,,,,,,,,,833
2019-05-22T12:07:00.446-0400,205,413,82,703,,,,,,,,,833
2019-05-22T12:07:01.150-0400,211,1237,83,1533,,,,,,,,,833
2019-05-22T12:07:02.684-0400,227,506,867,1607,,,,,,,,,833
2019-05-22T12:07:04.292-0400,234,837,87,1160,,,,,,,,,833
2019-05-22T12:07:05.452-0400,289,326,179,795,,,,,,,,,833
2019-05-22T12:07:06.248-0400,237,466,518,1222,,,,,,,,,833
2019-05-22T12:07:07.471-0400,176,355,166,702,,,,,,,,,834
2019-05-22T12:07:08.174-0400,198,473,74,750,,,,,,,,,834
2019-05-22T12:07:08.924-0400,199,331,60,596,,,,,,,,,834
2019-05-22T12:07:09.521-0400,217,1155,88,1460,,,,,,,,,834
2019-05-22T12:07:10.982-0400,314,415,101,832,,,,,,,,,835
2019-05-22T12:07:11.814-0400,222,323,246,792,,,,,,,,,835
2019-05-22T12:07:12.607-0400,198,853,114,1165,,,,,,,,,835
2019-05-22T12:07:13.773-0400,198,406,137,742,,,,,,,,,835
2019-05-22T12:07:14.515-0400,209,363,61,635,,,,,,,,,835
2019-05-22T12:07:15.151-0400,213,957,88,1260,,,,,,,,,835
2019-05-22T12:07:16.411-0400,301,428,128,872,,,,,,,,,835
2019-05-22T12:07:17.283-0400,256,422,83,763,,,,,,,,,836
2019-05-22T12:07:18.046-0400,236,802,1166,2207,,,,,,,,,836
2019-05-22T12:07:20.254-0400,187,286,65,539,,,,,,,,,836
2019-05-22T12:07:20.793-0400,252,804,974,2048,,,,,,,,,836
2019-05-22T12:07:22.841-0400,229,416,89,742,,,,,,,,,836
2019-05-22T12:07:23.584-0400,226,614,106,948,,,,,,,,,836
2019-05-22T12:07:24.532-0400,206,492,94,794,,,,,,,,,836
2019-05-22T12:07:25.327-0400,309,306,75,691,,,,,,,,,836
2019-05-22T12:07:26.018-0400,209,947,68,1230,,,,,,,,,837
2019-05-22T12:07:27.249-0400,190,326,58,578,,,,,,,,,837
2019-05-22T12:07:27.827-0400,194,322,305,840,,,,,,,,,837
2019-05-22T12:07:28.668-0400,240,832,75,1152,,,,,,,,,837
2019-05-22T12:07:29.820-0400,250,382,85,720,,,,,,,,,838
2019-05-22T12:07:30.540-0400,295,301,232,833,,,,,,,,,838
2019-05-22T12:07:31.374-0400,233,800,84,1152,,,,,,,,,838
2019-05-22T12:07:32.527-0400,274,416,110,803,,,,,,,,,838
2019-05-22T12:07:33.330-0400,189,347,69,608,,,,,,,,,838
2019-05-22T12:07:33.939-0400,212,713,89,1019,,,,,,,,,838
2019-05-22T12:07:34.958-0400,283,537,75,896,,,,,,,,,838
2019-05-22T12:07:35.855-0400,240,305,90,639,,,,,,,,,838
2019-05-22T12:07:36.494-0400,268,861,87,1217,,,,,,,,,838
2019-05-22T12:07:37.712-0400,236,284,71,592,,,,,,,,,838
2019-05-22T12:07:38.304-0400,204,323,167,701,,,,,,,,,838
2019-05-22T12:07:39.007-0400,285,810,403,1505,,,,,,,,,838
2019-05-22T12:07:40.512-0400,235,323,202,766,,,,,,,,,838
2019-05-22T12:07:41.279-0400,234,406,82,724,,,,,,,,,838
2019-05-22T12:07:42.004-0400,290,657,79,1028,,,,,,,,,839
2019-05-22T12:07:43.033-0400,284,282,215,785,,,,,,,,,839
2019-05-22T12:07:43.818-0400,229,272,75,577,,,,,,,,,839
2019-05-22T12:07:44.396-0400,189,775,153,1119,,,,,,,,,839
2019-05-22T12:07:45.516-0400,210,328,58,606,,,,,,,,,839
2019-05-22T12:07:46.122-0400,225,332,408,972,,,,,,,,,839
2019-05-22T12:07:47.095-0400,197,874,98,1170,,,,,,,,,839
2019-05-22T12:07:48.266-0400,240,380,137,760,,,,,,,,,839
2019-05-22T12:07:49.027-0400,247,288,65,621,,,,,,,,,840
2019-05-22T12:07:49.648-0400,249,686,79,1019,,,,,,,,,840
2019-05-22T12:07:50.668-0400,256,420,85,763,,,,,,,,,840
2019-05-22T12:07:51.432-0400,252,582,106,942,,,,,,,,,840
2019-05-22T12:07:52.374-0400,269,566,76,913,,,,,,,,,840
2019-05-22T12:07:53.287-0400,241,478,252,978,,,,,,,,,840
2019-05-22T12:07:54.266-0400,247,517,76,843,,,,,,,,,840
2019-05-22T12:07:55.110-0400,227,716,1280,2227,,,,,,,,,841
2019-05-22T12:07:57.337-0400,223,288,158,670,,,,,,,,,841
2019-05-22T12:07:58.008-0400,189,308,146,646,,,,,,,,,841
2019-05-22T12:07:58.654-0400,213,320,1623,2160,,,,,,,,,841
2019-05-22T12:08:00.815-0400,185,303,59,553,,,,,,,,,841
2019-05-22T12:08:01.368-0400,191,350,373,916,,,,,,,,,841
2019-05-22T12:08:02.285-0400,222,307,79,617,,,,,,,,,841
2019-05-22T12:02:01.824-0400,6055,4605,855,12120,,,,,,,,,842
2019-05-22T12:02:13.946-0400,716,497,323,1547,,,,,,,,,842
2019-05-22T12:02:15.493-0400,706,423,226,1360,,,,,,,,,842
2019-05-22T12:02:16.853-0400,620,855,226,1705,,,,,,,,,842
2019-05-22T12:02:18.559-0400,361,458,196,1023,,,,,,,,,842
2019-05-22T12:02:19.582-0400,344,979,192,1537,,,,,,,,,843
2019-05-22T12:02:21.120-0400,460,431,184,1079,,,,,,,,,843
2019-05-22T12:02:22.199-0400,411,946,101,1468,,,,,,,,,843
2019-05-22T12:02:23.668-0400,264,545,108,919,,,,,,,,,843
2019-05-22T12:02:24.588-0400,306,507,102,917,,,,,,,,,843
2019-05-22T12:02:25.506-0400,291,528,104,928,,,,,,,,,843
2019-05-22T12:02:26.435-0400,311,414,135,863,,,,,,,,,843
2019-05-22T12:02:27.298-0400,273,334,83,696,,,,,,,,,844
2019-05-22T12:02:27.995-0400,344,446,471,1263,,,,,,,,,844
2019-05-22T12:02:29.259-0400,330,454,98,887,,,,,,,,,844
2019-05-22T12:02:30.146-0400,234,320,110,671,,,,,,,,,844
2019-05-22T12:02:30.818-0400,229,422,1095,1749,,,,,,,,,844
2019-05-22T12:02:32.567-0400,315,362,73,752,,,,,,,,,844
2019-05-22T12:02:33.320-0400,257,732,131,1123,,,,,,,,,845
2019-05-22T12:02:34.443-0400,273,371,617,1266,,,,,,,,,845
2019-05-22T12:02:35.710-0400,346,917,113,1380,,,,,,,,,845
2019-05-22T12:02:37.090-0400,313,320,69,707,,,,,,,,,845
2019-05-22T12:02:37.798-0400,237,272,316,830,,,,,,,,,845
2019-05-22T12:02:38.629-0400,258,746,105,1119,,,,,,,,,846
2019-05-22T12:02:39.749-0400,251,778,77,1107,,,,,,,,,846
2019-05-22T12:02:40.857-0400,165,273,86,530,,,,,,,,,846
2019-05-22T12:02:41.388-0400,202,620,1060,1885,,,,,,,,,846
2019-05-22T12:02:43.273-0400,246,342,81,672,,,,,,,,,846
2019-05-22T12:02:43.946-0400,243,665,82,993,,,,,,,,,846
2019-05-22T12:02:44.939-0400,218,516,127,869,,,,,,,,,847
2019-05-22T12:02:45.809-0400,224,346,308,881,,,,,,,,,847
2019-05-22T12:02:46.691-0400,236,466,97,812,,,,,,,,,847
2019-05-22T12:02:47.504-0400,244,486,93,827,,,,,,,,,847
2019-05-22T12:02:48.331-0400,262,320,223,808,,,,,,,,,848
2019-05-22T12:02:49.140-0400,228,810,81,1123,,,,,,,,,848
2019-05-22T12:02:50.264-0400,245,490,102,837,,,,,,,,,848
2019-05-22T12:02:51.102-0400,236,478,666,1387,,,,,,,,,849
2019-05-22T12:02:52.490-0400,211,551,99,865,,,,,,,,,849
2019-05-22T12:02:53.356-0400,237,480,106,826,,,,,,,,,849
2019-05-22T12:02:54.182-0400,250,970,84,1306,,,,,,,,,849
2019-05-22T12:02:55.489-0400,269,336,190,796,,,,,,,,,849
2019-05-22T12:02:56.286-0400,252,304,68,632,,,,,,,,,849
2019-05-22T12:02:56.918-0400,262,728,80,1076,,,,,,,,,850
2019-05-22T12:02:57.995-0400,259,425,119,809,,,,,,,,,851
2019-05-22T12:02:58.805-0400,653,356,61,1071,,,,,,,,,851
2019-05-22T12:02:59.876-0400,170,517,62,752,,,,,,,,,851
2019-05-22T12:03:00.628-0400,218,497,86,809,,,,,,,,,851
2019-05-22T12:03:01.438-0400,208,514,90,820,,,,,,,,,852
2019-05-22T12:03:02.258-0400,237,791,102,1132,,,,,,,,,852
2019-05-22T12:03:03.391-0400,223,491,81,807,,,,,,,,,853
2019-05-22T12:03:04.199-0400,288,434,94,819,,,,,,,,,853
2019-05-22T12:03:05.019-0400,267,666,73,1014,,,,,,,,,853
2019-05-22T12:03:06.033-0400,215,336,66,625,,,,,,,,,854
2019-05-22T12:03:06.660-0400,229,365,57,656,,,,,,,,,855
2019-05-22T12:03:07.316-0400,202,1094,94,1394,,,,,,,,,855
2019-05-22T12:03:08.710-0400,290,355,113,770,,,,,,,,,855
2019-05-22T12:03:09.481-0400,284,350,67,705,,,,,,,,,855
2019-05-22T12:03:10.186-0400,331,657,82,1073,,,,,,,,,855
2019-05-22T12:03:11.259-0400,266,467,170,905,,,,,,,,,856
2019-05-22T12:03:12.164-0400,279,473,82,872,,,,,,,,,856
2019-05-22T12:03:13.037-0400,221,680,77,981,,,,,,,,,856
2019-05-22T12:03:14.018-0400,245,493,88,832,,,,,,,,,857
2019-05-22T12:03:14.851-0400,228,335,74,639,,,,,,,,,858
2019-05-22T12:03:15.490-0400,224,887,91,1218,,,,,,,,,858
2019-05-22T12:03:16.709-0400,243,466,93,810,,,,,,,,,859
2019-05-22T12:03:17.519-0400,228,490,77,802,,,,,,,,,859
2019-05-22T12:03:18.322-0400,202,635,175,1014,,,,,,,,,859
2019-05-22T12:03:19.337-0400,281,460,84,830,,,,,,,,,859
2019-05-22T12:03:20.167-0400,223,407,108,742,,,,,,,,,859
2019-05-22T12:03:20.910-0400,227,685,76,996,,,,,,,,,860
2019-05-22T12:03:21.906-0400,209,528,77,817,,,,,,,,,860
2019-05-22T12:03:22.723-0400,270,322,66,659,,,,,,,,,860
2019-05-22T12:03:23.383-0400,225,776,89,1096,,,,,,,,,861
2019-05-22T12:03:24.479-0400,230,284,79,595,,,,,,,,,861
2019-05-22T12:03:25.075-0400,228,313,57,602,,,,,,,,,861
2019-05-22T12:03:25.677-0400,193,363,470,1031,,,,,,,,,861
2019-05-22T12:03:26.709-0400,220,422,87,732,,,,,,,,,862
2019-05-22T12:03:27.442-0400,268,461,89,824,,,,,,,,,862
2019-05-22T12:03:28.266-0400,275,452,1187,1919,,,,,,,,,862
2019-05-22T12:03:30.185-0400,240,407,83,735,,,,,,,,,863
2019-05-22T12:03:30.921-0400,259,1086,76,1426,,,,,,,,,863
2019-05-22T12:03:32.347-0400,246,490,88,826,,,,,,,,,863
2019-05-22T12:03:33.174-0400,273,457,102,838,,,,,,,,,863
2019-05-22T12:03:34.013-0400,280,534,325,1140,,,,,,,,,863
2019-05-22T12:03:35.154-0400,319,348,101,798,,,,,,,,,864
2019-05-22T12:03:35.952-0400,387,715,366,1469,,,,,,,,,864
2019-05-22T12:03:37.422-0400,574,422,228,1232,,,,,,,,,864
2019-05-22T12:03:38.655-0400,1056,807,721,2586,,,,,,,,,864
2019-05-22T12:03:41.242-0400,1604,364,89,2065,,,,,,,,,865
2019-05-22T12:03:43.307-0400,432,578,90,1401,,,,,,,,,865
2019-05-22T12:03:44.709-0400,783,793,219,1800,,,,,,,,,866
2019-05-22T12:03:46.509-0400,1062,1331,216,2745,,,,,,,,,866
2019-05-22T12:03:49.255-0400,194,368,63,626,,,,,,,,,866
2019-05-22T12:03:49.882-0400,199,379,54,633,,,,,,,,,868
2019-05-22T12:03:50.516-0400,204,1000,108,1318,,,,,,,,,868
2019-05-22T12:03:51.834-0400,253,292,62,612,,,,,,,,,869
2019-05-22T12:03:52.447-0400,237,319,60,623,,,,,,,,,870
2019-05-22T12:03:53.070-0400,219,300,65,588,,,,,,,,,871
2019-05-22T12:03:53.659-0400,183,537,83,804,,,,,,,,,872
2019-05-22T12:03:54.464-0400,278,345,90,716,,,,,,,,,872
2019-05-22T12:03:55.180-0400,208,285,80,575,,,,,,,,,873
2019-05-22T12:03:55.756-0400,283,1113,89,1486,,,,,,,,,873
2019-05-22T12:03:57.243-0400,248,329,99,680,,,,,,,,,874
2019-05-22T12:03:57.924-0400,303,303,70,678,,,,,,,,,874
2019-05-22T12:03:58.602-0400,218,1096,84,1400,,,,,,,,,874
2019-05-22T12:04:00.003-0400,244,591,78,917,,,,,,,,,874
2019-05-22T12:04:00.920-0400,224,512,115,853,,,,,,,,,874
2019-05-22T12:04:01.773-0400,205,703,82,995,,,,,,,,,875
2019-05-22T12:04:02.769-0400,228,501,83,813,,,,,,,,,875
2019-05-22T12:04:03.582-0400,232,505,90,830,,,,,,,,,875
2019-05-22T12:04:04.413-0400,245,785,99,1134,,,,,,,,,875
2019-05-22T12:04:05.548-0400,251,353,66,676,,,,,,,,,876
2019-05-22T12:04:06.224-0400,201,378,68,652,,,,,,,,,876
2019-05-22T12:04:06.877-0400,229,800,96,1126,,,,,,,,,877
2019-05-22T12:04:08.004-0400,256,460,86,804,,,,,,,,,877
2019-05-22T12:04:08.809-0400,241,491,112,845,,,,,,,,,877
2019-05-22T12:04:09.654-0400,222,790,100,1113,,,,,,,,,878
2019-05-22T12:04:10.768-0400,242,478,88,814,,,,,,,,,878
2019-05-22T12:04:11.582-0400,224,293,56,581,,,,,,,,,878
2019-05-22T12:04:12.164-0400,177,903,87,1170,,,,,,,,,878
2019-05-22T12:04:13.335-0400,231,332,94,661,,,,,,,,,878
2019-05-22T12:04:13.996-0400,203,295,75,578,,,,,,,,,878
2019-05-22T12:04:14.575-0400,278,1039,83,1406,,,,,,,,,879
2019-05-22T12:04:15.982-0400,228,500,84,815,,,,,,,,,879
2019-05-22T12:04:16.797-0400,223,508,99,831,,,,,,,,,880
2019-05-22T12:04:17.629-0400,186,740,82,1012,,,,,,,,,880
2019-05-22T12:04:18.641-0400,273,463,84,822,,,,,,,,,881
2019-05-22T12:04:19.463-0400,269,333,78,682,,,,,,,,,881
2019-05-22T12:04:20.146-0400,214,959,78,1257,,,,,,,,,881
2019-05-22T12:04:21.403-0400,254,912,57,1225,,,,,,,,,881
2019-05-22T12:04:22.631-0400,183,292,56,535,,,,,,,,,881
2019-05-22T12:04:23.167-0400,159,601,86,849,,,,,,,,,884
2019-05-22T12:04:24.016-0400,259,357,271,899,,,,,,,,,886
2019-05-22T12:04:24.916-0400,189,284,57,532,,,,,,,,,886
2019-05-22T12:04:25.448-0400,188,1090,88,1371,,,,,,,,,886
2019-05-22T12:04:26.820-0400,280,363,88,732,,,,,,,,,887
2019-05-22T12:04:27.552-0400,206,299,60,569,,,,,,,,,887
2019-05-22T12:04:28.121-0400,217,331,58,607,,,,,,,,,887
2019-05-22T12:04:28.729-0400,224,763,85,1077,,,,,,,,,888
2019-05-22T12:04:29.806-0400,215,511,80,814,,,,,,,,,888
2019-05-22T12:04:30.621-0400,242,391,88,724,,,,,,,,,888
2019-05-22T12:04:31.345-0400,234,902,90,1230,,,,,,,,,888
2019-05-22T12:04:32.576-0400,263,352,73,690,,,,,,,,,888
2019-05-22T12:04:33.266-0400,686,330,60,1078,,,,,,,,,889
2019-05-22T12:04:34.344-0400,150,751,88,1010,,,,,,,,,889
2019-05-22T12:04:35.354-0400,216,491,87,799,,,,,,,,,889
2019-05-22T12:04:36.154-0400,242,487,92,838,,,,,,,,,890
2019-05-22T12:04:36.992-0400,252,868,91,1215,,,,,,,,,890
2019-05-22T12:04:38.208-0400,605,333,59,998,,,,,,,,,890
2019-05-22T12:04:39.207-0400,170,296,61,530,,,,,,,,,890
2019-05-22T12:04:39.737-0400,186,955,100,1242,,,,,,,,,890
2019-05-22T12:04:40.980-0400,844,384,71,1307,,,,,,,,,890
2019-05-22T12:04:42.287-0400,243,993,106,1347,,,,,,,,,890
2019-05-22T12:04:43.635-0400,228,426,93,753,,,,,,,,,891
2019-05-22T12:04:44.389-0400,204,335,151,693,,,,,,,,,892
2019-05-22T12:04:45.082-0400,203,916,96,1246,,,,,,,,,892
2019-05-22T12:04:46.328-0400,215,299,67,584,,,,,,,,,892
2019-05-22T12:04:46.913-0400,226,285,63,576,,,,,,,,,893
2019-05-22T12:04:47.489-0400,268,867,83,1220,,,,,,,,,893
2019-05-22T12:04:48.710-0400,287,286,72,647,,,,,,,,,893
2019-05-22T12:04:49.357-0400,239,314,57,612,,,,,,,,,893
2019-05-22T12:04:49.969-0400,198,251,76,526,,,,,,,,,893
2019-05-22T12:04:50.496-0400,170,566,84,823,,,,,,,,,893
2019-05-22T12:04:51.320-0400,288,532,84,906,,,,,,,,,894
2019-05-22T12:04:52.226-0400,316,344,63,725,,,,,,,,,894
2019-05-22T12:04:52.952-0400,252,785,75,1119,,,,,,,,,894
2019-05-22T12:04:54.071-0400,262,469,88,824,,,,,,,,,895
2019-05-22T12:04:54.896-0400,243,298,70,615,,,,,,,,,895
2019-05-22T12:04:55.512-0400,202,598,85,895,,,,,,,,,895
2019-05-22T12:04:56.408-0400,222,279,74,584,,,,,,,,,895
2019-05-22T12:04:56.992-0400,191,331,64,587,,,,,,,,,895
2019-05-22T12:04:57.580-0400,182,326,72,585,,,,,,,,,895
2019-05-22T12:04:58.165-0400,184,653,170,1091,,,,,,,,,896
2019-05-22T12:04:59.257-0400,184,277,62,525,,,,,,,,,896
2019-05-22T12:04:59.782-0400,180,394,88,669,,,,,,,,,897
2019-05-22T12:05:00.451-0400,193,916,130,1256,,,,,,,,,897
2019-05-22T12:05:01.708-0400,265,364,158,937,,,,,,,,,897
2019-05-22T12:05:02.646-0400,197,284,90,580,,,,,,,,,897
2019-05-22T12:05:03.226-0400,178,1022,88,1296,,,,,,,,,897
2019-05-22T12:05:04.522-0400,264,359,108,734,,,,,,,,,898
2019-05-22T12:05:05.257-0400,223,475,92,792,,,,,,,,,899
2019-05-22T12:05:06.049-0400,259,646,88,1001,,,,,,,,,899
2019-05-22T12:05:07.051-0400,233,420,73,728,,,,,,,,,899
2019-05-22T12:05:07.779-0400,230,517,105,861,,,,,,,,,900
2019-05-22T12:05:08.641-0400,196,812,91,1100,,,,,,,,,900
2019-05-22T12:05:09.741-0400,221,373,159,754,,,,,,,,,900
2019-05-22T12:05:10.496-0400,197,323,59,588,,,,,,,,,901
2019-05-22T12:05:11.084-0400,205,274,108,605,,,,,,,,,901
2019-05-22T12:05:11.690-0400,182,480,80,745,,,,,,,,,901
2019-05-22T12:05:12.435-0400,219,310,60,601,,,,,,,,,901
2019-05-22T12:05:13.037-0400,213,294,56,564,,,,,,,,,902
2019-05-22T12:05:13.602-0400,211,364,63,638,,,,,,,,,902
2019-05-22T12:05:14.240-0400,186,856,81,1126,,,,,,,,,902
2019-05-22T12:05:15.367-0400,215,513,158,892,,,,,,,,,902
2019-05-22T12:05:16.260-0400,256,344,67,680,,,,,,,,,902
2019-05-22T12:05:16.940-0400,227,781,85,1095,,,,,,,,,902
2019-05-22T12:05:18.036-0400,221,336,70,632,,,,,,,,,902
2019-05-22T12:05:18.669-0400,202,316,74,593,,,,,,,,,902
2019-05-22T12:05:19.262-0400,246,1099,84,1448,,,,,,,,,903
2019-05-22T12:05:20.711-0400,241,476,95,823,,,,,,,,,903
2019-05-22T12:05:21.534-0400,214,394,92,706,,,,,,,,,904
2019-05-22T12:05:22.241-0400,244,672,75,995,,,,,,,,,904
2019-05-22T12:05:23.237-0400,211,642,77,933,,,,,,,,,904
2019-05-22T12:05:24.171-0400,216,522,86,828,,,,,,,,,904
2019-05-22T12:05:24.999-0400,236,798,103,1140,,,,,,,,,904
2019-05-22T12:05:26.139-0400,236,481,84,803,,,,,,,,,905
2019-05-22T12:05:26.943-0400,218,306,58,585,,,,,,,,,905
2019-05-22T12:05:27.528-0400,234,1035,87,1358,,,,,,,,,905
2019-05-22T12:05:28.887-0400,249,480,89,822,,,,,,,,,905
2019-05-22T12:05:29.709-0400,209,418,100,732,,,,,,,,,905
2019-05-22T12:05:30.442-0400,205,748,82,1038,,,,,,,,,905
2019-05-22T12:05:31.481-0400,228,356,62,648,,,,,,,,,906
2019-05-22T12:05:32.129-0400,203,476,83,764,,,,,,,,,906
2019-05-22T12:05:32.894-0400,237,949,85,1321,,,,,,,,,906
2019-05-22T12:05:34.215-0400,232,286,67,593,,,,,,,,,906
2019-05-22T12:05:34.809-0400,208,336,70,615,,,,,,,,,906
2019-05-22T12:05:35.424-0400,226,311,59,603,,,,,,,,,906
2019-05-22T12:05:36.028-0400,182,784,81,1063,,,,,,,,,907
2019-05-22T12:05:37.091-0400,225,306,61,596,,,,,,,,,907
2019-05-22T12:05:37.688-0400,236,358,66,662,,,,,,,,,908
2019-05-22T12:05:38.350-0400,185,1120,80,1395,,,,,,,,,908
2019-05-22T12:05:39.745-0400,210,308,65,585,,,,,,,,,908
2019-05-22T12:05:40.331-0400,159,294,58,519,,,,,,,,,909
2019-05-22T12:05:40.851-0400,170,296,113,581,,,,,,,,,909
2019-05-22T12:05:41.432-0400,274,715,89,1082,,,,,,,,,909
2019-05-22T12:05:42.514-0400,195,317,66,580,,,,,,,,,909
2019-05-22T12:05:43.095-0400,193,333,71,601,,,,,,,,,910
2019-05-22T12:05:43.697-0400,173,338,61,573,,,,,,,,,910
2019-05-22T12:05:44.270-0400,197,717,88,1008,,,,,,,,,910
2019-05-22T12:05:45.279-0400,698,302,58,1059,,,,,,,,,911
