Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,3418,,,Total Duration(ms)
2019-05-22T12:04:18.642-0400,238,493,79,815,,,,,,,,,689
2019-05-22T12:04:19.457-0400,276,349,85,710,,,,,,,,,689
2019-05-22T12:04:20.168-0400,195,956,119,1271,,,,,,,,,689
2019-05-22T12:04:21.440-0400,242,1337,72,1652,,,,,,,,,689
2019-05-22T12:04:23.093-0400,209,627,86,932,,,,,,,,,690
2019-05-22T12:04:24.026-0400,264,394,51,711,,,,,,,,,690
2019-05-22T12:04:24.737-0400,343,284,56,704,,,,,,,,,690
2019-05-22T12:04:25.442-0400,194,1089,88,1377,,,,,,,,,690
2019-05-22T12:04:26.820-0400,266,373,86,731,,,,,,,,,691
2019-05-22T12:04:27.551-0400,213,318,111,702,,,,,,,,,691
2019-05-22T12:04:28.254-0400,177,1285,81,1546,,,,,,,,,691
2019-05-22T12:04:29.800-0400,255,476,84,820,,,,,,,,,691
2019-05-22T12:04:30.620-0400,195,438,84,719,,,,,,,,,691
2019-05-22T12:04:31.340-0400,237,904,81,1226,,,,,,,,,692
2019-05-22T12:04:32.567-0400,275,354,64,694,,,,,,,,,692
2019-05-22T12:04:33.261-0400,353,283,97,735,,,,,,,,,693
2019-05-22T12:04:33.996-0400,207,1039,87,1338,,,,,,,,,693
2019-05-22T12:04:35.335-0400,267,459,81,810,,,,,,,,,693
2019-05-22T12:04:36.146-0400,252,481,98,846,,,,,,,,,693
2019-05-22T12:04:36.993-0400,281,839,103,1231,,,,,,,,,693
2019-05-22T12:04:38.224-0400,688,335,69,1097,,,,,,,,,693
2019-05-22T12:04:39.321-0400,215,302,68,590,,,,,,,,,693
2019-05-22T12:04:39.911-0400,215,750,94,1673,,,,,,,,,693
2019-05-22T12:04:41.585-0400,231,391,88,713,,,,,,,,,694
2019-05-22T12:04:42.299-0400,242,980,100,1326,,,,,,,,,694
2019-05-22T12:04:43.625-0400,239,424,83,749,,,,,,,,,694
2019-05-22T12:04:44.375-0400,217,288,88,594,,,,,,,,,694
2019-05-22T12:04:44.969-0400,266,964,80,1314,,,,,,,,,694
2019-05-22T12:04:46.283-0400,198,309,81,617,,,,,,,,,694
2019-05-22T12:04:46.901-0400,199,292,78,574,,,,,,,,,695
2019-05-22T12:04:47.476-0400,243,905,86,1236,,,,,,,,,695
2019-05-22T12:04:48.712-0400,219,314,59,593,,,,,,,,,695
2019-05-22T12:04:49.305-0400,227,315,70,615,,,,,,,,,695
2019-05-22T12:04:49.921-0400,212,306,61,581,,,,,,,,,695
2019-05-22T12:04:50.502-0400,196,536,88,821,,,,,,,,,696
2019-05-22T12:04:51.324-0400,246,569,78,895,,,,,,,,,696
2019-05-22T12:04:52.220-0400,320,343,71,736,,,,,,,,,696
2019-05-22T12:04:52.957-0400,262,769,80,1115,,,,,,,,,696
2019-05-22T12:04:54.072-0400,274,455,75,811,,,,,,,,,697
2019-05-22T12:04:54.884-0400,217,330,72,622,,,,,,,,,697
2019-05-22T12:04:55.507-0400,225,580,63,874,,,,,,,,,697
2019-05-22T12:04:56.381-0400,208,303,65,584,,,,,,,,,697
2019-05-22T12:04:56.966-0400,180,324,59,573,,,,,,,,,697
2019-05-22T12:04:57.540-0400,183,298,64,547,,,,,,,,,697
2019-05-22T12:04:58.087-0400,187,728,87,1004,,,,,,,,,698
2019-05-22T12:04:59.091-0400,302,300,58,667,,,,,,,,,698
2019-05-22T12:04:59.758-0400,208,392,59,661,,,,,,,,,699
2019-05-22T12:05:00.420-0400,181,958,130,1286,,,,,,,,,699
2019-05-22T12:05:01.707-0400,247,266,54,572,,,,,,,,,699
2019-05-22T12:05:02.280-0400,419,289,53,763,,,,,,,,,700
2019-05-22T12:05:03.043-0400,211,313,54,585,,,,,,,,,700
2019-05-22T12:05:03.629-0400,163,637,92,902,,,,,,,,,700
2019-05-22T12:05:04.531-0400,247,366,105,721,,,,,,,,,700
2019-05-22T12:05:05.252-0400,227,476,82,787,,,,,,,,,701
2019-05-22T12:05:06.040-0400,266,647,99,1014,,,,,,,,,701
2019-05-22T12:05:07.055-0400,235,417,87,740,,,,,,,,,702
2019-05-22T12:05:07.795-0400,231,499,106,838,,,,,,,,,702
2019-05-22T12:05:08.634-0400,221,793,74,1095,,,,,,,,,702
2019-05-22T12:05:09.730-0400,216,421,126,769,,,,,,,,,702
2019-05-22T12:05:10.499-0400,196,329,62,588,,,,,,,,,703
2019-05-22T12:05:11.088-0400,216,314,79,612,,,,,,,,,703
2019-05-22T12:05:11.700-0400,203,451,80,738,,,,,,,,,703
2019-05-22T12:05:12.439-0400,238,318,76,634,,,,,,,,,703
2019-05-22T12:05:13.073-0400,259,324,88,673,,,,,,,,,704
2019-05-22T12:05:13.746-0400,226,332,67,631,,,,,,,,,704
2019-05-22T12:05:14.377-0400,194,713,83,1001,,,,,,,,,704
2019-05-22T12:05:15.379-0400,262,457,158,878,,,,,,,,,704
2019-05-22T12:05:16.258-0400,255,368,65,694,,,,,,,,,704
2019-05-22T12:05:16.952-0400,162,832,79,1085,,,,,,,,,704
2019-05-22T12:05:18.038-0400,249,305,71,626,,,,,,,,,705
2019-05-22T12:05:18.665-0400,207,286,61,555,,,,,,,,,705
2019-05-22T12:05:19.220-0400,238,1149,86,1475,,,,,,,,,705
2019-05-22T12:05:20.695-0400,224,509,100,838,,,,,,,,,705
2019-05-22T12:05:21.534-0400,211,395,99,711,,,,,,,,,705
2019-05-22T12:05:22.246-0400,236,673,83,994,,,,,,,,,705
2019-05-22T12:05:23.240-0400,220,630,92,972,,,,,,,,,705
2019-05-22T12:05:24.212-0400,216,479,87,784,,,,,,,,,706
2019-05-22T12:05:24.997-0400,251,784,104,1143,,,,,,,,,706
2019-05-22T12:05:26.140-0400,267,448,88,808,,,,,,,,,706
2019-05-22T12:05:26.949-0400,225,306,85,618,,,,,,,,,706
2019-05-22T12:05:27.567-0400,211,1019,82,1313,,,,,,,,,706
2019-05-22T12:05:28.881-0400,231,505,83,822,,,,,,,,,706
2019-05-22T12:05:29.704-0400,227,403,114,746,,,,,,,,,706
2019-05-22T12:05:30.450-0400,222,722,76,1026,,,,,,,,,707
2019-05-22T12:05:31.477-0400,242,328,67,638,,,,,,,,,707
2019-05-22T12:05:32.116-0400,226,465,82,775,,,,,,,,,707
2019-05-22T12:05:32.891-0400,229,958,86,1274,,,,,,,,,707
2019-05-22T12:05:34.166-0400,262,295,67,629,,,,,,,,,707
2019-05-22T12:05:34.796-0400,218,330,71,621,,,,,,,,,708
2019-05-22T12:05:35.417-0400,267,287,85,639,,,,,,,,,708
2019-05-22T12:05:36.057-0400,238,699,92,1033,,,,,,,,,708
2019-05-22T12:05:37.091-0400,249,345,69,667,,,,,,,,,708
2019-05-22T12:05:37.759-0400,242,304,63,610,,,,,,,,,709
2019-05-22T12:05:38.370-0400,206,1078,104,1392,,,,,,,,,709
2019-05-22T12:05:39.762-0400,216,304,73,595,,,,,,,,,709
2019-05-22T12:05:40.357-0400,206,265,62,534,,,,,,,,,709
2019-05-22T12:05:40.892-0400,178,318,81,579,,,,,,,,,709
2019-05-22T12:05:41.471-0400,251,698,92,1088,,,,,,,,,710
2019-05-22T12:05:42.560-0400,574,283,66,925,,,,,,,,,710
2019-05-22T12:05:43.486-0400,179,321,68,572,,,,,,,,,710
2019-05-22T12:05:44.059-0400,174,952,75,1204,,,,,,,,,710
2019-05-22T12:05:45.264-0400,612,300,57,970,,,,,,,,,710
2019-05-22T12:05:46.235-0400,196,327,64,588,,,,,,,,,711
2019-05-22T12:05:46.823-0400,417,608,100,1126,,,,,,,,,711
2019-05-22T12:05:47.950-0400,223,492,81,801,,,,,,,,,711
2019-05-22T12:05:48.751-0400,278,303,98,680,,,,,,,,,711
2019-05-22T12:05:49.432-0400,230,849,90,1174,,,,,,,,,711
2019-05-22T12:05:50.606-0400,192,433,65,695,,,,,,,,,711
2019-05-22T12:05:51.302-0400,256,345,69,672,,,,,,,,,711
2019-05-22T12:05:51.975-0400,238,1369,87,1695,,,,,,,,,711
2019-05-22T12:05:53.670-0400,208,421,87,724,,,,,,,,,712
2019-05-22T12:05:54.395-0400,242,1025,94,1363,,,,,,,,,712
2019-05-22T12:05:55.758-0400,288,453,93,838,,,,,,,,,713
2019-05-22T12:05:56.597-0400,247,426,94,771,,,,,,,,,713
2019-05-22T12:05:57.368-0400,216,910,92,1221,,,,,,,,,713
2019-05-22T12:05:58.589-0400,228,499,70,799,,,,,,,,,713
2019-05-22T12:05:59.389-0400,223,505,65,806,,,,,,,,,713
2019-05-22T12:06:00.195-0400,188,555,83,832,,,,,,,,,713
2019-05-22T12:06:01.028-0400,673,319,58,1055,,,,,,,,,714
2019-05-22T12:06:02.083-0400,215,283,74,574,,,,,,,,,714
2019-05-22T12:06:02.658-0400,253,810,102,1177,,,,,,,,,714
2019-05-22T12:06:03.836-0400,203,299,58,561,,,,,,,,,714
2019-05-22T12:06:04.397-0400,185,310,53,549,,,,,,,,,714
2019-05-22T12:06:04.947-0400,454,726,98,1285,,,,,,,,,715
2019-05-22T12:06:06.233-0400,209,398,120,733,,,,,,,,,715
2019-05-22T12:06:06.966-0400,209,537,89,844,,,,,,,,,715
2019-05-22T12:06:07.811-0400,257,874,81,1214,,,,,,,,,715
2019-05-22T12:06:09.025-0400,218,515,72,809,,,,,,,,,715
2019-05-22T12:06:09.835-0400,216,526,75,841,,,,,,,,,716
2019-05-22T12:06:10.677-0400,313,547,92,955,,,,,,,,,716
2019-05-22T12:06:11.633-0400,224,465,127,817,,,,,,,,,716
2019-05-22T12:06:12.450-0400,229,461,92,793,,,,,,,,,716
2019-05-22T12:06:13.244-0400,211,707,78,999,,,,,,,,,716
2019-05-22T12:06:14.244-0400,234,504,100,842,,,,,,,,,717
2019-05-22T12:06:15.087-0400,203,511,100,815,,,,,,,,,717
2019-05-22T12:06:15.902-0400,745,339,114,1199,,,,,,,,,717
2019-05-22T12:06:17.102-0400,158,316,61,538,,,,,,,,,717
2019-05-22T12:06:17.640-0400,186,284,86,558,,,,,,,,,717
2019-05-22T12:06:18.199-0400,152,313,71,542,,,,,,,,,718
2019-05-22T12:06:18.741-0400,168,477,78,728,,,,,,,,,718
2019-05-22T12:06:19.470-0400,300,435,85,825,,,,,,,,,719
2019-05-22T12:06:20.295-0400,270,357,76,729,,,,,,,,,719
2019-05-22T12:06:21.025-0400,310,814,77,1207,,,,,,,,,719
2019-05-22T12:06:22.232-0400,412,360,65,838,,,,,,,,,719
2019-05-22T12:06:23.070-0400,163,326,66,556,,,,,,,,,719
2019-05-22T12:06:23.627-0400,177,1008,92,1281,,,,,,,,,720
2019-05-22T12:06:24.909-0400,325,502,79,913,,,,,,,,,720
2019-05-22T12:06:25.822-0400,230,448,64,750,,,,,,,,,720
2019-05-22T12:06:26.573-0400,184,718,87,991,,,,,,,,,720
2019-05-22T12:06:27.564-0400,238,495,116,850,,,,,,,,,720
2019-05-22T12:06:28.415-0400,259,307,63,631,,,,,,,,,721
2019-05-22T12:06:29.047-0400,225,866,84,1177,,,,,,,,,721
2019-05-22T12:06:30.224-0400,217,722,89,1032,,,,,,,,,722
2019-05-22T12:06:31.257-0400,323,324,93,742,,,,,,,,,722
2019-05-22T12:06:32.000-0400,306,601,107,1018,,,,,,,,,722
2019-05-22T12:06:33.018-0400,246,459,73,781,,,,,,,,,722
2019-05-22T12:06:33.800-0400,217,521,85,825,,,,,,,,,723
2019-05-22T12:06:34.625-0400,181,637,88,907,,,,,,,,,723
2019-05-22T12:06:35.533-0400,237,844,86,1169,,,,,,,,,723
2019-05-22T12:06:36.703-0400,184,339,82,607,,,,,,,,,723
2019-05-22T12:06:37.310-0400,181,698,95,976,,,,,,,,,724
2019-05-22T12:06:38.287-0400,228,430,90,750,,,,,,,,,724
2019-05-22T12:06:39.038-0400,253,324,62,640,,,,,,,,,724
2019-05-22T12:06:39.678-0400,210,1105,97,1415,,,,,,,,,724
2019-05-22T12:06:41.094-0400,227,490,84,804,,,,,,,,,724
2019-05-22T12:06:41.899-0400,270,443,166,880,,,,,,,,,724
2019-05-22T12:06:42.779-0400,204,771,90,1067,,,,,,,,,724
2019-05-22T12:06:43.847-0400,229,354,69,653,,,,,,,,,724
2019-05-22T12:06:44.501-0400,206,338,61,606,,,,,,,,,725
2019-05-22T12:06:45.107-0400,191,922,151,1266,,,,,,,,,725
2019-05-22T12:06:46.374-0400,231,319,74,625,,,,,,,,,725
2019-05-22T12:06:46.999-0400,198,331,89,625,,,,,,,,,725
2019-05-22T12:06:47.625-0400,193,284,60,543,,,,,,,,,725
2019-05-22T12:06:48.169-0400,196,715,88,1001,,,,,,,,,726
2019-05-22T12:06:49.170-0400,244,369,497,1119,,,,,,,,,726
2019-05-22T12:06:50.289-0400,221,343,54,620,,,,,,,,,727
2019-05-22T12:06:50.909-0400,241,586,58,889,,,,,,,,,727
2019-05-22T12:06:51.799-0400,200,287,56,548,,,,,,,,,727
2019-05-22T12:06:52.347-0400,170,270,70,512,,,,,,,,,728
2019-05-22T12:06:52.859-0400,209,292,60,562,,,,,,,,,728
2019-05-22T12:06:53.422-0400,620,365,66,1054,,,,,,,,,728
2019-05-22T12:06:54.477-0400,189,379,400,978,,,,,,,,,728
2019-05-22T12:06:55.455-0400,294,501,58,856,,,,,,,,,729
2019-05-22T12:06:56.311-0400,177,626,3331,4136,,,,,,,,,729
2019-05-22T12:07:00.448-0400,196,434,78,713,,,,,,,,,729
2019-05-22T12:07:01.161-0400,225,1211,81,1521,,,,,,,,,729
2019-05-22T12:07:02.683-0400,238,498,862,1600,,,,,,,,,730
2019-05-22T12:07:04.284-0400,247,833,85,1168,,,,,,,,,730
2019-05-22T12:07:05.453-0400,270,346,294,919,,,,,,,,,730
2019-05-22T12:07:06.373-0400,177,402,517,1097,,,,,,,,,731
2019-05-22T12:07:07.470-0400,178,352,159,692,,,,,,,,,731
2019-05-22T12:07:08.162-0400,204,479,93,778,,,,,,,,,731
2019-05-22T12:07:08.941-0400,217,314,58,590,,,,,,,,,732
2019-05-22T12:07:09.532-0400,264,1098,79,1443,,,,,,,,,732
2019-05-22T12:07:10.976-0400,307,428,98,840,,,,,,,,,732
2019-05-22T12:07:11.817-0400,235,316,234,796,,,,,,,,,732
2019-05-22T12:07:12.613-0400,273,772,79,1129,,,,,,,,,732
2019-05-22T12:07:13.742-0400,211,419,113,745,,,,,,,,,732
2019-05-22T12:07:14.488-0400,198,336,59,595,,,,,,,,,732
2019-05-22T12:07:15.084-0400,205,1031,80,1318,,,,,,,,,732
2019-05-22T12:07:16.402-0400,249,488,126,880,,,,,,,,,732
2019-05-22T12:07:17.283-0400,227,448,89,766,,,,,,,,,733
2019-05-22T12:07:18.049-0400,243,793,1215,2251,,,,,,,,,733
2019-05-22T12:07:20.301-0400,270,335,134,741,,,,,,,,,733
2019-05-22T12:07:21.044-0400,197,610,978,1786,,,,,,,,,733
2019-05-22T12:07:22.831-0400,225,431,88,747,,,,,,,,,733
2019-05-22T12:07:23.579-0400,243,606,106,957,,,,,,,,,734
2019-05-22T12:07:24.536-0400,247,449,96,833,,,,,,,,,734
2019-05-22T12:07:25.370-0400,371,301,63,736,,,,,,,,,734
2019-05-22T12:07:26.107-0400,203,867,80,1152,,,,,,,,,734
2019-05-22T12:07:27.259-0400,264,327,58,651,,,,,,,,,734
2019-05-22T12:07:27.910-0400,222,285,231,741,,,,,,,,,734
2019-05-22T12:07:28.651-0400,262,829,103,1195,,,,,,,,,734
2019-05-22T12:07:29.847-0400,193,411,78,686,,,,,,,,,735
2019-05-22T12:07:30.533-0400,311,312,211,835,,,,,,,,,735
2019-05-22T12:07:31.369-0400,264,773,86,1158,,,,,,,,,735
2019-05-22T12:07:32.527-0400,308,381,89,783,,,,,,,,,735
2019-05-22T12:07:33.311-0400,270,345,56,682,,,,,,,,,735
2019-05-22T12:07:33.993-0400,192,679,71,947,,,,,,,,,736
2019-05-22T12:07:34.940-0400,240,596,104,942,,,,,,,,,736
2019-05-22T12:07:35.882-0400,296,289,59,645,,,,,,,,,736
2019-05-22T12:07:36.528-0400,182,911,88,1182,,,,,,,,,736
2019-05-22T12:07:37.711-0400,373,314,76,769,,,,,,,,,737
2019-05-22T12:07:38.481-0400,229,437,76,743,,,,,,,,,737
2019-05-22T12:07:39.224-0400,192,687,394,1275,,,,,,,,,737
2019-05-22T12:07:40.500-0400,248,325,205,781,,,,,,,,,738
2019-05-22T12:07:41.281-0400,284,357,80,725,,,,,,,,,738
2019-05-22T12:07:42.007-0400,301,642,77,1049,,,,,,,,,738
2019-05-22T12:07:43.056-0400,689,287,67,1045,,,,,,,,,738
2019-05-22T12:07:44.101-0400,174,276,58,514,,,,,,,,,738
2019-05-22T12:07:44.615-0400,891,258,62,1211,,,,,,,,,738
2019-05-22T12:07:45.827-0400,184,245,77,508,,,,,,,,,738
2019-05-22T12:07:46.335-0400,197,280,285,766,,,,,,,,,738
2019-05-22T12:07:47.102-0400,210,854,110,1176,,,,,,,,,739
2019-05-22T12:07:48.278-0400,245,364,146,757,,,,,,,,,739
2019-05-22T12:07:49.036-0400,259,292,63,616,,,,,,,,,739
2019-05-22T12:07:49.652-0400,241,691,85,1029,,,,,,,,,739
2019-05-22T12:07:50.681-0400,249,415,89,755,,,,,,,,,740
2019-05-22T12:07:51.436-0400,277,552,95,931,,,,,,,,,740
2019-05-22T12:07:52.368-0400,261,581,72,919,,,,,,,,,740
2019-05-22T12:07:53.287-0400,235,485,264,986,,,,,,,,,740
2019-05-22T12:07:54.273-0400,239,517,77,834,,,,,,,,,740
2019-05-22T12:07:55.108-0400,305,640,1264,2212,,,,,,,,,740
2019-05-22T12:07:57.321-0400,218,313,155,688,,,,,,,,,741
2019-05-22T12:07:58.009-0400,193,300,149,644,,,,,,,,,741
2019-05-22T12:07:58.653-0400,213,320,1623,2161,,,,,,,,,741
2019-05-22T12:08:00.815-0400,188,319,71,580,,,,,,,,,741
2019-05-22T12:08:01.395-0400,187,327,384,908,,,,,,,,,741
2019-05-22T12:08:02.303-0400,219,327,89,651,,,,,,,,,741
2019-05-22T12:02:01.824-0400,5984,4675,767,12058,,,,,,,,,741
2019-05-22T12:02:13.883-0400,615,451,501,1581,,,,,,,,,741
2019-05-22T12:02:15.465-0400,591,517,160,1271,,,,,,,,,741
2019-05-22T12:02:16.736-0400,562,510,166,1283,,,,,,,,,741
2019-05-22T12:02:18.020-0400,307,499,179,989,,,,,,,,,741
2019-05-22T12:02:19.010-0400,282,377,135,800,,,,,,,,,742
2019-05-22T12:02:19.810-0400,299,798,147,1248,,,,,,,,,742
2019-05-22T12:02:21.058-0400,400,444,125,974,,,,,,,,,742
2019-05-22T12:02:22.033-0400,478,1046,94,1635,,,,,,,,,742
2019-05-22T12:02:23.673-0400,342,467,112,926,,,,,,,,,742
2019-05-22T12:02:24.599-0400,307,494,124,930,,,,,,,,,742
2019-05-22T12:02:25.530-0400,276,520,113,917,,,,,,,,,742
2019-05-22T12:02:26.448-0400,269,426,130,828,,,,,,,,,743
2019-05-22T12:02:27.277-0400,302,346,109,764,,,,,,,,,743
2019-05-22T12:02:28.041-0400,307,433,469,1215,,,,,,,,,743
2019-05-22T12:02:29.257-0400,293,493,99,890,,,,,,,,,743
2019-05-22T12:02:30.147-0400,242,327,101,687,,,,,,,,,743
2019-05-22T12:02:30.835-0400,227,408,1099,1738,,,,,,,,,743
2019-05-22T12:02:32.573-0400,321,361,66,760,,,,,,,,,743
2019-05-22T12:02:33.334-0400,299,1019,76,1400,,,,,,,,,743
2019-05-22T12:02:34.735-0400,187,282,489,959,,,,,,,,,743
2019-05-22T12:02:35.695-0400,289,985,115,1394,,,,,,,,,744
2019-05-22T12:02:37.089-0400,221,319,62,603,,,,,,,,,744
2019-05-22T12:02:37.693-0400,253,340,338,934,,,,,,,,,744
2019-05-22T12:02:38.627-0400,291,716,121,1130,,,,,,,,,744
2019-05-22T12:02:39.758-0400,265,633,594,1499,,,,,,,,,744
2019-05-22T12:02:41.257-0400,279,675,1063,2020,,,,,,,,,744
2019-05-22T12:02:43.278-0400,243,341,143,740,,,,,,,,,745
2019-05-22T12:02:44.019-0400,239,599,88,928,,,,,,,,,745
2019-05-22T12:02:44.947-0400,285,445,89,824,,,,,,,,,745
2019-05-22T12:02:45.772-0400,226,387,262,876,,,,,,,,,746
2019-05-22T12:02:46.649-0400,196,545,78,822,,,,,,,,,746
2019-05-22T12:02:47.472-0400,225,537,92,859,,,,,,,,,746
2019-05-22T12:02:48.332-0400,283,330,199,815,,,,,,,,,746
2019-05-22T12:02:49.147-0400,252,780,81,1118,,,,,,,,,746
2019-05-22T12:02:50.265-0400,260,473,90,827,,,,,,,,,746
2019-05-22T12:02:51.093-0400,203,526,667,1397,,,,,,,,,746
2019-05-22T12:02:52.490-0400,239,524,97,865,,,,,,,,,746
2019-05-22T12:02:53.356-0400,227,487,89,810,,,,,,,,,747
2019-05-22T12:02:54.166-0400,241,994,95,1333,,,,,,,,,747
2019-05-22T12:02:55.500-0400,258,325,190,775,,,,,,,,,747
2019-05-22T12:02:56.275-0400,211,359,95,667,,,,,,,,,747
2019-05-22T12:02:56.943-0400,229,736,92,1059,,,,,,,,,747
2019-05-22T12:02:58.002-0400,300,375,105,784,,,,,,,,,747
2019-05-22T12:02:58.786-0400,246,370,66,684,,,,,,,,,747
2019-05-22T12:02:59.471-0400,182,909,86,1178,,,,,,,,,747
2019-05-22T12:03:00.649-0400,207,487,77,780,,,,,,,,,747
2019-05-22T12:03:01.429-0400,225,505,84,816,,,,,,,,,748
2019-05-22T12:03:02.246-0400,197,843,101,1145,,,,,,,,,748
2019-05-22T12:03:03.392-0400,235,479,92,813,,,,,,,,,749
2019-05-22T12:03:04.205-0400,259,457,97,815,,,,,,,,,749
2019-05-22T12:03:05.021-0400,301,629,88,1020,,,,,,,,,749
2019-05-22T12:03:06.042-0400,227,337,60,624,,,,,,,,,750
2019-05-22T12:03:06.667-0400,202,311,61,578,,,,,,,,,750
2019-05-22T12:03:07.246-0400,165,327,73,566,,,,,,,,,750
2019-05-22T12:03:07.813-0400,188,614,97,900,,,,,,,,,750
2019-05-22T12:03:08.713-0400,278,390,96,766,,,,,,,,,750
2019-05-22T12:03:09.479-0400,327,374,80,783,,,,,,,,,750
2019-05-22T12:03:10.263-0400,275,633,80,991,,,,,,,,,750
2019-05-22T12:03:11.255-0400,232,505,168,907,,,,,,,,,750
2019-05-22T12:03:12.162-0400,249,505,84,848,,,,,,,,,750
2019-05-22T12:03:13.010-0400,207,721,74,1008,,,,,,,,,750
2019-05-22T12:03:14.019-0400,306,429,82,819,,,,,,,,,750
2019-05-22T12:03:14.839-0400,224,329,67,627,,,,,,,,,750
2019-05-22T12:03:15.466-0400,244,892,84,1221,,,,,,,,,751
2019-05-22T12:03:16.688-0400,255,475,92,831,,,,,,,,,751
2019-05-22T12:03:17.520-0400,232,485,112,845,,,,,,,,,751
2019-05-22T12:03:18.365-0400,209,585,75,871,,,,,,,,,752
2019-05-22T12:03:19.236-0400,320,522,77,927,,,,,,,,,752
2019-05-22T12:03:20.164-0400,218,415,79,715,,,,,,,,,752
2019-05-22T12:03:20.879-0400,227,716,90,1036,,,,,,,,,752
2019-05-22T12:03:21.915-0400,236,492,77,807,,,,,,,,,752
2019-05-22T12:03:22.723-0400,263,335,76,678,,,,,,,,,753
2019-05-22T12:03:23.402-0400,201,781,111,1098,,,,,,,,,753
2019-05-22T12:03:24.501-0400,201,292,68,563,,,,,,,,,753
2019-05-22T12:03:25.064-0400,178,389,68,642,,,,,,,,,753
2019-05-22T12:03:25.706-0400,202,307,469,983,,,,,,,,,753
2019-05-22T12:03:26.689-0400,222,442,85,751,,,,,,,,,753
2019-05-22T12:03:27.441-0400,254,476,117,852,,,,,,,,,753
2019-05-22T12:03:28.293-0400,255,447,1172,1877,,,,,,,,,754
2019-05-22T12:03:30.171-0400,239,423,83,747,,,,,,,,,754
2019-05-22T12:03:30.918-0400,252,1096,76,1428,,,,,,,,,754
2019-05-22T12:03:32.347-0400,241,494,94,839,,,,,,,,,754
2019-05-22T12:03:33.186-0400,282,437,97,818,,,,,,,,,754
2019-05-22T12:03:34.005-0400,209,615,94,918,,,,,,,,,754
2019-05-22T12:03:34.924-0400,530,341,82,956,,,,,,,,,754
2019-05-22T12:03:35.880-0400,222,356,83,662,,,,,,,,,755
2019-05-22T12:03:36.546-0400,406,590,91,1106,,,,,,,,,755
2019-05-22T12:03:37.652-0400,486,436,92,1016,,,,,,,,,755
2019-05-22T12:03:38.668-0400,1051,798,719,2572,,,,,,,,,755
2019-05-22T12:03:41.240-0400,1594,375,81,2052,,,,,,,,,755
2019-05-22T12:03:43.293-0400,445,580,407,1612,,,,,,,,,755
2019-05-22T12:03:44.906-0400,587,793,230,1611,,,,,,,,,755
2019-05-22T12:03:46.518-0400,526,424,92,1043,,,,,,,,,755
2019-05-22T12:03:47.562-0400,1014,358,349,1724,,,,,,,,,756
2019-05-22T12:03:49.286-0400,202,342,82,627,,,,,,,,,756
2019-05-22T12:03:49.914-0400,208,377,68,658,,,,,,,,,756
2019-05-22T12:03:50.572-0400,203,944,122,1277,,,,,,,,,756
2019-05-22T12:03:51.850-0400,239,287,63,593,,,,,,,,,756
2019-05-22T12:03:52.444-0400,258,315,94,672,,,,,,,,,756
2019-05-22T12:03:53.117-0400,210,1047,78,1340,,,,,,,,,757
2019-05-22T12:03:54.458-0400,281,352,89,723,,,,,,,,,757
2019-05-22T12:03:55.182-0400,260,275,68,616,,,,,,,,,757
2019-05-22T12:03:55.798-0400,284,1070,84,1442,,,,,,,,,757
2019-05-22T12:03:57.241-0400,253,334,90,680,,,,,,,,,758
2019-05-22T12:03:57.921-0400,307,303,97,726,,,,,,,,,758
2019-05-22T12:03:58.648-0400,225,1042,88,1362,,,,,,,,,758
2019-05-22T12:04:00.010-0400,252,575,81,910,,,,,,,,,758
2019-05-22T12:04:00.921-0400,220,515,112,864,,,,,,,,,758
2019-05-22T12:04:01.785-0400,203,693,77,978,,,,,,,,,758
2019-05-22T12:04:02.764-0400,239,495,77,814,,,,,,,,,758
2019-05-22T12:04:03.578-0400,238,500,75,815,,,,,,,,,760
2019-05-22T12:04:04.394-0400,251,798,101,1158,,,,,,,,,760
2019-05-22T12:04:05.552-0400,244,370,74,704,,,,,,,,,760
2019-05-22T12:04:06.257-0400,210,348,87,652,,,,,,,,,761
2019-05-22T12:04:06.910-0400,182,812,92,1090,,,,,,,,,761
2019-05-22T12:04:08.000-0400,218,501,81,804,,,,,,,,,761
2019-05-22T12:04:08.805-0400,213,523,111,848,,,,,,,,,761
2019-05-22T12:04:09.653-0400,243,769,99,1113,,,,,,,,,762
2019-05-22T12:04:10.767-0400,269,452,221,972,,,,,,,,,762
2019-05-22T12:04:11.740-0400,173,338,66,577,,,,,,,,,763
2019-05-22T12:04:12.317-0400,260,666,82,1011,,,,,,,,,763
2019-05-22T12:04:13.329-0400,244,316,103,667,,,,,,,,,763
2019-05-22T12:04:13.996-0400,207,291,67,578,,,,,,,,,763
2019-05-22T12:04:14.575-0400,254,1064,81,1400,,,,,,,,,763
2019-05-22T12:04:15.976-0400,242,490,89,823,,,,,,,,,763
2019-05-22T12:04:16.799-0400,222,506,89,818,,,,,,,,,763
2019-05-22T12:04:17.617-0400,248,688,72,1016,,,,,,,,,764
2019-05-22T12:04:18.634-0400,233,505,74,824,,,,,,,,,764
2019-05-22T12:04:19.459-0400,275,348,80,705,,,,,,,,,764
2019-05-22T12:04:20.165-0400,252,902,85,1243,,,,,,,,,764
2019-05-22T12:04:21.408-0400,244,808,57,1116,,,,,,,,,764
2019-05-22T12:04:22.524-0400,136,261,57,461,,,,,,,,,764
