Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,6572
2019-05-23T20:30:22.527-0400,290,236,138,674,,,,,,
2019-05-23T20:30:23.202-0400,274,224,133,632,,,,,,
2019-05-23T20:30:23.835-0400,277,286,128,692,,,,,,
2019-05-23T20:30:24.528-0400,276,241,134,665,,,,,,
2019-05-23T20:30:25.194-0400,273,106,27,408,,,,,,
2019-05-23T20:30:25.602-0400,284,403,144,845,,,,,,
2019-05-23T20:30:26.447-0400,357,95,20,473,,,,,,
2019-05-23T20:30:26.921-0400,281,332,135,764,,,,,,
2019-05-23T20:30:27.686-0400,274,239,119,642,,,,,,
2019-05-23T20:30:28.329-0400,270,285,123,689,,,,,,
2019-05-23T20:30:29.018-0400,270,106,21,398,,,,,,
2019-05-23T20:30:29.417-0400,279,93,20,393,,,,,,
2019-05-23T20:30:29.810-0400,280,289,130,700,,,,,,
2019-05-23T20:30:30.511-0400,276,259,143,690,,,,,,
2019-05-23T20:30:31.201-0400,526,322,130,989,,,,,,
2019-05-23T20:30:32.190-0400,267,367,125,773,,,,,,
2019-05-23T20:30:32.963-0400,276,320,135,732,,,,,,
2019-05-23T20:30:33.696-0400,282,265,124,672,,,,,,
2019-05-23T20:30:34.369-0400,272,408,149,830,,,,,,
2019-05-23T20:30:35.199-0400,297,271,141,711,,,,,,
2019-05-23T20:30:35.911-0400,277,532,129,939,,,,,,
2019-05-23T20:30:36.850-0400,288,502,137,929,,,,,,
2019-05-23T20:30:37.780-0400,275,230,132,638,,,,,,
2019-05-23T20:30:38.418-0400,281,298,133,727,,,,,,
2019-05-23T20:30:39.145-0400,286,348,121,756,,,,,,
2019-05-23T20:30:39.902-0400,311,446,146,918,,,,,,
2019-05-23T20:30:40.820-0400,454,668,138,1270,,,,,,
2019-05-23T20:30:42.090-0400,280,282,262,835,,,,,,
2019-05-23T20:30:42.926-0400,287,97,21,407,,,,,,
2019-05-23T20:30:43.333-0400,283,476,134,894,,,,,,
2019-05-23T20:30:44.228-0400,284,501,120,915,,,,,,
2019-05-23T20:30:45.144-0400,256,258,146,669,,,,,,
2019-05-23T20:30:45.813-0400,280,331,132,745,,,,,,
2019-05-23T20:30:46.559-0400,295,318,131,746,,,,,,
2019-05-23T20:30:47.305-0400,278,504,140,935,,,,,,
2019-05-23T20:30:48.241-0400,283,484,134,903,,,,,,
2019-05-23T20:30:49.144-0400,287,499,135,922,,,,,,
2019-05-23T20:30:50.066-0400,311,473,241,1027,,,,,,
2019-05-23T20:30:51.094-0400,1009,284,137,1443,,,,,,
2019-05-23T20:30:52.537-0400,305,466,139,922,,,,,,
2019-05-23T20:30:53.460-0400,287,483,155,937,,,,,,
2019-05-23T20:30:54.397-0400,300,455,132,888,,,,,,
2019-05-23T20:30:55.286-0400,288,104,20,413,,,,,,
2019-05-23T20:30:55.700-0400,282,289,131,703,,,,,,
2019-05-23T20:30:56.404-0400,297,241,136,688,,,,,,
2019-05-23T20:30:57.092-0400,297,246,129,674,,,,,,
2019-05-23T20:30:57.767-0400,276,350,133,773,,,,,,
2019-05-23T20:30:58.540-0400,292,235,138,667,,,,,,
2019-05-23T20:30:59.207-0400,271,286,154,747,,,,,,
2019-05-23T20:30:59.955-0400,457,97,21,576,,,,,,
2019-05-23T20:31:00.532-0400,285,280,141,708,,,,,,
2019-05-23T20:31:01.240-0400,277,249,124,661,,,,,,
2019-05-23T20:31:01.902-0400,281,283,127,694,,,,,,
2019-05-23T20:31:02.596-0400,272,86,22,381,,,,,,
2019-05-23T20:31:02.978-0400,293,277,131,702,,,,,,
2019-05-23T20:31:03.680-0400,266,357,298,934,,,,,,
2019-05-23T20:31:04.615-0400,285,98,20,405,,,,,,
2019-05-23T20:31:05.021-0400,294,113,21,429,,,,,,
2019-05-23T20:31:05.450-0400,274,248,124,660,,,,,,
2019-05-23T20:31:06.111-0400,282,282,135,713,,,,,,
2019-05-23T20:31:06.824-0400,268,276,126,681,,,,,,
2019-05-23T20:31:07.506-0400,280,320,143,744,,,,,,
2019-05-23T20:31:08.251-0400,273,237,137,648,,,,,,
2019-05-23T20:31:08.899-0400,285,283,127,707,,,,,,
2019-05-23T20:31:09.607-0400,267,347,188,804,,,,,,
2019-05-23T20:31:10.411-0400,287,282,140,721,,,,,,
2019-05-23T20:31:11.132-0400,1107,318,151,1577,,,,,,
2019-05-23T20:31:12.710-0400,286,230,154,672,,,,,,
2019-05-23T20:31:13.383-0400,267,331,24,624,,,,,,
2019-05-23T20:31:14.007-0400,281,227,122,646,,,,,,
2019-05-23T20:31:14.653-0400,297,478,160,948,,,,,,
2019-05-23T20:31:15.602-0400,288,459,139,898,,,,,,
2019-05-23T20:31:16.501-0400,289,112,23,425,,,,,,
2019-05-23T20:31:16.926-0400,292,249,134,676,,,,,,
2019-05-23T20:31:17.603-0400,280,220,142,657,,,,,,
2019-05-23T20:31:18.260-0400,295,227,126,649,,,,,,
2019-05-23T20:31:18.910-0400,284,263,123,684,,,,,,
2019-05-23T20:31:19.594-0400,291,754,163,1220,,,,,,
2019-05-23T20:31:20.815-0400,294,280,140,714,,,,,,
2019-05-23T20:31:21.530-0400,289,252,136,678,,,,,,
2019-05-23T20:31:22.209-0400,283,242,136,663,,,,,,
2019-05-23T20:31:22.872-0400,277,283,209,769,,,,,,
2019-05-23T20:31:23.642-0400,301,291,137,742,,,,,,
2019-05-23T20:31:24.385-0400,291,297,138,738,,,,,,
2019-05-23T20:31:25.123-0400,283,221,135,656,,,,,,
2019-05-23T20:31:25.780-0400,341,301,134,777,,,,,,
2019-05-23T20:31:26.557-0400,310,278,135,724,,,,,,
2019-05-23T20:31:27.282-0400,295,282,139,730,,,,,,
2019-05-23T20:31:28.012-0400,281,353,127,774,,,,,,
2019-05-23T20:31:28.786-0400,267,253,130,659,,,,,,
2019-05-23T20:31:29.446-0400,267,463,140,870,,,,,,
2019-05-23T20:31:30.317-0400,291,110,20,423,,,,,,
2019-05-23T20:31:30.740-0400,282,294,275,863,,,,,,
2019-05-23T20:31:31.604-0400,505,523,137,1166,,,,,,
2019-05-23T20:31:32.770-0400,299,103,20,424,,,,,,
2019-05-23T20:31:33.194-0400,310,355,136,803,,,,,,
2019-05-23T20:31:33.998-0400,298,242,160,716,,,,,,
2019-05-23T20:31:34.714-0400,279,318,133,745,,,,,,
2019-05-23T20:31:35.460-0400,287,281,131,701,,,,,,
2019-05-23T20:31:36.162-0400,291,282,140,731,,,,,,
2019-05-23T20:31:36.893-0400,323,100,22,446,,,,,,
2019-05-23T20:31:37.340-0400,278,254,131,664,,,,,,
2019-05-23T20:31:38.005-0400,283,257,134,675,,,,,,
2019-05-23T20:31:38.681-0400,266,234,127,637,,,,,,
2019-05-23T20:31:39.318-0400,271,223,145,640,,,,,,
2019-05-23T20:31:39.959-0400,471,935,134,1554,,,,,,
2019-05-23T20:31:41.514-0400,289,303,135,741,,,,,,
2019-05-23T20:31:42.256-0400,276,266,126,687,,,,,,
2019-05-23T20:31:42.944-0400,274,308,165,760,,,,,,
2019-05-23T20:31:43.704-0400,282,286,146,716,,,,,,
2019-05-23T20:31:44.421-0400,280,385,136,802,,,,,,
2019-05-23T20:31:45.223-0400,270,258,135,673,,,,,,
2019-05-23T20:31:45.900-0400,271,260,125,677,,,,,,
2019-05-23T20:31:46.577-0400,298,87,21,406,,,,,,
2019-05-23T20:31:46.984-0400,291,229,132,653,,,,,,
2019-05-23T20:31:47.638-0400,292,261,134,688,,,,,,
2019-05-23T20:31:48.326-0400,331,243,135,710,,,,,,
2019-05-23T20:31:49.037-0400,348,287,149,797,,,,,,
2019-05-23T20:31:49.834-0400,326,99,21,447,,,,,,
2019-05-23T20:31:50.282-0400,296,1102,156,1556,,,,,,
2019-05-23T20:31:51.838-0400,277,265,122,665,,,,,,
2019-05-23T20:31:52.504-0400,283,229,133,665,,,,,,
2019-05-23T20:31:53.170-0400,316,489,135,941,,,,,,
2019-05-23T20:31:54.111-0400,323,96,22,442,,,,,,
2019-05-23T20:31:54.554-0400,292,292,144,744,,,,,,
2019-05-23T20:31:55.299-0400,270,267,148,703,,,,,,
2019-05-23T20:31:56.002-0400,283,263,187,735,,,,,,
2019-05-23T20:31:56.738-0400,282,218,188,689,,,,,,
2019-05-23T20:31:57.427-0400,292,91,19,404,,,,,,
2019-05-23T20:31:57.832-0400,288,302,133,738,,,,,,
2019-05-23T20:31:58.570-0400,290,278,127,709,,,,,,
2019-05-23T20:31:59.280-0400,327,244,130,702,,,,,,
2019-05-23T20:31:59.983-0400,427,97,22,548,,,,,,
2019-05-23T20:32:00.532-0400,370,271,193,845,,,,,,
2019-05-23T20:32:01.377-0400,284,258,141,683,,,,,,
2019-05-23T20:32:02.061-0400,289,300,126,717,,,,,,
2019-05-23T20:32:02.778-0400,313,266,132,712,,,,,,
2019-05-23T20:32:03.491-0400,286,284,127,698,,,,,,
2019-05-23T20:32:04.190-0400,295,244,124,677,,,,,,
2019-05-23T20:32:04.867-0400,295,427,160,883,,,,,,
2019-05-23T20:32:05.751-0400,290,690,192,1181,,,,,,
2019-05-23T20:32:06.933-0400,283,323,141,760,,,,,,
2019-05-23T20:32:07.693-0400,313,566,157,1049,,,,,,
2019-05-23T20:32:08.743-0400,298,299,136,734,,,,,,
2019-05-23T20:32:09.478-0400,281,252,131,678,,,,,,
2019-05-23T20:32:10.157-0400,286,277,137,702,,,,,,
2019-05-23T20:32:10.859-0400,667,400,122,1200,,,,,,
2019-05-23T20:32:12.059-0400,277,265,148,703,,,,,,
2019-05-23T20:32:12.763-0400,279,287,137,704,,,,,,
2019-05-23T20:32:13.468-0400,326,356,129,812,,,,,,
2019-05-23T20:32:14.281-0400,303,441,241,998,,,,,,
2019-05-23T20:32:15.279-0400,294,370,140,818,,,,,,
2019-05-23T20:32:16.098-0400,278,247,167,705,,,,,,
2019-05-23T20:32:16.804-0400,274,331,125,743,,,,,,
2019-05-23T20:32:17.548-0400,295,287,135,728,,,,,,
2019-05-23T20:32:18.277-0400,283,242,132,658,,,,,,
2019-05-23T20:32:18.935-0400,330,251,127,709,,,,,,
2019-05-23T20:32:19.644-0400,293,397,135,836,,,,,,
2019-05-23T20:32:20.481-0400,294,277,239,811,,,,,,
2019-05-23T20:32:21.293-0400,427,277,211,926,,,,,,
2019-05-23T20:32:22.219-0400,321,358,145,825,,,,,,
2019-05-23T20:32:23.045-0400,290,268,139,699,,,,,,
2019-05-23T20:32:23.744-0400,277,271,135,696,,,,,,
2019-05-23T20:32:24.441-0400,273,284,121,692,,,,,,
2019-05-23T20:32:25.133-0400,276,330,136,752,,,,,,
2019-05-23T20:32:25.885-0400,289,279,123,705,,,,,,
2019-05-23T20:32:26.590-0400,282,243,149,688,,,,,,
2019-05-23T20:32:27.279-0400,277,222,122,638,,,,,,
2019-05-23T20:32:27.918-0400,281,249,128,660,,,,,,
2019-05-23T20:32:28.579-0400,327,269,126,723,,,,,,
2019-05-23T20:32:29.302-0400,381,250,137,791,,,,,,
2019-05-23T20:32:30.094-0400,275,324,129,738,,,,,,
2019-05-23T20:32:30.833-0400,292,280,137,722,,,,,,
2019-05-23T20:32:31.555-0400,415,88,25,530,,,,,,
2019-05-23T20:32:32.086-0400,377,245,135,757,,,,,,
2019-05-23T20:32:32.844-0400,296,297,139,733,,,,,,
2019-05-23T20:32:33.577-0400,288,291,132,712,,,,,,
2019-05-23T20:32:34.290-0400,276,219,132,628,,,,,,
2019-05-23T20:32:34.918-0400,300,440,139,889,,,,,,
2019-05-23T20:32:35.807-0400,341,105,19,466,,,,,,
2019-05-23T20:32:36.274-0400,279,457,127,877,,,,,,
2019-05-23T20:32:37.151-0400,332,258,149,753,,,,,,
2019-05-23T20:32:37.905-0400,295,254,140,702,,,,,,
2019-05-23T20:32:38.608-0400,362,95,20,479,,,,,,
2019-05-23T20:32:39.088-0400,294,213,173,693,,,,,,
2019-05-23T20:32:39.781-0400,289,240,143,674,,,,,,
2019-05-23T20:32:40.455-0400,294,85,19,400,,,,,,
2019-05-23T20:32:40.855-0400,286,564,150,1014,,,,,,
2019-05-23T20:32:41.869-0400,315,253,131,714,,,,,,
2019-05-23T20:32:42.584-0400,282,312,132,737,,,,,,
2019-05-23T20:32:43.322-0400,278,346,153,777,,,,,,
2019-05-23T20:32:44.099-0400,287,329,134,752,,,,,,
2019-05-23T20:32:44.852-0400,287,241,126,655,,,,,,
2019-05-23T20:32:45.507-0400,289,243,369,903,,,,,,
2019-05-23T20:32:46.410-0400,288,257,125,786,,,,,,
2019-05-23T20:32:47.197-0400,276,225,172,687,,,,,,
2019-05-23T20:32:47.884-0400,277,101,22,402,,,,,,
2019-05-23T20:32:48.287-0400,295,260,137,694,,,,,,
2019-05-23T20:32:48.981-0400,293,281,135,721,,,,,,
2019-05-23T20:32:49.702-0400,274,285,134,707,,,,,,
2019-05-23T20:32:50.410-0400,288,577,138,1013,,,,,,
2019-05-23T20:32:51.424-0400,293,787,144,1226,,,,,,
2019-05-23T20:32:52.650-0400,303,472,133,910,,,,,,
2019-05-23T20:32:53.560-0400,314,307,132,765,,,,,,
2019-05-23T20:32:54.328-0400,312,627,143,1084,,,,,,
2019-05-23T20:32:55.412-0400,324,290,121,736,,,,,,
2019-05-23T20:32:56.149-0400,283,295,126,715,,,,,,
2019-05-23T20:32:56.864-0400,291,284,132,708,,,,,,
2019-05-23T20:32:57.573-0400,293,334,208,846,,,,,,
2019-05-23T20:32:58.419-0400,297,545,139,993,,,,,,
2019-05-23T20:32:59.412-0400,292,480,136,921,,,,,,
2019-05-23T20:33:00.334-0400,808,106,20,935,,,,,,
2019-05-23T20:33:01.270-0400,345,260,129,735,,,,,,
2019-05-23T20:33:02.006-0400,291,263,138,701,,,,,,
2019-05-23T20:33:02.707-0400,270,257,136,673,,,,,,
2019-05-23T20:33:03.380-0400,372,335,124,845,,,,,,
2019-05-23T20:33:04.226-0400,280,302,162,757,,,,,,
2019-05-23T20:33:04.983-0400,433,304,125,863,,,,,,
2019-05-23T20:33:05.847-0400,283,108,21,413,,,,,,
2019-05-23T20:33:06.260-0400,280,268,143,692,,,,,,
2019-05-23T20:33:06.953-0400,287,418,146,852,,,,,,
2019-05-23T20:33:07.806-0400,281,391,276,962,,,,,,
2019-05-23T20:33:08.768-0400,288,367,127,793,,,,,,
2019-05-23T20:33:09.562-0400,297,462,132,892,,,,,,
2019-05-23T20:33:10.455-0400,334,333,129,796,,,,,,
2019-05-23T20:33:11.252-0400,285,311,249,847,,,,,,
2019-05-23T20:33:12.100-0400,292,269,154,717,,,,,,
2019-05-23T20:33:12.817-0400,305,484,140,943,,,,,,
2019-05-23T20:33:13.761-0400,290,99,22,412,,,,,,
2019-05-23T20:33:14.174-0400,278,374,135,789,,,,,,
2019-05-23T20:33:14.964-0400,312,369,133,828,,,,,,
2019-05-23T20:33:15.803-0400,295,366,132,795,,,,,,
2019-05-23T20:33:16.599-0400,292,98,19,411,,,,,,
2019-05-23T20:33:17.010-0400,275,250,134,660,,,,,,
2019-05-23T20:33:17.671-0400,269,233,126,630,,,,,,
2019-05-23T20:33:18.301-0400,277,368,130,785,,,,,,
2019-05-23T20:33:19.086-0400,281,105,22,409,,,,,,
2019-05-23T20:33:19.496-0400,460,153,21,636,,,,,,
2019-05-23T20:33:20.132-0400,291,345,144,784,,,,,,
2019-05-23T20:33:20.916-0400,406,467,131,1006,,,,,,
2019-05-23T20:33:21.923-0400,295,596,133,1036,,,,,,
2019-05-23T20:33:22.959-0400,279,396,136,827,,,,,,
2019-05-23T20:33:23.787-0400,292,476,143,923,,,,,,
2019-05-23T20:33:24.710-0400,286,378,142,808,,,,,,
2019-05-23T20:33:25.519-0400,419,359,131,910,,,,,,
2019-05-23T20:33:26.430-0400,485,314,127,937,,,,,,
2019-05-23T20:33:27.367-0400,285,109,19,415,,,,,,
2019-05-23T20:33:27.783-0400,277,386,135,799,,,,,,
2019-05-23T20:33:28.582-0400,313,369,142,826,,,,,,
2019-05-23T20:33:29.409-0400,288,387,146,832,,,,,,
2019-05-23T20:33:30.242-0400,302,666,142,1111,,,,,,
2019-05-23T20:33:31.354-0400,284,392,150,840,,,,,,
2019-05-23T20:33:32.194-0400,286,472,274,1043,,,,,,
2019-05-23T20:33:33.237-0400,296,338,188,824,,,,,,
2019-05-23T20:33:34.062-0400,295,341,130,779,,,,,,
2019-05-23T20:33:34.841-0400,293,378,131,803,,,,,,
2019-05-23T20:33:35.644-0400,274,97,20,392,,,,,,
2019-05-23T20:33:36.037-0400,353,284,253,891,,,,,,
2019-05-23T20:33:36.929-0400,286,251,129,676,,,,,,
2019-05-23T20:33:37.605-0400,291,105,26,422,,,,,,
2019-05-23T20:33:38.027-0400,360,253,136,761,,,,,,
2019-05-23T20:33:38.789-0400,316,313,245,898,,,,,,
2019-05-23T20:33:39.688-0400,399,122,20,543,,,,,,
2019-05-23T20:33:40.231-0400,425,303,207,953,,,,,,
2019-05-23T20:33:41.185-0400,294,322,126,753,,,,,,
2019-05-23T20:33:41.939-0400,271,272,123,677,,,,,,
2019-05-23T20:33:42.617-0400,281,394,136,821,,,,,,
2019-05-23T20:33:43.438-0400,274,356,142,774,,,,,,
2019-05-23T20:33:44.213-0400,540,384,166,1091,,,,,,
2019-05-23T20:33:45.305-0400,286,130,20,437,,,,,,
2019-05-23T20:33:45.742-0400,275,402,152,840,,,,,,
2019-05-23T20:33:46.583-0400,271,230,131,633,,,,,,
2019-05-23T20:33:47.216-0400,290,102,21,413,,,,,,
2019-05-23T20:33:47.630-0400,301,328,122,752,,,,,,
2019-05-23T20:33:48.383-0400,304,323,123,763,,,,,,
2019-05-23T20:33:49.147-0400,300,109,19,429,,,,,,
2019-05-23T20:33:49.576-0400,366,97,26,491,,,,,,
2019-05-23T20:33:50.068-0400,278,213,216,718,,,,,,
2019-05-23T20:33:50.787-0400,320,446,138,916,,,,,,
2019-05-23T20:33:51.703-0400,281,470,184,948,,,,,,
2019-05-23T20:33:52.652-0400,291,435,163,890,,,,,,
2019-05-23T20:33:53.543-0400,449,463,136,1050,,,,,,
2019-05-23T20:33:54.593-0400,281,259,125,678,,,,,,
2019-05-23T20:33:55.272-0400,286,123,22,433,,,,,,
2019-05-23T20:33:55.705-0400,341,314,143,804,,,,,,
2019-05-23T20:33:56.510-0400,400,270,131,802,,,,,,
2019-05-23T20:33:57.312-0400,310,266,216,793,,,,,,
2019-05-23T20:33:58.106-0400,294,344,130,779,,,,,,
2019-05-23T20:33:58.885-0400,285,288,139,722,,,,,,
2019-05-23T20:33:59.608-0400,290,222,147,674,,,,,,
2019-05-23T20:34:00.282-0400,300,267,135,703,,,,,,
2019-05-23T20:34:00.986-0400,289,262,131,683,,,,,,
2019-05-23T20:34:01.669-0400,411,259,134,805,,,,,,
2019-05-23T20:34:02.475-0400,300,241,128,679,,,,,,
2019-05-23T20:34:03.155-0400,307,96,21,425,,,,,,
2019-05-23T20:34:03.580-0400,295,300,160,764,,,,,,
2019-05-23T20:34:04.344-0400,282,228,136,648,,,,,,
2019-05-23T20:34:04.992-0400,297,221,171,691,,,,,,
2019-05-23T20:34:05.684-0400,280,269,128,679,,,,,,
2019-05-23T20:34:06.363-0400,287,99,25,413,,,,,,
2019-05-23T20:34:06.776-0400,281,371,150,804,,,,,,
2019-05-23T20:34:07.581-0400,327,236,136,711,,,,,,
2019-05-23T20:34:08.292-0400,292,235,126,654,,,,,,
2019-05-23T20:34:08.947-0400,309,242,143,696,,,,,,
2019-05-23T20:34:09.643-0400,287,267,126,694,,,,,,
2019-05-23T20:34:10.338-0400,299,433,254,998,,,,,,
2019-05-23T20:34:11.336-0400,282,307,131,722,,,,,,
2019-05-23T20:34:12.059-0400,277,266,305,850,,,,,,
2019-05-23T20:34:12.910-0400,307,504,143,955,,,,,,
2019-05-23T20:34:13.865-0400,360,256,135,752,,,,,,
2019-05-23T20:34:14.618-0400,294,536,303,1134,,,,,,
2019-05-23T20:34:15.752-0400,281,258,21,561,,,,,,
2019-05-23T20:34:16.314-0400,276,335,175,797,,,,,,
2019-05-23T20:34:17.112-0400,314,479,156,951,,,,,,
2019-05-23T20:34:18.063-0400,323,441,167,933,,,,,,
2019-05-23T20:34:18.996-0400,271,379,135,786,,,,,,
2019-05-23T20:34:19.783-0400,449,541,172,1173,,,,,,
2019-05-23T20:34:20.956-0400,476,366,135,987,,,,,,
2019-05-23T20:34:21.944-0400,300,331,136,784,,,,,,
2019-05-23T20:34:22.728-0400,265,129,23,419,,,,,,
2019-05-23T20:34:23.148-0400,280,419,126,845,,,,,,
2019-05-23T20:34:23.994-0400,273,368,132,784,,,,,,
2019-05-23T20:34:24.778-0400,285,234,136,656,,,,,,
2019-05-23T20:34:25.435-0400,352,258,247,858,,,,,,
2019-05-23T20:34:26.293-0400,285,96,21,402,,,,,,
2019-05-23T20:34:26.696-0400,283,252,132,677,,,,,,
2019-05-23T20:34:27.374-0400,270,252,156,689,,,,,,
2019-05-23T20:34:28.063-0400,278,623,139,1042,,,,,,
2019-05-23T20:34:29.106-0400,275,404,294,973,,,,,,
2019-05-23T20:34:30.079-0400,407,293,385,1102,,,,,,
2019-05-23T20:34:31.182-0400,317,436,135,902,,,,,,
2019-05-23T20:34:32.084-0400,292,303,198,807,,,,,,
2019-05-23T20:34:32.892-0400,295,100,44,440,,,,,,
2019-05-23T20:34:33.333-0400,365,1103,133,1603,,,,,,
2019-05-23T20:34:34.937-0400,277,510,266,1054,,,,,,
2019-05-23T20:34:35.991-0400,321,405,131,858,,,,,,
2019-05-23T20:34:36.850-0400,271,233,123,628,,,,,,
2019-05-23T20:34:37.479-0400,479,230,140,867,,,,,,
2019-05-23T20:34:38.346-0400,301,761,147,1210,,,,,,
2019-05-23T20:34:39.557-0400,278,495,140,915,,,,,,
2019-05-23T20:34:40.473-0400,289,247,146,698,,,,,,
2019-05-23T20:34:41.171-0400,266,258,130,656,,,,,,
2019-05-23T20:34:41.828-0400,314,303,243,874,,,,,,
2019-05-23T20:34:42.702-0400,351,293,136,793,,,,,,
2019-05-23T20:34:43.496-0400,282,338,131,759,,,,,,
2019-05-23T20:34:44.256-0400,275,268,129,674,,,,,,
2019-05-23T20:34:44.930-0400,269,276,128,682,,,,,,
2019-05-23T20:34:45.613-0400,290,287,122,711,,,,,,
2019-05-23T20:34:46.325-0400,268,351,125,745,,,,,,
2019-05-23T20:34:47.071-0400,264,279,126,670,,,,,,
2019-05-23T20:34:47.741-0400,275,223,124,633,,,,,,
2019-05-23T20:34:48.375-0400,283,280,126,700,,,,,,
2019-05-23T20:34:49.075-0400,279,292,131,704,,,,,,
2019-05-23T20:34:49.779-0400,282,280,177,758,,,,,,
2019-05-23T20:34:50.538-0400,301,260,138,701,,,,,,
2019-05-23T20:34:51.239-0400,377,367,139,883,,,,,,
2019-05-23T20:34:52.123-0400,290,373,160,824,,,,,,
2019-05-23T20:34:52.948-0400,302,385,246,933,,,,,,
2019-05-23T20:34:53.882-0400,443,322,296,1062,,,,,,
2019-05-23T20:34:54.944-0400,340,108,24,473,,,,,,
2019-05-23T20:34:55.417-0400,284,435,134,867,,,,,,
2019-05-23T20:34:56.285-0400,432,310,154,907,,,,,,
2019-05-23T20:34:57.193-0400,277,239,123,641,,,,,,
2019-05-23T20:34:57.834-0400,283,295,136,715,,,,,,
2019-05-23T20:34:58.549-0400,372,283,135,801,,,,,,
2019-05-23T20:34:59.351-0400,494,760,172,1439,,,,,,
2019-05-23T20:35:00.790-0400,289,234,127,652,,,,,,
2019-05-23T20:35:01.443-0400,270,314,166,767,,,,,,
2019-05-23T20:35:02.211-0400,332,262,134,729,,,,,,
2019-05-23T20:35:02.940-0400,276,231,123,641,,,,,,
2019-05-23T20:35:03.582-0400,484,289,129,915,,,,,,
2019-05-23T20:35:04.497-0400,291,346,137,786,,,,,,
2019-05-23T20:35:05.284-0400,285,300,132,729,,,,,,
2019-05-23T20:35:06.014-0400,297,321,130,749,,,,,,
2019-05-23T20:35:06.763-0400,275,368,192,849,,,,,,
2019-05-23T20:35:07.613-0400,293,275,129,708,,,,,,
2019-05-23T20:35:08.321-0400,287,272,138,698,,,,,,
2019-05-23T20:35:09.019-0400,284,419,125,839,,,,,,
2019-05-23T20:35:09.859-0400,285,600,156,1052,,,,,,
2019-05-23T20:35:10.911-0400,438,325,139,903,,,,,,
2019-05-23T20:35:11.815-0400,284,488,142,1106,,,,,,
2019-05-23T20:35:12.922-0400,294,600,159,1054,,,,,,
2019-05-23T20:35:13.977-0400,960,416,280,1658,,,,,,
2019-05-23T20:35:15.636-0400,275,362,151,802,,,,,,
2019-05-23T20:35:16.439-0400,284,472,134,905,,,,,,
2019-05-23T20:35:17.344-0400,266,508,142,925,,,,,,
2019-05-23T20:35:18.270-0400,293,323,128,745,,,,,,
2019-05-23T20:35:19.016-0400,292,345,284,923,,,,,,
2019-05-23T20:35:19.939-0400,291,251,185,728,,,,,,
2019-05-23T20:35:20.668-0400,384,444,135,980,,,,,,
2019-05-23T20:35:21.648-0400,326,260,314,901,,,,,,
2019-05-23T20:35:22.549-0400,282,270,133,685,,,,,,
2019-05-23T20:35:23.235-0400,272,447,137,857,,,,,,
2019-05-23T20:35:24.093-0400,286,596,135,1018,,,,,,
2019-05-23T20:35:25.111-0400,297,387,404,1099,,,,,,
2019-05-23T20:35:26.211-0400,276,539,127,960,,,,,,
2019-05-23T20:35:27.171-0400,290,458,147,896,,,,,,
2019-05-23T20:35:28.068-0400,351,453,137,942,,,,,,
2019-05-23T20:35:29.010-0400,281,691,173,1147,,,,,,
2019-05-23T20:35:30.158-0400,277,586,135,1000,,,,,,
2019-05-23T20:35:31.158-0400,279,505,130,927,,,,,,
2019-05-23T20:35:32.085-0400,461,629,141,1232,,,,,,
2019-05-23T20:35:33.318-0400,904,485,137,1539,,,,,,
2019-05-23T20:35:34.857-0400,287,484,145,930,,,,,,
2019-05-23T20:35:35.788-0400,288,473,141,913,,,,,,
2019-05-23T20:35:36.702-0400,283,486,134,915,,,,,,
2019-05-23T20:35:37.617-0400,297,478,136,912,,,,,,
2019-05-23T20:35:38.530-0400,289,495,177,974,,,,,,
2019-05-23T20:35:39.504-0400,298,740,175,1226,,,,,,
2019-05-23T20:35:40.731-0400,286,447,138,873,,,,,,
2019-05-23T20:35:41.604-0400,291,131,18,442,,,,,,
2019-05-23T20:35:42.047-0400,304,343,137,796,,,,,,
2019-05-23T20:35:42.843-0400,286,485,132,905,,,,,,
2019-05-23T20:35:43.749-0400,282,506,145,946,,,,,,
2019-05-23T20:35:44.696-0400,288,475,205,969,,,,,,
2019-05-23T20:35:45.666-0400,289,425,139,854,,,,,,
2019-05-23T20:35:46.520-0400,267,514,190,972,,,,,,
2019-05-23T20:35:47.493-0400,281,449,254,995,,,,,,
2019-05-23T20:35:48.488-0400,288,250,126,666,,,,,,
2019-05-23T20:35:49.155-0400,289,279,143,712,,,,,,
2019-05-23T20:35:49.867-0400,293,91,17,403,,,,,,
2019-05-23T20:35:50.271-0400,272,104,126,503,,,,,,
2019-05-23T20:35:50.775-0400,293,320,128,742,,,,,,
2019-05-23T20:35:51.517-0400,384,316,129,831,,,,,,
2019-05-23T20:35:52.348-0400,326,255,129,711,,,,,,
2019-05-23T20:35:53.060-0400,296,319,136,767,,,,,,
2019-05-23T20:35:53.828-0400,1351,302,122,1776,,,,,,
2019-05-23T20:35:55.604-0400,302,270,134,708,,,,,,
2019-05-23T20:35:56.312-0400,279,116,19,415,,,,,,
2019-05-23T20:35:56.728-0400,443,362,304,1110,,,,,,
2019-05-23T20:35:57.839-0400,280,311,127,730,,,,,,
2019-05-23T20:35:58.570-0400,290,263,130,692,,,,,,
2019-05-23T20:35:59.262-0400,292,265,127,697,,,,,,
2019-05-23T20:35:59.960-0400,293,332,222,849,,,,,,
