Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,6572
2019-05-23T20:35:01.195-0400,276,325,182,815,,,,,,
2019-05-23T20:35:02.010-0400,321,246,130,716,,,,,,
2019-05-23T20:35:02.727-0400,296,283,263,854,,,,,,
2019-05-23T20:35:03.581-0400,484,283,135,916,,,,,,
2019-05-23T20:35:04.497-0400,291,340,143,786,,,,,,
2019-05-23T20:35:05.284-0400,285,295,138,729,,,,,,
2019-05-23T20:35:06.013-0400,297,310,140,749,,,,,,
2019-05-23T20:35:06.763-0400,275,373,188,837,,,,,,
2019-05-23T20:35:07.601-0400,282,244,140,678,,,,,,
2019-05-23T20:35:08.280-0400,287,262,140,700,,,,,,
2019-05-23T20:35:08.980-0400,294,449,129,873,,,,,,
2019-05-23T20:35:09.854-0400,290,600,135,1027,,,,,,
2019-05-23T20:35:10.881-0400,451,342,139,934,,,,,,
2019-05-23T20:35:11.815-0400,284,488,142,1106,,,,,,
2019-05-23T20:35:12.922-0400,294,600,161,1057,,,,,,
2019-05-23T20:35:13.979-0400,958,425,273,1657,,,,,,
2019-05-23T20:35:15.637-0400,289,348,153,802,,,,,,
2019-05-23T20:35:16.439-0400,282,473,134,890,,,,,,
2019-05-23T20:35:17.330-0400,283,505,142,939,,,,,,
2019-05-23T20:35:18.270-0400,293,321,130,745,,,,,,
2019-05-23T20:35:19.015-0400,292,346,285,935,,,,,,
2019-05-23T20:35:19.951-0400,289,256,170,717,,,,,,
2019-05-23T20:35:20.668-0400,384,445,135,965,,,,,,
2019-05-23T20:35:21.633-0400,341,266,307,916,,,,,,
2019-05-23T20:35:22.549-0400,280,269,129,689,,,,,,
2019-05-23T20:35:23.238-0400,269,446,137,854,,,,,,
2019-05-23T20:35:24.093-0400,291,585,133,1024,,,,,,
2019-05-23T20:35:25.117-0400,291,388,404,1093,,,,,,
2019-05-23T20:35:26.210-0400,276,539,137,974,,,,,,
2019-05-23T20:35:27.185-0400,276,458,145,881,,,,,,
2019-05-23T20:35:28.067-0400,352,453,139,957,,,,,,
2019-05-23T20:35:29.024-0400,286,672,173,1147,,,,,,
2019-05-23T20:35:30.172-0400,281,568,135,999,,,,,,
2019-05-23T20:35:31.171-0400,286,483,130,913,,,,,,
2019-05-23T20:35:32.085-0400,461,629,140,1241,,,,,,
2019-05-23T20:35:33.327-0400,894,485,137,1529,,,,,,
2019-05-23T20:35:34.857-0400,286,484,145,930,,,,,,
2019-05-23T20:35:35.788-0400,288,473,141,914,,,,,,
2019-05-23T20:35:36.702-0400,283,486,134,915,,,,,,
2019-05-23T20:35:37.617-0400,296,479,136,912,,,,,,
2019-05-23T20:35:38.530-0400,289,496,177,974,,,,,,
2019-05-23T20:35:39.504-0400,297,741,174,1226,,,,,,
2019-05-23T20:35:40.731-0400,286,447,139,885,,,,,,
2019-05-23T20:35:41.616-0400,318,104,19,443,,,,,,
2019-05-23T20:35:42.060-0400,310,323,137,784,,,,,,
2019-05-23T20:35:42.844-0400,284,486,132,904,,,,,,
2019-05-23T20:35:43.749-0400,281,506,145,946,,,,,,
2019-05-23T20:35:44.696-0400,288,475,205,969,,,,,,
2019-05-23T20:35:45.666-0400,288,426,138,862,,,,,,
2019-05-23T20:35:46.528-0400,279,494,190,965,,,,,,
2019-05-23T20:35:47.493-0400,281,449,254,994,,,,,,
2019-05-23T20:35:48.488-0400,288,250,127,666,,,,,,
2019-05-23T20:35:49.155-0400,289,285,137,712,,,,,,
2019-05-23T20:35:49.867-0400,293,89,20,404,,,,,,
2019-05-23T20:35:50.271-0400,272,107,123,503,,,,,,
2019-05-23T20:35:50.775-0400,293,317,130,742,,,,,,
2019-05-23T20:35:51.518-0400,383,329,126,840,,,,,,
2019-05-23T20:35:52.358-0400,343,241,136,731,,,,,,
2019-05-23T20:35:53.090-0400,276,309,135,738,,,,,,
2019-05-23T20:35:53.828-0400,1351,106,22,1480,,,,,,
2019-05-23T20:35:55.309-0400,280,231,161,685,,,,,,
2019-05-23T20:35:55.995-0400,341,246,180,769,,,,,,
2019-05-23T20:35:56.764-0400,503,107,22,633,,,,,,
2019-05-23T20:35:57.398-0400,445,262,149,857,,,,,,
2019-05-23T20:35:58.256-0400,295,218,130,644,,,,,,
2019-05-23T20:35:58.900-0400,288,274,130,703,,,,,,
2019-05-23T20:35:59.604-0400,271,319,123,715,,,,,,
2019-05-23T20:36:00.319-0400,442,275,161,890,,,,,,
2019-05-23T20:36:01.209-0400,438,373,161,972,,,,,,
2019-05-23T20:36:02.182-0400,273,250,140,664,,,,,,
2019-05-23T20:36:02.847-0400,285,304,137,727,,,,,,
2019-05-23T20:36:03.574-0400,293,374,155,835,,,,,,
2019-05-23T20:36:04.410-0400,279,98,23,401,,,,,,
2019-05-23T20:36:04.812-0400,357,103,21,482,,,,,,
2019-05-23T20:36:05.294-0400,283,239,159,682,,,,,,
2019-05-23T20:36:05.976-0400,300,273,132,718,,,,,,
2019-05-23T20:36:06.695-0400,275,224,132,631,,,,,,
2019-05-23T20:36:07.327-0400,277,210,162,663,,,,,,
2019-05-23T20:36:07.990-0400,301,101,20,423,,,,,,
2019-05-23T20:36:08.414-0400,273,247,119,640,,,,,,
2019-05-23T20:36:09.054-0400,287,407,130,824,,,,,,
2019-05-23T20:36:09.879-0400,281,98,20,400,,,,,,
2019-05-23T20:36:10.280-0400,316,427,157,902,,,,,,
2019-05-23T20:36:11.182-0400,295,289,132,717,,,,,,
2019-05-23T20:36:11.900-0400,290,338,135,764,,,,,,
2019-05-23T20:36:12.665-0400,292,303,136,732,,,,,,
2019-05-23T20:36:13.397-0400,398,261,144,805,,,,,,
2019-05-23T20:36:14.202-0400,941,459,128,1541,,,,,,
2019-05-23T20:36:15.744-0400,277,464,137,880,,,,,,
2019-05-23T20:36:16.624-0400,290,493,132,916,,,,,,
2019-05-23T20:36:17.541-0400,278,96,20,396,,,,,,
2019-05-23T20:36:17.938-0400,279,229,126,645,,,,,,
2019-05-23T20:36:18.583-0400,280,230,135,657,,,,,,
2019-05-23T20:36:19.240-0400,281,654,137,1073,,,,,,
2019-05-23T20:36:20.314-0400,314,281,134,731,,,,,,
2019-05-23T20:36:21.045-0400,389,252,129,771,,,,,,
2019-05-23T20:36:21.817-0400,269,303,130,703,,,,,,
2019-05-23T20:36:22.521-0400,320,249,235,817,,,,,,
2019-05-23T20:36:23.339-0400,274,226,197,699,,,,,,
2019-05-23T20:36:24.039-0400,290,231,136,668,,,,,,
2019-05-23T20:36:24.707-0400,265,280,125,683,,,,,,
2019-05-23T20:36:25.390-0400,296,635,127,1059,,,,,,
2019-05-23T20:36:26.450-0400,284,316,149,750,,,,,,
2019-05-23T20:36:27.201-0400,288,226,134,650,,,,,,
2019-05-23T20:36:27.852-0400,280,323,133,748,,,,,,
2019-05-23T20:36:28.600-0400,279,297,135,712,,,,,,
2019-05-23T20:36:29.313-0400,290,240,131,663,,,,,,
2019-05-23T20:36:29.976-0400,278,319,124,737,,,,,,
2019-05-23T20:36:30.714-0400,286,287,135,709,,,,,,
2019-05-23T20:36:31.424-0400,274,255,127,658,,,,,,
2019-05-23T20:36:32.082-0400,300,268,124,702,,,,,,
2019-05-23T20:36:32.784-0400,280,239,125,657,,,,,,
2019-05-23T20:36:33.442-0400,298,322,143,764,,,,,,
2019-05-23T20:36:34.206-0400,291,251,130,673,,,,,,
2019-05-23T20:36:34.880-0400,281,94,20,397,,,,,,
2019-05-23T20:36:35.277-0400,273,236,139,650,,,,,,
2019-05-23T20:36:35.928-0400,287,283,156,745,,,,,,
2019-05-23T20:36:36.673-0400,273,261,133,678,,,,,,
2019-05-23T20:36:37.352-0400,294,268,137,701,,,,,,
2019-05-23T20:36:38.053-0400,263,259,137,661,,,,,,
2019-05-23T20:36:38.714-0400,277,252,141,672,,,,,,
2019-05-23T20:36:39.386-0400,301,236,134,685,,,,,,
2019-05-23T20:36:40.072-0400,301,995,135,1433,,,,,,
2019-05-23T20:36:41.506-0400,284,355,126,778,,,,,,
2019-05-23T20:36:42.284-0400,292,635,143,1081,,,,,,
2019-05-23T20:36:43.366-0400,281,487,147,926,,,,,,
2019-05-23T20:36:44.292-0400,286,477,142,917,,,,,,
2019-05-23T20:36:45.209-0400,309,364,268,953,,,,,,
2019-05-23T20:36:46.162-0400,336,407,125,869,,,,,,
2019-05-23T20:36:47.032-0400,288,242,129,660,,,,,,
2019-05-23T20:36:47.693-0400,296,302,124,734,,,,,,
2019-05-23T20:36:48.427-0400,288,223,126,644,,,,,,
2019-05-23T20:36:49.072-0400,280,246,128,655,,,,,,
2019-05-23T20:36:49.727-0400,284,306,126,717,,,,,,
2019-05-23T20:36:50.445-0400,287,99,23,411,,,,,,
2019-05-23T20:36:50.857-0400,314,240,132,687,,,,,,
2019-05-23T20:36:51.544-0400,293,213,134,651,,,,,,
2019-05-23T20:36:52.196-0400,281,436,135,854,,,,,,
2019-05-23T20:36:53.050-0400,286,1677,183,2158,,,,,,
2019-05-23T20:36:55.208-0400,293,97,19,410,,,,,,
2019-05-23T20:36:55.619-0400,287,823,135,1257,,,,,,
2019-05-23T20:36:56.876-0400,288,97,20,407,,,,,,
2019-05-23T20:36:57.283-0400,285,389,123,799,,,,,,
2019-05-23T20:36:58.083-0400,434,362,139,945,,,,,,
2019-05-23T20:36:59.028-0400,285,487,136,920,,,,,,
2019-05-23T20:36:59.949-0400,291,487,176,956,,,,,,
2019-05-23T20:37:00.905-0400,426,90,22,539,,,,,,
2019-05-23T20:37:01.445-0400,286,245,137,669,,,,,,
2019-05-23T20:37:02.115-0400,292,277,137,708,,,,,,
2019-05-23T20:37:02.824-0400,292,255,167,715,,,,,,
2019-05-23T20:37:03.540-0400,304,225,140,671,,,,,,
2019-05-23T20:37:04.212-0400,271,357,153,782,,,,,,
2019-05-23T20:37:04.994-0400,329,275,214,828,,,,,,
2019-05-23T20:37:05.822-0400,268,264,121,654,,,,,,
2019-05-23T20:37:06.477-0400,307,267,132,707,,,,,,
2019-05-23T20:37:07.184-0400,303,324,124,752,,,,,,
2019-05-23T20:37:07.937-0400,277,309,197,785,,,,,,
2019-05-23T20:37:08.723-0400,271,253,126,658,,,,,,
2019-05-23T20:37:09.382-0400,294,252,131,691,,,,,,
2019-05-23T20:37:10.073-0400,304,288,140,733,,,,,,
2019-05-23T20:37:10.806-0400,433,471,164,1080,,,,,,
2019-05-23T20:37:11.887-0400,271,379,145,795,,,,,,
2019-05-23T20:37:12.683-0400,286,234,134,655,,,,,,
2019-05-23T20:37:13.339-0400,1407,415,145,1969,,,,,,
2019-05-23T20:37:15.308-0400,296,479,135,911,,,,,,
2019-05-23T20:37:16.220-0400,280,276,128,686,,,,,,
2019-05-23T20:37:16.906-0400,278,266,148,693,,,,,,
2019-05-23T20:37:17.600-0400,280,235,135,662,,,,,,
2019-05-23T20:37:18.262-0400,271,329,121,723,,,,,,
2019-05-23T20:37:18.986-0400,386,248,133,778,,,,,,
2019-05-23T20:37:19.764-0400,281,222,135,639,,,,,,
2019-05-23T20:37:20.404-0400,296,221,130,662,,,,,,
2019-05-23T20:37:21.066-0400,292,354,118,775,,,,,,
2019-05-23T20:37:21.842-0400,271,355,126,753,,,,,,
2019-05-23T20:37:22.596-0400,270,251,124,647,,,,,,
2019-05-23T20:37:23.243-0400,254,247,122,625,,,,,,
2019-05-23T20:37:23.869-0400,271,355,124,763,,,,,,
2019-05-23T20:37:24.633-0400,270,271,119,662,,,,,,
2019-05-23T20:37:25.295-0400,272,234,121,629,,,,,,
2019-05-23T20:37:25.924-0400,260,238,118,625,,,,,,
2019-05-23T20:37:26.550-0400,269,250,127,657,,,,,,
2019-05-23T20:37:27.207-0400,261,309,250,820,,,,,,
2019-05-23T20:37:28.028-0400,272,308,132,714,,,,,,
2019-05-23T20:37:28.742-0400,251,287,177,724,,,,,,
2019-05-23T20:37:29.467-0400,286,348,167,803,,,,,,
2019-05-23T20:37:30.270-0400,273,101,95,470,,,,,,
2019-05-23T20:37:30.741-0400,292,250,136,679,,,,,,
2019-05-23T20:37:31.420-0400,279,364,127,771,,,,,,
2019-05-23T20:37:32.192-0400,268,294,132,695,,,,,,
2019-05-23T20:37:32.888-0400,269,93,20,383,,,,,,
2019-05-23T20:37:33.271-0400,1581,235,134,1951,,,,,,
2019-05-23T20:37:35.223-0400,316,302,125,755,,,,,,
2019-05-23T20:37:35.979-0400,270,277,123,671,,,,,,
2019-05-23T20:37:36.651-0400,299,299,120,720,,,,,,
2019-05-23T20:37:37.371-0400,259,290,124,686,,,,,,
2019-05-23T20:37:38.057-0400,257,94,19,371,,,,,,
2019-05-23T20:37:38.429-0400,256,219,139,624,,,,,,
2019-05-23T20:37:39.054-0400,271,222,117,611,,,,,,
2019-05-23T20:37:39.666-0400,270,270,123,665,,,,,,
2019-05-23T20:37:40.332-0400,288,277,123,689,,,,,,
2019-05-23T20:37:41.021-0400,262,100,18,381,,,,,,
2019-05-23T20:37:41.403-0400,301,797,162,1280,,,,,,
2019-05-23T20:37:42.683-0400,263,477,128,877,,,,,,
2019-05-23T20:37:43.561-0400,272,510,133,926,,,,,,
2019-05-23T20:37:44.487-0400,287,491,131,918,,,,,,
2019-05-23T20:37:45.406-0400,286,495,124,906,,,,,,
2019-05-23T20:37:46.315-0400,268,525,135,940,,,,,,
2019-05-23T20:37:47.256-0400,264,511,125,915,,,,,,
2019-05-23T20:37:48.172-0400,278,508,134,933,,,,,,
2019-05-23T20:37:49.106-0400,256,512,204,973,,,,,,
2019-05-23T20:37:50.080-0400,282,94,19,396,,,,,,
2019-05-23T20:37:50.477-0400,289,329,132,751,,,,,,
2019-05-23T20:37:51.228-0400,303,222,140,666,,,,,,
2019-05-23T20:37:51.895-0400,321,248,134,717,,,,,,
2019-05-23T20:37:52.612-0400,388,559,134,1094,,,,,,
2019-05-23T20:37:53.707-0400,270,83,17,371,,,,,,
2019-05-23T20:37:54.079-0400,279,276,123,694,,,,,,
2019-05-23T20:37:54.773-0400,280,91,30,402,,,,,,
2019-05-23T20:37:55.176-0400,269,296,127,694,,,,,,
2019-05-23T20:37:55.870-0400,272,353,122,749,,,,,,
2019-05-23T20:37:56.620-0400,276,505,130,912,,,,,,
2019-05-23T20:37:57.532-0400,375,292,143,811,,,,,,
2019-05-23T20:37:58.344-0400,271,223,124,631,,,,,,
2019-05-23T20:37:58.976-0400,274,189,21,486,,,,,,
2019-05-23T20:37:59.462-0400,283,102,20,407,,,,,,
2019-05-23T20:37:59.869-0400,267,394,123,803,,,,,,
2019-05-23T20:38:00.673-0400,274,388,116,789,,,,,,
2019-05-23T20:38:01.462-0400,283,278,124,700,,,,,,
2019-05-23T20:38:02.162-0400,286,310,126,733,,,,,,
2019-05-23T20:38:02.896-0400,282,282,125,700,,,,,,
2019-05-23T20:38:03.596-0400,267,89,23,380,,,,,,
2019-05-23T20:38:03.977-0400,276,252,124,665,,,,,,
2019-05-23T20:38:04.643-0400,260,291,123,676,,,,,,
2019-05-23T20:38:05.319-0400,265,237,132,636,,,,,,
2019-05-23T20:38:05.955-0400,264,345,132,742,,,,,,
2019-05-23T20:38:06.698-0400,264,268,129,671,,,,,,
2019-05-23T20:38:07.370-0400,301,92,19,413,,,,,,
2019-05-23T20:38:07.783-0400,263,567,128,969,,,,,,
2019-05-23T20:38:08.753-0400,272,286,126,686,,,,,,
2019-05-23T20:38:09.439-0400,273,436,130,841,,,,,,
2019-05-23T20:38:10.280-0400,276,514,313,1115,,,,,,
2019-05-23T20:38:11.396-0400,275,310,122,717,,,,,,
2019-05-23T20:38:12.114-0400,269,409,131,810,,,,,,
2019-05-23T20:38:12.924-0400,278,1581,131,1991,,,,,,
2019-05-23T20:38:14.916-0400,288,241,133,663,,,,,,
2019-05-23T20:38:15.580-0400,280,226,123,639,,,,,,
2019-05-23T20:38:16.219-0400,271,242,123,638,,,,,,
2019-05-23T20:38:16.858-0400,293,101,19,415,,,,,,
2019-05-23T20:38:17.273-0400,259,232,120,622,,,,,,
2019-05-23T20:38:17.896-0400,263,302,120,686,,,,,,
2019-05-23T20:38:18.583-0400,262,331,126,722,,,,,,
2019-05-23T20:38:19.305-0400,265,307,121,706,,,,,,
2019-05-23T20:38:20.011-0400,263,276,131,684,,,,,,
2019-05-23T20:38:20.696-0400,261,341,122,725,,,,,,
2019-05-23T20:38:21.422-0400,281,249,126,669,,,,,,
2019-05-23T20:38:22.091-0400,276,309,131,730,,,,,,
2019-05-23T20:38:22.822-0400,261,414,116,792,,,,,,
2019-05-23T20:38:23.614-0400,284,93,19,398,,,,,,
2019-05-23T20:38:24.013-0400,259,250,119,629,,,,,,
2019-05-23T20:38:24.642-0400,275,258,139,673,,,,,,
2019-05-23T20:38:25.316-0400,314,291,127,733,,,,,,
2019-05-23T20:38:26.050-0400,263,439,122,833,,,,,,
2019-05-23T20:38:26.883-0400,277,254,123,656,,,,,,
2019-05-23T20:38:27.540-0400,274,328,128,731,,,,,,
2019-05-23T20:38:28.272-0400,268,240,120,630,,,,,,
2019-05-23T20:38:28.903-0400,274,247,121,658,,,,,,
2019-05-23T20:38:29.561-0400,278,239,132,651,,,,,,
2019-05-23T20:38:30.212-0400,272,361,124,769,,,,,,
2019-05-23T20:38:30.982-0400,420,298,121,854,,,,,,
2019-05-23T20:38:31.836-0400,270,223,125,632,,,,,,
2019-05-23T20:38:32.469-0400,266,94,21,382,,,,,,
2019-05-23T20:38:32.851-0400,264,356,1305,1926,,,,,,
2019-05-23T20:38:34.778-0400,262,238,127,628,,,,,,
2019-05-23T20:38:35.407-0400,268,265,125,659,,,,,,
2019-05-23T20:38:36.066-0400,279,296,122,714,,,,,,
2019-05-23T20:38:36.781-0400,278,224,125,627,,,,,,
2019-05-23T20:38:37.409-0400,278,217,133,629,,,,,,
2019-05-23T20:38:38.038-0400,270,406,121,811,,,,,,
2019-05-23T20:38:38.849-0400,277,259,180,717,,,,,,
2019-05-23T20:38:39.567-0400,319,212,128,668,,,,,,
2019-05-23T20:38:40.235-0400,313,267,151,732,,,,,,
2019-05-23T20:38:40.968-0400,276,242,121,641,,,,,,
2019-05-23T20:38:41.609-0400,268,212,123,604,,,,,,
2019-05-23T20:38:42.214-0400,272,640,134,1060,,,,,,
2019-05-23T20:38:43.274-0400,258,283,124,667,,,,,,
2019-05-23T20:38:43.942-0400,271,218,123,614,,,,,,
2019-05-23T20:38:44.556-0400,274,206,128,629,,,,,,
2019-05-23T20:38:45.186-0400,273,277,133,685,,,,,,
2019-05-23T20:38:45.881-0400,273,99,19,393,,,,,,
2019-05-23T20:38:46.275-0400,270,232,119,623,,,,,,
2019-05-23T20:38:46.898-0400,266,263,152,683,,,,,,
2019-05-23T20:38:47.581-0400,275,358,120,755,,,,,,
2019-05-23T20:38:48.336-0400,269,286,132,701,,,,,,
2019-05-23T20:38:49.037-0400,264,212,122,600,,,,,,
2019-05-23T20:38:49.638-0400,285,91,19,397,,,,,,
2019-05-23T20:38:50.036-0400,283,241,134,670,,,,,,
2019-05-23T20:38:50.707-0400,270,94,20,385,,,,,,
2019-05-23T20:38:51.092-0400,280,307,124,722,,,,,,
2019-05-23T20:38:51.815-0400,274,253,137,665,,,,,,
2019-05-23T20:38:52.481-0400,283,234,125,654,,,,,,
2019-05-23T20:38:53.136-0400,282,520,576,1389,,,,,,
2019-05-23T20:38:54.525-0400,721,447,20,1189,,,,,,
2019-05-23T20:38:55.714-0400,1047,509,27,1584,,,,,,
2019-05-23T20:38:57.299-0400,674,573,123,1387,,,,,,
2019-05-23T20:38:58.687-0400,293,629,134,1067,,,,,,
2019-05-23T20:38:59.754-0400,386,389,217,1003,,,,,,
2019-05-23T20:39:00.757-0400,279,102,22,404,,,,,,
2019-05-23T20:39:01.162-0400,283,292,127,712,,,,,,
2019-05-23T20:39:01.875-0400,288,299,142,731,,,,,,
2019-05-23T20:39:02.607-0400,272,389,125,787,,,,,,
2019-05-23T20:39:03.394-0400,264,98,20,384,,,,,,
2019-05-23T20:39:03.779-0400,263,277,126,679,,,,,,
2019-05-23T20:39:04.458-0400,287,321,131,741,,,,,,
2019-05-23T20:39:05.200-0400,289,347,125,762,,,,,,
2019-05-23T20:39:05.963-0400,268,334,129,743,,,,,,
2019-05-23T20:39:06.706-0400,261,394,118,775,,,,,,
2019-05-23T20:39:07.481-0400,285,281,134,710,,,,,,
2019-05-23T20:39:08.192-0400,265,367,122,769,,,,,,
2019-05-23T20:39:08.962-0400,278,256,127,661,,,,,,
2019-05-23T20:39:09.624-0400,269,121,23,414,,,,,,
2019-05-23T20:39:10.039-0400,285,279,141,721,,,,,,
2019-05-23T20:39:10.760-0400,777,210,128,1130,,,,,,
2019-05-23T20:39:11.891-0400,276,82,20,380,,,,,,
2019-05-23T20:39:12.271-0400,275,262,132,680,,,,,,
2019-05-23T20:39:12.952-0400,267,829,746,1843,,,,,,
2019-05-23T20:39:14.796-0400,280,243,128,668,,,,,,
2019-05-23T20:39:15.464-0400,282,238,137,667,,,,,,
2019-05-23T20:39:16.134-0400,284,463,136,895,,,,,,
2019-05-23T20:39:17.030-0400,276,410,133,820,,,,,,
2019-05-23T20:39:17.850-0400,265,540,130,935,,,,,,
2019-05-23T20:39:18.786-0400,275,289,135,714,,,,,,
2019-05-23T20:39:19.501-0400,306,353,153,813,,,,,,
2019-05-23T20:39:20.314-0400,281,123,21,426,,,,,,
2019-05-23T20:39:20.741-0400,491,286,125,913,,,,,,
2019-05-23T20:39:21.654-0400,277,367,184,838,,,,,,
2019-05-23T20:39:22.493-0400,276,245,130,664,,,,,,
2019-05-23T20:39:23.157-0400,280,290,137,709,,,,,,
2019-05-23T20:39:23.866-0400,287,237,130,655,,,,,,
2019-05-23T20:39:24.522-0400,283,242,134,670,,,,,,
2019-05-23T20:39:25.193-0400,269,229,128,628,,,,,,
2019-05-23T20:39:25.821-0400,271,287,131,690,,,,,,
2019-05-23T20:39:26.512-0400,276,282,129,688,,,,,,
2019-05-23T20:39:27.201-0400,272,368,150,803,,,,,,
2019-05-23T20:39:28.005-0400,263,831,130,1226,,,,,,
2019-05-23T20:39:29.232-0400,288,101,19,410,,,,,,
2019-05-23T20:39:29.642-0400,266,225,127,619,,,,,,
2019-05-23T20:39:30.262-0400,271,227,123,621,,,,,,
2019-05-23T20:39:30.884-0400,270,352,156,779,,,,,,
2019-05-23T20:39:31.663-0400,291,236,133,672,,,,,,
2019-05-23T20:39:32.335-0400,273,241,126,650,,,,,,
2019-05-23T20:39:32.986-0400,288,458,124,881,,,,,,
2019-05-23T20:39:33.868-0400,946,277,148,1372,,,,,,
2019-05-23T20:39:35.241-0400,267,350,123,742,,,,,,
2019-05-23T20:39:35.983-0400,269,279,136,685,,,,,,
2019-05-23T20:39:36.669-0400,331,266,137,745,,,,,,
2019-05-23T20:39:37.414-0400,287,292,127,718,,,,,,
2019-05-23T20:39:38.133-0400,286,511,131,930,,,,,,
2019-05-23T20:39:39.063-0400,284,384,127,806,,,,,,
2019-05-23T20:39:39.870-0400,280,271,210,763,,,,,,
2019-05-23T20:39:40.633-0400,283,323,237,845,,,,,,
2019-05-23T20:39:41.479-0400,281,240,132,654,,,,,,
2019-05-23T20:39:42.133-0400,282,233,128,656,,,,,,
2019-05-23T20:39:42.790-0400,274,339,130,753,,,,,,
2019-05-23T20:39:43.544-0400,264,488,128,881,,,,,,
2019-05-23T20:39:44.426-0400,295,98,20,415,,,,,,
2019-05-23T20:39:44.841-0400,273,264,124,674,,,,,,
2019-05-23T20:39:45.516-0400,277,422,133,833,,,,,,
2019-05-23T20:39:46.349-0400,278,345,121,755,,,,,,
2019-05-23T20:39:47.105-0400,270,301,123,695,,,,,,
2019-05-23T20:39:47.801-0400,268,305,126,710,,,,,,
2019-05-23T20:39:48.511-0400,288,276,133,699,,,,,,
2019-05-23T20:39:49.211-0400,276,313,127,718,,,,,,
2019-05-23T20:39:49.929-0400,280,274,124,680,,,,,,
2019-05-23T20:39:50.610-0400,270,310,142,723,,,,,,
2019-05-23T20:39:51.333-0400,293,346,132,773,,,,,,
2019-05-23T20:39:52.107-0400,270,286,135,705,,,,,,
2019-05-23T20:39:52.813-0400,290,253,188,732,,,,,,
2019-05-23T20:39:53.545-0400,1873,408,141,2423,,,,,,
2019-05-23T20:39:55.969-0400,286,493,132,912,,,,,,
2019-05-23T20:39:56.881-0400,283,95,19,398,,,,,,
2019-05-23T20:39:57.280-0400,275,243,121,641,,,,,,
2019-05-23T20:39:57.922-0400,283,243,136,676,,,,,,
2019-05-23T20:39:58.598-0400,273,560,131,966,,,,,,
2019-05-23T20:39:59.564-0400,458,279,129,867,,,,,,
2019-05-23T20:40:00.431-0400,291,258,124,685,,,,,,
2019-05-23T20:40:01.117-0400,279,245,128,654,,,,,,
2019-05-23T20:40:01.771-0400,278,98,65,443,,,,,,
2019-05-23T20:40:02.214-0400,280,250,131,672,,,,,,
2019-05-23T20:40:02.887-0400,267,93,18,380,,,,,,
2019-05-23T20:40:03.267-0400,280,323,128,764,,,,,,
2019-05-23T20:40:04.032-0400,276,255,133,665,,,,,,
2019-05-23T20:40:04.697-0400,270,230,125,638,,,,,,
2019-05-23T20:40:05.336-0400,278,225,124,629,,,,,,
2019-05-23T20:40:05.965-0400,280,223,124,640,,,,,,
2019-05-23T20:40:06.606-0400,276,302,126,718,,,,,,
2019-05-23T20:40:07.324-0400,276,293,131,702,,,,,,
2019-05-23T20:40:08.026-0400,281,323,133,739,,,,,,
2019-05-23T20:40:08.765-0400,282,245,126,666,,,,,,
2019-05-23T20:40:09.432-0400,267,292,126,694,,,,,,
2019-05-23T20:40:10.127-0400,287,213,144,657,,,,,,
2019-05-23T20:40:10.784-0400,275,742,129,1157,,,,,,
2019-05-23T20:40:11.942-0400,289,798,130,1219,,,,,,
2019-05-23T20:40:13.161-0400,282,1430,128,1850,,,,,,
2019-05-23T20:40:15.012-0400,274,508,130,924,,,,,,
2019-05-23T20:40:15.937-0400,284,496,128,909,,,,,,
2019-05-23T20:40:16.846-0400,272,520,134,927,,,,,,
2019-05-23T20:40:17.774-0400,264,521,136,933,,,,,,
2019-05-23T20:40:18.707-0400,266,509,497,1283,,,,,,
2019-05-23T20:40:19.991-0400,280,439,237,957,,,,,,
2019-05-23T20:40:20.948-0400,307,110,27,445,,,,,,
2019-05-23T20:40:21.394-0400,420,369,127,917,,,,,,
2019-05-23T20:40:22.311-0400,314,254,120,690,,,,,,
2019-05-23T20:40:23.001-0400,286,241,125,672,,,,,,
2019-05-23T20:40:23.674-0400,271,320,124,728,,,,,,
2019-05-23T20:40:24.402-0400,262,95,18,377,,,,,,
2019-05-23T20:40:24.780-0400,278,241,128,664,,,,,,
2019-05-23T20:40:25.445-0400,307,211,131,664,,,,,,
2019-05-23T20:40:26.109-0400,271,305,126,720,,,,,,
2019-05-23T20:40:26.830-0400,265,222,126,625,,,,,,
2019-05-23T20:40:27.457-0400,272,221,128,622,,,,,,
2019-05-23T20:40:28.079-0400,272,325,126,725,,,,,,
2019-05-23T20:40:28.804-0400,280,291,132,717,,,,,,
2019-05-23T20:40:29.522-0400,264,456,148,883,,,,,,
2019-05-23T20:40:30.405-0400,282,854,140,1288,,,,,,
2019-05-23T20:40:31.694-0400,277,384,125,798,,,,,,
2019-05-23T20:40:32.492-0400,275,262,217,756,,,,,,
2019-05-23T20:40:33.249-0400,272,1320,121,1724,,,,,,
2019-05-23T20:40:34.973-0400,275,514,133,924,,,,,,
2019-05-23T20:40:35.898-0400,279,91,20,391,,,,,,
2019-05-23T20:40:36.290-0400,283,226,126,650,,,,,,
2019-05-23T20:40:36.940-0400,505,289,124,925,,,,,,
2019-05-23T20:40:37.865-0400,275,233,139,660,,,,,,
2019-05-23T20:40:38.526-0400,299,270,132,702,,,,,,
2019-05-23T20:40:39.229-0400,274,240,126,655,,,,,,
