6086,,,,,,,,4337,,,,,435
1221,,,,,,,,,,,,,448
1040,,,,,,,Min,435,,,,,457
815,,,,,,,Max,7762,,,,,458
832,,,,,,,Average,778.1996772,,,,,459
917,,,,,,,90%,1022,,,,,461
1321,,,,,,,99%,1319,,,,,462
845,,,,,,,,,,,,,463
916,,,,,,,,,,,,,464
919,,,,,,,,,,,,,464
1377,,,,,,,,,,,,,467
961,,,,,,,,,,,,,468
821,,,,,,,,,,,,,469
729,,,,,,,,,,,,,470
1015,,,,,,,,,,,,,470
699,,,,,,,,,,,,,472
606,,,,,,,,,,,,,473
1143,,,,,,,,,,,,,473
728,,,,,,,,,,,,,473
655,,,,,,,,,,,,,475
1165,,,,,,,,,,,,,475
564,,,,,,,,,,,,,476
769,,,,,,,,,,,,,476
1145,,,,,,,,,,,,,476
687,,,,,,,,,,,,,476
722,,,,,,,,,,,,,478
911,,,,,,,,,,,,,478
627,,,,,,,,,,,,,479
491,,,,,,,,,,,,,480
558,,,,,,,,,,,,,481
1088,,,,,,,,,,,,,481
713,,,,,,,,,,,,,481
652,,,,,,,,,,,,,482
1045,,,,,,,,,,,,,482
857,,,,,,,,,,,,,482
760,,,,,,,,,,,,,482
765,,,,,,,,,,,,,482
836,,,,,,,,,,,,,483
588,,,,,,,,,,,,,483
1275,,,,,,,,,,,,,483
577,,,,,,,,,,,,,484
750,,,,,,,,,,,,,484
1118,,,,,,,,,,,,,484
576,,,,,,,,,,,,,484
625,,,,,,,,,,,,,485
729,,,,,,,,,,,,,485
610,,,,,,,,,,,,,485
604,,,,,,,,,,,,,485
557,,,,,,,,,,,,,486
1114,,,,,,,,,,,,,487
559,,,,,,,,,,,,,487
513,,,,,,,,,,,,,487
556,,,,,,,,,,,,,487
1039,,,,,,,,,,,,,488
803,,,,,,,,,,,,,488
725,,,,,,,,,,,,,489
824,,,,,,,,,,,,,489
694,,,,,,,,,,,,,490
818,,,,,,,,,,,,,491
1129,,,,,,,,,,,,,491
619,,,,,,,,,,,,,491
525,,,,,,,,,,,,,491
504,,,,,,,,,,,,,492
1047,,,,,,,,,,,,,492
706,,,,,,,,,,,,,492
651,,,,,,,,,,,,,493
1052,,,,,,,,,,,,,493
853,,,,,,,,,,,,,493
812,,,,,,,,,,,,,493
865,,,,,,,,,,,,,493
651,,,,,,,,,,,,,493
833,,,,,,,,,,,,,494
923,,,,,,,,,,,,,494
812,,,,,,,,,,,,,494
813,,,,,,,,,,,,,494
918,,,,,,,,,,,,,494
725,,,,,,,,,,,,,495
713,,,,,,,,,,,,,495
1018,,,,,,,,,,,,,495
711,,,,,,,,,,,,,495
617,,,,,,,,,,,,,496
1136,,,,,,,,,,,,,496
785,,,,,,,,,,,,,496
533,,,,,,,,,,,,,496
509,,,,,,,,,,,,,496
729,,,,,,,,,,,,,496
822,,,,,,,,,,,,,497
726,,,,,,,,,,,,,497
916,,,,,,,,,,,,,497
834,,,,,,,,,,,,,498
725,,,,,,,,,,,,,498
1044,,,,,,,,,,,,,498
551,,,,,,,,,,,,,499
728,,,,,,,,,,,,,499
963,,,,,,,,,,,,,500
683,,,,,,,,,,,,,500
696,,,,,,,,,,,,,500
722,,,,,,,,,,,,,500
634,,,,,,,,,,,,,501
544,,,,,,,,,,,,,501
566,,,,,,,,,,,,,501
543,,,,,,,,,,,,,501
793,,,,,,,,,,,,,501
551,,,,,,,,,,,,,502
648,,,,,,,,,,,,,502
1066,,,,,,,,,,,,,502
698,,,,,,,,,,,,,502
816,,,,,,,,,,,,,502
1122,,,,,,,,,,,,,503
728,,,,,,,,,,,,,503
577,,,,,,,,,,,,,503
476,,,,,,,,,,,,,504
811,,,,,,,,,,,,,504
577,,,,,,,,,,,,,504
552,,,,,,,,,,,,,504
576,,,,,,,,,,,,,504
948,,,,,,,,,,,,,505
665,,,,,,,,,,,,,505
665,,,,,,,,,,,,,505
1094,,,,,,,,,,,,,505
662,,,,,,,,,,,,,505
508,,,,,,,,,,,,,505
860,,,,,,,,,,,,,506
761,,,,,,,,,,,,,506
563,,,,,,,,,,,,,506
743,,,,,,,,,,,,,506
842,,,,,,,,,,,,,506
590,,,,,,,,,,,,,507
570,,,,,,,,,,,,,507
491,,,,,,,,,,,,,507
779,,,,,,,,,,,,,507
593,,,,,,,,,,,,,507
539,,,,,,,,,,,,,507
694,,,,,,,,,,,,,507
742,,,,,,,,,,,,,508
718,,,,,,,,,,,,,508
649,,,,,,,,,,,,,508
1120,,,,,,,,,,,,,508
538,,,,,,,,,,,,,509
764,,,,,,,,,,,,,509
970,,,,,,,,,,,,,509
571,,,,,,,,,,,,,509
1374,,,,,,,,,,,,,510
576,,,,,,,,,,,,,510
902,,,,,,,,,,,,,510
777,,,,,,,,,,,,,510
976,,,,,,,,,,,,,510
567,,,,,,,,,,,,,510
762,,,,,,,,,,,,,510
1112,,,,,,,,,,,,,511
835,,,,,,,,,,,,,511
710,,,,,,,,,,,,,512
1023,,,,,,,,,,,,,512
753,,,,,,,,,,,,,512
673,,,,,,,,,,,,,512
1033,,,,,,,,,,,,,513
806,,,,,,,,,,,,,513
727,,,,,,,,,,,,,513
918,,,,,,,,,,,,,513
751,,,,,,,,,,,,,513
608,,,,,,,,,,,,,514
1089,,,,,,,,,,,,,514
817,,,,,,,,,,,,,514
527,,,,,,,,,,,,,514
1148,,,,,,,,,,,,,514
784,,,,,,,,,,,,,514
743,,,,,,,,,,,,,514
1009,,,,,,,,,,,,,514
933,,,,,,,,,,,,,515
967,,,,,,,,,,,,,515
698,,,,,,,,,,,,,515
674,,,,,,,,,,,,,515
652,,,,,,,,,,,,,515
819,,,,,,,,,,,,,515
630,,,,,,,,,,,,,516
798,,,,,,,,,,,,,517
787,,,,,,,,,,,,,517
710,,,,,,,,,,,,,517
712,,,,,,,,,,,,,517
762,,,,,,,,,,,,,518
781,,,,,,,,,,,,,518
722,,,,,,,,,,,,,518
702,,,,,,,,,,,,,518
1031,,,,,,,,,,,,,519
812,,,,,,,,,,,,,520
914,,,,,,,,,,,,,520
744,,,,,,,,,,,,,520
760,,,,,,,,,,,,,520
757,,,,,,,,,,,,,520
927,,,,,,,,,,,,,520
709,,,,,,,,,,,,,520
1193,,,,,,,,,,,,,520
764,,,,,,,,,,,,,520
530,,,,,,,,,,,,,520
623,,,,,,,,,,,,,520
984,,,,,,,,,,,,,520
729,,,,,,,,,,,,,521
546,,,,,,,,,,,,,521
559,,,,,,,,,,,,,521
614,,,,,,,,,,,,,521
631,,,,,,,,,,,,,521
712,,,,,,,,,,,,,521
1119,,,,,,,,,,,,,521
842,,,,,,,,,,,,,521
825,,,,,,,,,,,,,521
792,,,,,,,,,,,,,521
816,,,,,,,,,,,,,522
728,,,,,,,,,,,,,522
918,,,,,,,,,,,,,522
725,,,,,,,,,,,,,522
576,,,,,,,,,,,,,523
573,,,,,,,,,,,,,523
473,,,,,,,,,,,,,523
545,,,,,,,,,,,,,524
649,,,,,,,,,,,,,524
746,,,,,,,,,,,,,524
591,,,,,,,,,,,,,524
469,,,,,,,,,,,,,524
558,,,,,,,,,,,,,525
572,,,,,,,,,,,,,525
788,,,,,,,,,,,,,525
562,,,,,,,,,,,,,525
602,,,,,,,,,,,,,525
475,,,,,,,,,,,,,525
828,,,,,,,,,,,,,525
775,,,,,,,,,,,,,525
748,,,,,,,,,,,,,525
918,,,,,,,,,,,,,525
621,,,,,,,,,,,,,526
613,,,,,,,,,,,,,526
911,,,,,,,,,,,,,526
557,,,,,,,,,,,,,526
625,,,,,,,,,,,,,526
525,,,,,,,,,,,,,526
1062,,,,,,,,,,,,,526
812,,,,,,,,,,,,,526
482,,,,,,,,,,,,,527
502,,,,,,,,,,,,,527
