5510,,,,,,,,670
1616,,,,,,,,697
1488,,,,,,,,700
1750,,,,,,,,700
1591,,,Min,670,,,,700
1234,,,Max,5515,,,,704
1108,,,Average,956.5510725,,,,706
1116,,,90%,1250,,,,707
992,,,RPS,6.526666667,,,,707
1209,,,99%,1668.08,,,,709
1132,,,,,,,,709
1504,,,,,,,,711
1070,,,,,,,,713
1483,,,,,,,,715
972,,,,,,,,715
1398,,,,,,,,716
965,,,,,,,,719
1435,,,,,,,,719
1121,,,,,,,,720
1163,,,,,,,,722
950,,,,,,,,723
988,,,,,,,,724
945,,,,,,,,724
961,,,,,,,,724
1084,,,,,,,,725
857,,,,,,,,725
925,,,,,,,,725
931,,,,,,,,725
870,,,,,,,,726
882,,,,,,,,727
854,,,,,,,,727
862,,,,,,,,728
1254,,,,,,,,728
817,,,,,,,,729
1396,,,,,,,,729
948,,,,,,,,729
766,,,,,,,,731
1020,,,,,,,,731
791,,,,,,,,732
881,,,,,,,,732
903,,,,,,,,733
830,,,,,,,,733
888,,,,,,,,734
866,,,,,,,,734
1397,,,,,,,,734
913,,,,,,,,734
768,,,,,,,,734
861,,,,,,,,735
952,,,,,,,,736
800,,,,,,,,736
946,,,,,,,,737
852,,,,,,,,738
845,,,,,,,,738
836,,,,,,,,738
779,,,,,,,,738
928,,,,,,,,738
1201,,,,,,,,739
811,,,,,,,,739
920,,,,,,,,740
954,,,,,,,,740
817,,,,,,,,742
821,,,,,,,,742
842,,,,,,,,742
771,,,,,,,,742
792,,,,,,,,743
927,,,,,,,,743
862,,,,,,,,743
770,,,,,,,,745
781,,,,,,,,745
938,,,,,,,,745
866,,,,,,,,746
837,,,,,,,,746
888,,,,,,,,746
1248,,,,,,,,747
958,,,,,,,,747
929,,,,,,,,747
1015,,,,,,,,747
1084,,,,,,,,748
1142,,,,,,,,748
870,,,,,,,,748
992,,,,,,,,749
995,,,,,,,,749
935,,,,,,,,749
1125,,,,,,,,750
924,,,,,,,,750
823,,,,,,,,750
891,,,,,,,,750
816,,,,,,,,751
1305,,,,,,,,751
834,,,,,,,,751
821,,,,,,,,751
860,,,,,,,,752
846,,,,,,,,752
792,,,,,,,,753
862,,,,,,,,753
911,,,,,,,,753
1146,,,,,,,,753
916,,,,,,,,753
939,,,,,,,,754
1037,,,,,,,,754
807,,,,,,,,754
1087,,,,,,,,754
1082,,,,,,,,755
892,,,,,,,,755
1046,,,,,,,,756
1016,,,,,,,,756
841,,,,,,,,756
857,,,,,,,,757
1016,,,,,,,,757
1289,,,,,,,,758
849,,,,,,,,759
873,,,,,,,,759
1063,,,,,,,,759
912,,,,,,,,759
1211,,,,,,,,759
1078,,,,,,,,759
1305,,,,,,,,759
1008,,,,,,,,760
831,,,,,,,,760
869,,,,,,,,760
738,,,,,,,,760
822,,,,,,,,761
781,,,,,,,,761
837,,,,,,,,761
707,,,,,,,,761
827,,,,,,,,762
896,,,,,,,,762
1075,,,,,,,,762
827,,,,,,,,762
880,,,,,,,,763
1051,,,,,,,,763
802,,,,,,,,763
754,,,,,,,,763
926,,,,,,,,763
763,,,,,,,,763
889,,,,,,,,764
813,,,,,,,,764
791,,,,,,,,764
864,,,,,,,,764
911,,,,,,,,764
1084,,,,,,,,765
1423,,,,,,,,765
1011,,,,,,,,765
967,,,,,,,,765
826,,,,,,,,766
825,,,,,,,,766
1107,,,,,,,,766
816,,,,,,,,767
791,,,,,,,,767
881,,,,,,,,768
926,,,,,,,,768
782,,,,,,,,768
812,,,,,,,,768
838,,,,,,,,768
865,,,,,,,,768
821,,,,,,,,768
847,,,,,,,,768
832,,,,,,,,768
816,,,,,,,,768
865,,,,,,,,769
834,,,,,,,,769
823,,,,,,,,769
920,,,,,,,,769
843,,,,,,,,769
904,,,,,,,,770
729,,,,,,,,770
821,,,,,,,,770
995,,,,,,,,770
835,,,,,,,,770
1139,,,,,,,,770
835,,,,,,,,771
809,,,,,,,,771
876,,,,,,,,771
821,,,,,,,,771
840,,,,,,,,772
1080,,,,,,,,772
757,,,,,,,,772
785,,,,,,,,773
798,,,,,,,,773
727,,,,,,,,773
806,,,,,,,,773
809,,,,,,,,773
1244,,,,,,,,774
1210,,,,,,,,774
889,,,,,,,,774
822,,,,,,,,774
827,,,,,,,,774
903,,,,,,,,774
998,,,,,,,,775
862,,,,,,,,775
819,,,,,,,,775
1442,,,,,,,,775
1057,,,,,,,,775
1357,,,,,,,,775
754,,,,,,,,776
892,,,,,,,,776
995,,,,,,,,776
805,,,,,,,,776
1378,,,,,,,,776
805,,,,,,,,776
966,,,,,,,,776
935,,,,,,,,776
907,,,,,,,,777
1326,,,,,,,,777
1026,,,,,,,,777
1420,,,,,,,,777
1034,,,,,,,,777
1312,,,,,,,,777
1010,,,,,,,,777
822,,,,,,,,777
903,,,,,,,,777
804,,,,,,,,778
1383,,,,,,,,778
1033,,,,,,,,778
1386,,,,,,,,778
1080,,,,,,,,778
1309,,,,,,,,778
1345,,,,,,,,778
1099,,,,,,,,779
910,,,,,,,,779
799,,,,,,,,779
771,,,,,,,,779
734,,,,,,,,779
769,,,,,,,,780
777,,,,,,,,780
858,,,,,,,,780
836,,,,,,,,780
815,,,,,,,,780
836,,,,,,,,780
792,,,,,,,,780
873,,,,,,,,780
732,,,,,,,,780
738,,,,,,,,780
894,,,,,,,,781
827,,,,,,,,781
747,,,,,,,,781
877,,,,,,,,781
875,,,,,,,,781
837,,,,,,,,781
801,,,,,,,,782
868,,,,,,,,782
795,,,,,,,,782
803,,,,,,,,782
769,,,,,,,,783
761,,,,,,,,783
866,,,,,,,,783
759,,,,,,,,783
1038,,,,,,,,783
942,,,,,,,,784
1001,,,,,,,,784
1330,,,,,,,,784
843,,,,,,,,784
936,,,,,,,,784
786,,,,,,,,784
797,,,,,,,,784
725,,,,,,,,785
761,,,,,,,,785
