Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,
2019-05-23T09:55:45.287-0400,281,311,67,664,,,,,,
2019-05-23T09:55:45.952-0400,813,267,295,1377,,,,,,
2019-05-23T09:55:47.329-0400,227,619,87,940,,,,,,
2019-05-23T09:55:48.270-0400,293,299,199,794,,,,,,
2019-05-23T09:55:49.065-0400,276,473,90,848,,,,,,
2019-05-23T09:55:49.913-0400,295,370,206,880,,,,,,
2019-05-23T09:55:50.794-0400,336,390,62,789,,,,,,
2019-05-23T09:55:51.584-0400,220,346,79,667,,,,,,
2019-05-23T09:55:52.251-0400,212,582,90,889,,,,,,
2019-05-23T09:55:53.141-0400,414,311,225,955,,,,,,
2019-05-23T09:55:54.097-0400,340,234,113,689,,,,,,
2019-05-23T09:55:54.786-0400,267,543,90,901,,,,,,
2019-05-23T09:55:55.688-0400,249,431,119,801,,,,,,
2019-05-23T09:55:56.489-0400,237,460,78,781,,,,,,
2019-05-23T09:55:57.271-0400,272,772,143,1189,,,,,,
2019-05-23T09:55:58.460-0400,254,420,92,767,,,,,,
2019-05-23T09:55:59.227-0400,274,449,138,875,,,,,,
2019-05-23T09:56:00.103-0400,253,374,73,702,,,,,,
2019-05-23T09:56:00.806-0400,236,331,495,1067,,,,,,
2019-05-23T09:56:01.874-0400,301,439,72,815,,,,,,
2019-05-23T09:56:02.689-0400,205,436,165,810,,,,,,
2019-05-23T09:56:03.499-0400,269,585,91,949,,,,,,
2019-05-23T09:56:04.449-0400,237,384,109,731,,,,,,
2019-05-23T09:56:05.181-0400,256,453,95,809,,,,,,
2019-05-23T09:56:05.991-0400,230,489,91,811,,,,,,
2019-05-23T09:56:06.802-0400,252,472,162,888,,,,,,
2019-05-23T09:56:07.691-0400,188,572,101,863,,,,,,
2019-05-23T09:56:08.555-0400,638,397,140,1178,,,,,,
2019-05-23T09:56:09.733-0400,223,315,98,647,,,,,,
2019-05-23T09:56:10.381-0400,286,446,88,822,,,,,,
2019-05-23T09:56:11.203-0400,261,469,148,879,,,,,,
2019-05-23T09:56:12.082-0400,178,417,117,715,,,,,,
2019-05-23T09:56:12.798-0400,251,524,102,879,,,,,,
2019-05-23T09:56:13.678-0400,271,442,124,846,,,,,,
2019-05-23T09:56:14.524-0400,293,426,175,898,,,,,,
2019-05-23T09:56:15.423-0400,224,810,103,1145,,,,,,
2019-05-23T09:56:16.568-0400,196,289,183,669,,,,,,
2019-05-23T09:56:17.238-0400,282,457,99,845,,,,,,
2019-05-23T09:56:18.084-0400,346,466,105,924,,,,,,
2019-05-23T09:56:19.008-0400,216,493,85,798,,,,,,
2019-05-23T09:56:19.807-0400,255,473,668,1410,,,,,,
2019-05-23T09:56:21.217-0400,270,332,311,914,,,,,,
2019-05-23T09:56:22.131-0400,236,420,208,865,,,,,,
2019-05-23T09:56:22.996-0400,248,471,97,817,,,,,,
2019-05-23T09:56:23.814-0400,240,335,505,1085,,,,,,
2019-05-23T09:56:24.899-0400,280,374,160,816,,,,,,
2019-05-23T09:56:25.715-0400,269,388,1390,2049,,,,,,
2019-05-23T09:56:27.765-0400,282,781,86,1163,,,,,,
2019-05-23T09:56:28.929-0400,329,395,89,825,,,,,,
2019-05-23T09:56:29.754-0400,243,472,763,1485,,,,,,
2019-05-23T09:56:31.239-0400,266,496,84,859,,,,,,
2019-05-23T09:56:32.098-0400,253,472,866,1594,,,,,,
2019-05-23T09:56:33.693-0400,206,261,54,522,,,,,,
2019-05-23T09:56:34.216-0400,228,301,65,595,,,,,,
2019-05-23T09:56:34.812-0400,194,232,147,576,,,,,,
2019-05-23T09:56:35.388-0400,182,529,182,896,,,,,,
2019-05-23T09:56:36.285-0400,293,443,70,811,,,,,,
2019-05-23T09:56:37.097-0400,207,345,72,625,,,,,,
2019-05-23T09:56:37.722-0400,245,695,95,1037,,,,,,
2019-05-23T09:56:38.760-0400,227,333,92,653,,,,,,
2019-05-23T09:56:39.414-0400,215,240,216,673,,,,,,
2019-05-23T09:56:40.087-0400,186,946,80,1216,,,,,,
2019-05-23T09:56:41.304-0400,203,297,61,562,,,,,,
2019-05-23T09:56:41.867-0400,230,302,61,594,,,,,,
2019-05-23T09:56:42.462-0400,218,808,81,1109,,,,,,
2019-05-23T09:56:43.571-0400,271,303,131,708,,,,,,
2019-05-23T09:56:44.279-0400,265,324,195,789,,,,,,
2019-05-23T09:56:45.069-0400,255,811,79,1147,,,,,,
2019-05-23T09:56:46.217-0400,228,512,88,828,,,,,,
2019-05-23T09:56:47.046-0400,194,309,175,683,,,,,,
2019-05-23T09:56:47.729-0400,240,736,110,1090,,,,,,
2019-05-23T09:56:48.820-0400,290,283,59,636,,,,,,
2019-05-23T09:56:49.456-0400,233,263,153,669,,,,,,
2019-05-23T09:56:50.126-0400,202,625,77,906,,,,,,
2019-05-23T09:56:51.032-0400,270,676,109,1063,,,,,,
2019-05-23T09:56:52.096-0400,221,374,195,792,,,,,,
2019-05-23T09:56:52.889-0400,199,624,187,1018,,,,,,
2019-05-23T09:56:53.907-0400,220,240,188,652,,,,,,
2019-05-23T09:56:54.559-0400,243,309,367,920,,,,,,
2019-05-23T09:56:55.480-0400,235,461,123,823,,,,,,
2019-05-23T09:56:56.304-0400,280,529,134,949,,,,,,
2019-05-23T09:56:57.253-0400,303,319,168,791,,,,,,
2019-05-23T09:56:58.045-0400,288,399,114,802,,,,,,
2019-05-23T09:56:58.847-0400,330,484,1077,1893,,,,,,
2019-05-23T09:57:00.741-0400,248,336,194,781,,,,,,
2019-05-23T09:57:01.523-0400,285,296,398,984,,,,,,
2019-05-23T09:57:02.507-0400,237,258,186,683,,,,,,
2019-05-23T09:57:03.191-0400,240,310,165,717,,,,,,
2019-05-23T09:57:03.908-0400,227,440,137,806,,,,,,
2019-05-23T09:57:04.714-0400,407,314,183,907,,,,,,
2019-05-23T09:57:05.622-0400,257,704,67,1039,,,,,,
2019-05-23T09:57:06.662-0400,202,314,493,1012,,,,,,
2019-05-23T09:57:07.675-0400,217,272,103,594,,,,,,
2019-05-23T09:57:08.269-0400,198,507,270,976,,,,,,
2019-05-23T09:57:09.246-0400,210,291,219,723,,,,,,
2019-05-23T09:57:09.969-0400,272,474,75,824,,,,,,
2019-05-23T09:57:10.793-0400,239,502,1175,1920,,,,,,
2019-05-23T09:57:12.714-0400,215,317,136,669,,,,,,
2019-05-23T09:57:13.383-0400,191,518,75,787,,,,,,
2019-05-23T09:57:14.171-0400,246,274,163,686,,,,,,
2019-05-23T09:57:14.858-0400,223,320,63,619,,,,,,
2019-05-23T09:57:15.477-0400,226,849,82,1159,,,,,,
2019-05-23T09:57:16.637-0400,242,253,194,694,,,,,,
2019-05-23T09:57:17.331-0400,242,413,70,732,,,,,,
2019-05-23T09:57:18.063-0400,264,683,155,1104,,,,,,
2019-05-23T09:57:19.168-0400,221,318,61,602,,,,,,
2019-05-23T09:57:19.771-0400,167,279,58,512,,,,,,
2019-05-23T09:57:20.283-0400,215,347,82,646,,,,,,
2019-05-23T09:57:20.929-0400,187,454,77,723,,,,,,
2019-05-23T09:57:21.653-0400,283,450,87,824,,,,,,
2019-05-23T09:57:22.477-0400,215,517,118,851,,,,,,
2019-05-23T09:57:23.329-0400,242,399,198,841,,,,,,
2019-05-23T09:57:24.171-0400,237,442,74,754,,,,,,
2019-05-23T09:57:24.926-0400,368,347,66,783,,,,,,
2019-05-23T09:57:25.709-0400,264,719,88,1077,,,,,,
2019-05-23T09:57:26.786-0400,245,374,84,709,,,,,,
2019-05-23T09:57:27.496-0400,264,266,84,615,,,,,,
2019-05-23T09:57:28.111-0400,168,690,72,932,,,,,,
2019-05-23T09:57:29.044-0400,262,318,73,653,,,,,,
2019-05-23T09:57:29.698-0400,276,280,62,619,,,,,,
2019-05-23T09:57:30.318-0400,236,281,214,733,,,,,,
2019-05-23T09:57:31.051-0400,318,359,67,751,,,,,,
2019-05-23T09:57:31.802-0400,235,247,58,541,,,,,,
2019-05-23T09:57:32.344-0400,233,318,63,619,,,,,,
2019-05-23T09:57:32.964-0400,197,344,129,672,,,,,,
2019-05-23T09:57:33.636-0400,202,303,159,667,,,,,,
2019-05-23T09:57:34.304-0400,359,246,99,714,,,,,,
2019-05-23T09:57:35.018-0400,221,284,128,634,,,,,,
2019-05-23T09:57:35.653-0400,284,794,94,1180,,,,,,
2019-05-23T09:57:36.833-0400,273,274,189,769,,,,,,
2019-05-23T09:57:37.603-0400,336,311,58,719,,,,,,
2019-05-23T09:57:38.323-0400,397,567,91,1076,,,,,,
2019-05-23T09:57:39.399-0400,241,466,78,793,,,,,,
2019-05-23T09:57:40.193-0400,317,351,73,743,,,,,,
2019-05-23T09:57:40.937-0400,188,582,94,865,,,,,,
2019-05-23T09:57:41.802-0400,238,347,80,669,,,,,,
2019-05-23T09:57:42.472-0400,227,310,405,947,,,,,,
2019-05-23T09:57:43.419-0400,261,723,89,1078,,,,,,
2019-05-23T09:57:44.498-0400,237,492,1094,1856,,,,,,
2019-05-23T09:57:46.355-0400,341,373,89,809,,,,,,
2019-05-23T09:57:47.164-0400,274,316,360,952,,,,,,
2019-05-23T09:57:48.117-0400,274,417,100,793,,,,,,
2019-05-23T09:57:48.910-0400,262,455,127,849,,,,,,
2019-05-23T09:57:49.760-0400,230,271,555,1057,,,,,,
2019-05-23T09:57:50.817-0400,313,852,80,1249,,,,,,
2019-05-23T09:57:52.067-0400,194,354,1166,1715,,,,,,
2019-05-23T09:57:53.782-0400,293,468,96,864,,,,,,
2019-05-23T09:57:54.647-0400,390,270,269,931,,,,,,
2019-05-23T09:57:55.579-0400,252,452,84,791,,,,,,
2019-05-23T09:57:56.370-0400,243,495,1184,1923,,,,,,
2019-05-23T09:57:58.294-0400,298,366,126,803,,,,,,
2019-05-23T09:57:59.098-0400,283,302,250,849,,,,,,
2019-05-23T09:57:59.947-0400,285,454,100,841,,,,,,
2019-05-23T09:58:00.788-0400,238,270,225,740,,,,,,
2019-05-23T09:58:01.529-0400,285,408,90,785,,,,,,
2019-05-23T09:58:02.315-0400,281,290,76,654,,,,,,
2019-05-23T09:58:02.970-0400,269,389,154,814,,,,,,
2019-05-23T09:58:03.784-0400,245,756,80,1084,,,,,,
2019-05-23T09:58:04.868-0400,293,442,89,833,,,,,,
2019-05-23T09:58:05.701-0400,389,285,83,758,,,,,,
2019-05-23T09:58:06.460-0400,237,479,274,992,,,,,,
2019-05-23T09:58:07.452-0400,230,282,63,577,,,,,,
2019-05-23T09:58:08.029-0400,204,266,1767,2239,,,,,,
2019-05-23T09:58:10.269-0400,267,269,128,665,,,,,,
2019-05-23T09:58:10.934-0400,286,250,841,1384,,,,,,
2019-05-23T09:58:12.319-0400,270,490,88,849,,,,,,
2019-05-23T09:58:13.169-0400,209,319,1572,2104,,,,,,
2019-05-23T09:58:15.273-0400,279,304,59,644,,,,,,
2019-05-23T09:58:15.917-0400,206,285,289,784,,,,,,
2019-05-23T09:58:16.702-0400,333,295,65,694,,,,,,
2019-05-23T09:58:17.396-0400,217,588,95,904,,,,,,
2019-05-23T09:58:18.301-0400,273,454,98,827,,,,,,
2019-05-23T09:58:19.129-0400,220,333,412,966,,,,,,
2019-05-23T09:58:20.096-0400,210,309,64,593,,,,,,
2019-05-23T09:58:20.689-0400,196,246,650,1107,,,,,,
2019-05-23T09:58:21.797-0400,280,374,109,774,,,,,,
2019-05-23T09:58:22.571-0400,298,449,162,917,,,,,,
2019-05-23T09:58:23.488-0400,245,740,93,1079,,,,,,
2019-05-23T09:58:24.568-0400,235,459,113,809,,,,,,
2019-05-23T09:58:25.378-0400,220,302,89,612,,,,,,
2019-05-23T09:58:25.990-0400,249,973,88,1312,,,,,,
2019-05-23T09:58:27.303-0400,212,522,93,829,,,,,,
2019-05-23T09:58:28.132-0400,307,517,86,913,,,,,,
2019-05-23T09:58:29.046-0400,202,521,98,823,,,,,,
2019-05-23T09:58:29.869-0400,335,492,129,961,,,,,,
2019-05-23T09:58:30.831-0400,292,492,82,869,,,,,,
2019-05-23T09:58:31.701-0400,321,254,83,663,,,,,,
2019-05-23T09:58:32.365-0400,265,420,98,788,,,,,,
2019-05-23T09:58:33.153-0400,277,272,164,714,,,,,,
2019-05-23T09:58:33.868-0400,250,674,120,1045,,,,,,
2019-05-23T09:58:34.913-0400,282,335,168,790,,,,,,
2019-05-23T09:58:35.704-0400,276,465,132,913,,,,,,
2019-05-23T09:58:36.617-0400,340,390,141,873,,,,,,
2019-05-23T09:58:37.490-0400,308,470,98,881,,,,,,
2019-05-23T09:58:38.372-0400,268,450,121,841,,,,,,
2019-05-23T09:58:39.214-0400,306,326,160,797,,,,,,
2019-05-23T09:58:40.011-0400,242,383,69,710,,,,,,
2019-05-23T09:58:40.722-0400,209,221,307,738,,,,,,
2019-05-23T09:58:41.461-0400,304,712,108,1125,,,,,,
2019-05-23T09:58:42.586-0400,329,266,164,760,,,,,,
2019-05-23T09:58:43.347-0400,272,388,113,777,,,,,,
2019-05-23T09:58:44.124-0400,299,714,989,2007,,,,,,
2019-05-23T09:58:46.131-0400,297,226,76,613,,,,,,
2019-05-23T09:58:46.745-0400,343,625,80,1050,,,,,,
2019-05-23T09:58:47.796-0400,266,452,85,804,,,,,,
2019-05-23T09:58:48.601-0400,291,441,92,846,,,,,,
2019-05-23T09:58:49.447-0400,233,575,187,996,,,,,,
2019-05-23T09:58:50.444-0400,279,270,64,619,,,,,,
2019-05-23T09:58:51.064-0400,258,290,178,731,,,,,,
2019-05-23T09:58:51.795-0400,312,712,83,1119,,,,,,
2019-05-23T09:58:52.915-0400,289,426,84,802,,,,,,
2019-05-23T09:58:53.718-0400,257,314,198,773,,,,,,
2019-05-23T09:58:54.491-0400,307,576,135,1025,,,,,,
2019-05-23T09:58:55.517-0400,296,482,83,862,,,,,,
2019-05-23T09:58:56.380-0400,284,451,78,819,,,,,,
2019-05-23T09:58:57.199-0400,207,526,108,847,,,,,,
2019-05-23T09:58:58.047-0400,354,456,93,904,,,,,,
2019-05-23T09:58:58.952-0400,360,305,248,919,,,,,,
2019-05-23T09:58:59.872-0400,333,307,71,711,,,,,,
2019-05-23T09:59:00.584-0400,204,384,85,674,,,,,,
2019-05-23T09:59:01.258-0400,250,286,238,782,,,,,,
2019-05-23T09:59:02.041-0400,321,684,95,1112,,,,,,
2019-05-23T09:59:03.153-0400,242,419,261,930,,,,,,
2019-05-23T09:59:04.084-0400,301,406,97,810,,,,,,
2019-05-23T09:59:04.894-0400,282,536,86,907,,,,,,
2019-05-23T09:59:05.802-0400,249,244,232,728,,,,,,
2019-05-23T09:59:06.531-0400,283,305,225,815,,,,,,
2019-05-23T09:59:07.347-0400,324,504,126,956,,,,,,
2019-05-23T09:59:08.303-0400,224,307,208,740,,,,,,
2019-05-23T09:59:09.044-0400,202,257,59,519,,,,,,
2019-05-23T09:59:09.564-0400,173,257,83,514,,,,,,
2019-05-23T09:59:10.078-0400,346,281,1026,1662,,,,,,
2019-05-23T09:59:11.740-0400,233,359,79,675,,,,,,
2019-05-23T09:59:12.416-0400,230,654,109,999,,,,,,
2019-05-23T09:59:13.416-0400,353,306,149,812,,,,,,
2019-05-23T09:59:14.229-0400,262,246,55,582,,,,,,
2019-05-23T09:59:14.811-0400,209,833,86,1139,,,,,,
2019-05-23T09:59:15.951-0400,279,318,100,701,,,,,,
2019-05-23T09:59:16.652-0400,226,240,175,642,,,,,,
2019-05-23T09:59:17.295-0400,268,747,90,1118,,,,,,
2019-05-23T09:59:18.413-0400,345,578,90,1014,,,,,,
2019-05-23T09:59:19.428-0400,331,302,75,720,,,,,,
2019-05-23T09:59:20.149-0400,244,475,105,829,,,,,,
2019-05-23T09:59:20.979-0400,263,356,102,727,,,,,,
2019-05-23T09:59:21.707-0400,282,524,73,880,,,,,,
2019-05-23T09:59:22.587-0400,273,574,100,949,,,,,,
2019-05-23T09:59:23.537-0400,245,370,150,774,,,,,,
2019-05-23T09:59:24.312-0400,273,361,74,720,,,,,,
2019-05-23T09:59:25.032-0400,283,522,938,1745,,,,,,
2019-05-23T09:59:26.777-0400,254,498,96,855,,,,,,
2019-05-23T09:59:27.633-0400,313,607,2180,3117,,,,,,
2019-05-23T09:59:30.750-0400,255,387,108,757,,,,,,
2019-05-23T09:59:31.508-0400,283,283,379,951,,,,,,
2019-05-23T09:59:32.459-0400,310,627,171,1117,,,,,,
2019-05-23T09:59:33.577-0400,3673,397,212,4284,,,,,,
2019-05-23T09:59:37.861-0400,225,498,1013,1742,,,,,,
2019-05-23T09:59:39.604-0400,338,288,161,788,,,,,,
2019-05-23T09:59:40.393-0400,354,705,144,1205,,,,,,
2019-05-23T09:59:41.599-0400,241,292,525,1065,,,,,,
2019-05-23T09:59:42.664-0400,268,777,1996,3050,,,,,,
2019-05-23T09:59:45.715-0400,345,323,85,761,,,,,,
2019-05-23T09:59:46.476-0400,278,214,155,692,,,,,,
2019-05-23T09:59:47.168-0400,243,277,73,596,,,,,,
2019-05-23T09:59:47.765-0400,263,697,2015,2981,,,,,,
2019-05-23T09:59:50.746-0400,246,510,113,870,,,,,,
2019-05-23T09:59:51.616-0400,212,296,62,572,,,,,,
2019-05-23T09:59:52.189-0400,201,397,268,874,,,,,,
2019-05-23T09:59:53.063-0400,224,661,134,1036,,,,,,
2019-05-23T09:59:54.099-0400,232,440,94,766,,,,,,
2019-05-23T09:59:54.866-0400,288,434,89,818,,,,,,
2019-05-23T09:59:55.685-0400,269,341,182,797,,,,,,
2019-05-23T09:59:56.482-0400,220,419,131,774,,,,,,
2019-05-23T09:59:57.256-0400,264,340,72,678,,,,,,
2019-05-23T09:59:57.935-0400,199,834,111,1151,,,,,,
2019-05-23T09:59:59.086-0400,263,241,112,621,,,,,,
2019-05-23T09:59:59.708-0400,290,348,65,710,,,,,,
2019-05-23T10:00:00.418-0400,189,830,100,1121,,,,,,
2019-05-23T10:00:01.540-0400,290,370,76,738,,,,,,
2019-05-23T10:00:02.279-0400,222,460,101,785,,,,,,
2019-05-23T10:00:03.064-0400,243,660,96,1013,,,,,,
2019-05-23T10:00:04.077-0400,285,457,82,833,,,,,,
2019-05-23T10:00:04.910-0400,297,515,92,950,,,,,,
2019-05-23T10:00:05.861-0400,352,253,74,680,,,,,,
2019-05-23T10:00:06.542-0400,322,358,152,838,,,,,,
2019-05-23T10:00:07.380-0400,220,356,95,672,,,,,,
2019-05-23T10:00:08.053-0400,238,811,105,1182,,,,,,
2019-05-23T10:00:09.235-0400,257,267,81,610,,,,,,
2019-05-23T10:00:09.846-0400,277,252,76,612,,,,,,
2019-05-23T10:00:10.458-0400,380,741,115,1240,,,,,,
2019-05-23T10:00:11.699-0400,398,287,80,772,,,,,,
2019-05-23T10:00:12.472-0400,273,282,271,827,,,,,,
2019-05-23T10:00:13.300-0400,244,578,76,910,,,,,,
2019-05-23T10:00:14.210-0400,624,703,67,1413,,,,,,
2019-05-23T10:00:15.624-0400,303,754,103,1164,,,,,,
2019-05-23T10:00:16.789-0400,269,445,91,807,,,,,,
2019-05-23T10:00:17.596-0400,315,512,122,956,,,,,,
2019-05-23T10:00:18.553-0400,252,314,76,646,,,,,,
2019-05-23T10:00:19.200-0400,238,334,176,750,,,,,,
2019-05-23T10:00:19.951-0400,226,497,97,823,,,,,,
2019-05-23T10:00:20.774-0400,298,733,94,1134,,,,,,
2019-05-23T10:00:21.909-0400,303,364,84,753,,,,,,
2019-05-23T10:00:22.663-0400,284,337,524,1148,,,,,,
2019-05-23T10:00:23.811-0400,257,311,77,646,,,,,,
2019-05-23T10:00:24.458-0400,253,322,169,749,,,,,,
2019-05-23T10:00:25.207-0400,230,383,140,759,,,,,,
2019-05-23T10:00:25.966-0400,262,700,110,1073,,,,,,
2019-05-23T10:00:27.040-0400,269,538,103,915,,,,,,
2019-05-23T10:00:27.955-0400,266,310,61,638,,,,,,
2019-05-23T10:00:28.594-0400,237,549,119,911,,,,,,
2019-05-23T10:00:29.505-0400,339,276,77,693,,,,,,
2019-05-23T10:00:30.199-0400,248,305,316,896,,,,,,
2019-05-23T10:00:31.096-0400,319,470,99,900,,,,,,
2019-05-23T10:00:31.997-0400,352,277,232,862,,,,,,
2019-05-23T10:00:32.859-0400,258,267,482,1029,,,,,,
2019-05-23T10:00:33.889-0400,225,490,1169,1887,,,,,,
2019-05-23T10:00:35.777-0400,242,529,83,859,,,,,,
2019-05-23T10:00:36.637-0400,339,492,132,969,,,,,,
2019-05-23T10:00:37.606-0400,241,543,91,878,,,,,,
2019-05-23T10:00:38.485-0400,267,695,73,1043,,,,,,
2019-05-23T10:00:39.528-0400,320,356,97,774,,,,,,
2019-05-23T10:00:40.303-0400,210,281,71,570,,,,,,
2019-05-23T10:00:40.874-0400,203,311,285,800,,,,,,
2019-05-23T10:00:41.675-0400,216,386,68,672,,,,,,
2019-05-23T10:00:42.348-0400,250,225,97,576,,,,,,
2019-05-23T10:00:42.924-0400,218,345,62,626,,,,,,
2019-05-23T10:00:43.551-0400,194,890,339,1591,,,,,,
Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,
2019-05-23T09:51:52.631-0400,2794,1029,300,4621,,,,,,
2019-05-23T09:51:57.253-0400,1334,746,176,2262,,,,,,
2019-05-23T09:51:59.515-0400,790,474,175,1445,,,,,,
2019-05-23T09:52:00.961-0400,782,457,160,1405,,,,,,
2019-05-23T09:52:02.366-0400,519,607,155,1285,,,,,,
2019-05-23T09:52:03.652-0400,594,1184,134,1916,,,,,,
2019-05-23T09:52:05.568-0400,390,983,124,1509,,,,,,
2019-05-23T09:52:07.078-0400,425,506,109,1043,,,,,,
2019-05-23T09:52:08.121-0400,430,711,132,1311,,,,,,
2019-05-23T09:52:09.432-0400,373,309,183,914,,,,,,
2019-05-23T09:52:10.347-0400,334,303,133,779,,,,,,
2019-05-23T09:52:11.127-0400,299,408,103,814,,,,,,
2019-05-23T09:52:11.941-0400,332,336,291,963,,,,,,
2019-05-23T09:52:12.905-0400,367,350,104,826,,,,,,
2019-05-23T09:52:13.731-0400,304,531,120,957,,,,,,
2019-05-23T09:52:14.689-0400,320,575,93,994,,,,,,
2019-05-23T09:52:15.683-0400,240,990,87,1340,,,,,,
2019-05-23T09:52:17.024-0400,311,500,93,907,,,,,,
2019-05-23T09:52:17.932-0400,364,354,72,791,,,,,,
2019-05-23T09:52:18.724-0400,346,445,91,885,,,,,,
2019-05-23T09:52:19.610-0400,275,367,273,918,,,,,,
2019-05-23T09:52:20.529-0400,289,311,85,687,,,,,,
2019-05-23T09:52:21.217-0400,227,594,84,917,,,,,,
2019-05-23T09:52:22.134-0400,342,475,108,928,,,,,,
2019-05-23T09:52:23.063-0400,335,487,120,944,,,,,,
2019-05-23T09:52:24.007-0400,258,441,107,808,,,,,,
2019-05-23T09:52:24.816-0400,289,308,77,676,,,,,,
2019-05-23T09:52:25.492-0400,318,354,77,755,,,,,,
2019-05-23T09:52:26.248-0400,233,672,95,1005,,,,,,
2019-05-23T09:52:27.254-0400,270,554,94,920,,,,,,
2019-05-23T09:52:28.175-0400,353,401,76,835,,,,,,
2019-05-23T09:52:29.010-0400,241,463,106,811,,,,,,
2019-05-23T09:52:29.822-0400,243,295,77,622,,,,,,
2019-05-23T09:52:30.444-0400,242,307,169,720,,,,,,
2019-05-23T09:52:31.164-0400,260,751,85,1098,,,,,,
2019-05-23T09:52:32.263-0400,318,410,219,951,,,,,,
2019-05-23T09:52:33.215-0400,291,389,86,769,,,,,,
2019-05-23T09:52:33.985-0400,235,516,87,885,,,,,,
2019-05-23T09:52:34.870-0400,275,256,256,789,,,,,,
2019-05-23T09:52:35.659-0400,277,337,86,709,,,,,,
2019-05-23T09:52:36.369-0400,270,493,194,962,,,,,,
2019-05-23T09:52:37.332-0400,258,282,104,650,,,,,,
2019-05-23T09:52:37.982-0400,263,282,222,769,,,,,,
2019-05-23T09:52:38.752-0400,286,818,92,1201,,,,,,
2019-05-23T09:52:39.953-0400,220,421,755,1402,,,,,,
2019-05-23T09:52:41.355-0400,323,733,88,1147,,,,,,
2019-05-23T09:52:42.503-0400,288,294,439,1023,,,,,,
2019-05-23T09:52:43.526-0400,307,308,110,745,,,,,,
2019-05-23T09:52:44.272-0400,276,300,169,747,,,,,,
2019-05-23T09:52:45.020-0400,310,361,167,839,,,,,,
2019-05-23T09:52:45.860-0400,283,315,226,830,,,,,,
2019-05-23T09:52:46.690-0400,222,487,1087,1804,,,,,,
2019-05-23T09:52:48.495-0400,300,381,84,771,,,,,,
2019-05-23T09:52:49.266-0400,640,288,62,994,,,,,,
2019-05-23T09:52:50.261-0400,239,271,89,631,,,,,,
2019-05-23T09:52:50.892-0400,197,450,82,733,,,,,,
2019-05-23T09:52:51.625-0400,235,694,109,1040,,,,,,
2019-05-23T09:52:52.666-0400,243,278,112,687,,,,,,
2019-05-23T09:52:53.353-0400,270,333,93,698,,,,,,
2019-05-23T09:52:54.051-0400,274,632,392,1303,,,,,,
2019-05-23T09:52:55.355-0400,278,335,64,679,,,,,,
2019-05-23T09:52:56.035-0400,339,340,699,1380,,,,,,
2019-05-23T09:52:57.415-0400,245,321,143,720,,,,,,
2019-05-23T09:52:58.136-0400,265,308,392,972,,,,,,
2019-05-23T09:52:59.109-0400,177,839,980,2004,,,,,,
2019-05-23T09:53:01.113-0400,245,344,140,735,,,,,,
2019-05-23T09:53:01.849-0400,239,598,173,1011,,,,,,
2019-05-23T09:53:02.860-0400,203,283,60,637,,,,,,
2019-05-23T09:53:03.498-0400,243,267,486,997,,,,,,
2019-05-23T09:53:04.496-0400,270,482,107,863,,,,,,
2019-05-23T09:53:05.360-0400,304,540,80,942,,,,,,
2019-05-23T09:53:06.302-0400,196,240,210,650,,,,,,
2019-05-23T09:53:06.953-0400,262,594,82,944,,,,,,
2019-05-23T09:53:07.897-0400,239,287,597,1124,,,,,,
2019-05-23T09:53:09.022-0400,195,245,61,503,,,,,,
2019-05-23T09:53:09.526-0400,192,763,1177,2133,,,,,,
2019-05-23T09:53:11.659-0400,339,919,87,1354,,,,,,
2019-05-23T09:53:13.014-0400,243,312,177,736,,,,,,
2019-05-23T09:53:13.751-0400,249,245,70,575,,,,,,
2019-05-23T09:53:14.326-0400,293,871,83,1250,,,,,,
2019-05-23T09:53:15.577-0400,243,446,127,823,,,,,,
2019-05-23T09:53:16.401-0400,234,335,110,691,,,,,,
2019-05-23T09:53:17.092-0400,227,730,83,1045,,,,,,
2019-05-23T09:53:18.137-0400,319,412,119,852,,,,,,
2019-05-23T09:53:18.990-0400,271,338,120,734,,,,,,
2019-05-23T09:53:19.725-0400,260,629,123,1018,,,,,,
2019-05-23T09:53:20.743-0400,213,295,69,587,,,,,,
2019-05-23T09:53:21.330-0400,199,362,68,693,,,,,,
2019-05-23T09:53:22.024-0400,204,947,167,1339,,,,,,
2019-05-23T09:53:23.363-0400,266,466,91,915,,,,,,
2019-05-23T09:53:24.278-0400,283,337,74,696,,,,,,
2019-05-23T09:53:24.975-0400,216,361,104,684,,,,,,
2019-05-23T09:53:25.660-0400,741,624,356,1722,,,,,,
2019-05-23T09:53:27.383-0400,858,492,363,1723,,,,,,
2019-05-23T09:53:29.106-0400,735,808,76,1620,,,,,,
2019-05-23T09:53:30.727-0400,202,331,74,609,,,,,,
2019-05-23T09:53:31.337-0400,234,318,61,615,,,,,,
2019-05-23T09:53:31.952-0400,214,243,67,526,,,,,,
2019-05-23T09:53:32.479-0400,179,738,91,1017,,,,,,
2019-05-23T09:53:33.497-0400,241,256,96,595,,,,,,
2019-05-23T09:53:34.092-0400,236,518,87,842,,,,,,
2019-05-23T09:53:34.935-0400,220,663,86,972,,,,,,
2019-05-23T09:53:35.908-0400,240,337,165,746,,,,,,
2019-05-23T09:53:36.654-0400,252,374,64,691,,,,,,
