Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,
2019-05-23T09:57:38.389-0400,226,668,79,979,,,,,,
2019-05-23T09:57:39.369-0400,253,484,107,851,,,,,,
2019-05-23T09:57:40.221-0400,366,281,74,723,,,,,,
2019-05-23T09:57:40.944-0400,218,544,91,855,,,,,,
2019-05-23T09:57:41.800-0400,222,333,71,627,,,,,,
2019-05-23T09:57:42.428-0400,203,313,440,957,,,,,,
2019-05-23T09:57:43.386-0400,303,717,99,1122,,,,,,
2019-05-23T09:57:44.508-0400,270,449,1099,1819,,,,,,
2019-05-23T09:57:46.328-0400,370,368,67,811,,,,,,
2019-05-23T09:57:47.139-0400,295,312,379,993,,,,,,
2019-05-23T09:57:48.133-0400,267,408,109,785,,,,,,
2019-05-23T09:57:48.919-0400,271,437,115,826,,,,,,
2019-05-23T09:57:49.745-0400,196,290,583,1071,,,,,,
2019-05-23T09:57:50.817-0400,372,934,70,1380,,,,,,
2019-05-23T09:57:52.198-0400,1562,783,73,2419,,,,,,
2019-05-23T09:57:54.618-0400,383,309,295,990,,,,,,
2019-05-23T09:57:55.608-0400,239,436,85,766,,,,,,
2019-05-23T09:57:56.375-0400,256,477,1177,1913,,,,,,
2019-05-23T09:57:58.289-0400,297,307,135,756,,,,,,
2019-05-23T09:57:59.046-0400,285,302,262,851,,,,,,
2019-05-23T09:57:59.897-0400,296,493,98,888,,,,,,
2019-05-23T09:58:00.786-0400,236,261,228,727,,,,,,
2019-05-23T09:58:01.517-0400,259,449,86,800,,,,,,
2019-05-23T09:58:02.318-0400,348,275,74,699,,,,,,
2019-05-23T09:58:03.017-0400,233,363,171,773,,,,,,
2019-05-23T09:58:03.791-0400,253,740,89,1087,,,,,,
2019-05-23T09:58:04.878-0400,266,460,88,815,,,,,,
2019-05-23T09:58:05.694-0400,237,333,168,794,,,,,,
2019-05-23T09:58:06.488-0400,234,695,77,1007,,,,,,
2019-05-23T09:58:07.496-0400,272,294,86,658,,,,,,
2019-05-23T09:58:08.155-0400,246,336,1529,2115,,,,,,
2019-05-23T09:58:10.271-0400,206,289,57,624,,,,,,
2019-05-23T09:58:10.895-0400,206,303,912,1423,,,,,,
2019-05-23T09:58:12.319-0400,280,480,117,878,,,,,,
2019-05-23T09:58:13.198-0400,249,343,1497,2090,,,,,,
2019-05-23T09:58:15.288-0400,243,375,65,685,,,,,,
2019-05-23T09:58:15.974-0400,207,281,247,737,,,,,,
2019-05-23T09:58:16.711-0400,352,349,103,805,,,,,,
2019-05-23T09:58:17.516-0400,230,456,85,777,,,,,,
2019-05-23T09:58:18.293-0400,295,437,105,841,,,,,,
2019-05-23T09:58:19.134-0400,291,384,288,966,,,,,,
2019-05-23T09:58:20.101-0400,222,339,73,635,,,,,,
2019-05-23T09:58:20.737-0400,206,283,554,1044,,,,,,
2019-05-23T09:58:21.782-0400,319,372,119,826,,,,,,
2019-05-23T09:58:22.608-0400,290,420,86,797,,,,,,
2019-05-23T09:58:23.406-0400,274,794,94,1168,,,,,,
2019-05-23T09:58:24.574-0400,255,433,142,859,,,,,,
2019-05-23T09:58:25.434-0400,243,276,63,583,,,,,,
2019-05-23T09:58:26.017-0400,204,303,68,577,,,,,,
2019-05-23T09:58:26.595-0400,171,447,80,702,,,,,,
2019-05-23T09:58:27.298-0400,194,543,92,832,,,,,,
2019-05-23T09:58:28.130-0400,337,489,94,921,,,,,,
2019-05-23T09:58:29.052-0400,257,460,91,816,,,,,,
2019-05-23T09:58:29.868-0400,259,570,126,957,,,,,,
2019-05-23T09:58:30.826-0400,306,484,89,883,,,,,,
2019-05-23T09:58:31.709-0400,334,240,76,656,,,,,,
2019-05-23T09:58:32.365-0400,269,414,90,782,,,,,,
2019-05-23T09:58:33.148-0400,293,292,149,736,,,,,,
2019-05-23T09:58:33.885-0400,247,659,123,1043,,,,,,
2019-05-23T09:58:34.928-0400,279,304,182,767,,,,,,
2019-05-23T09:58:35.696-0400,226,522,134,890,,,,,,
2019-05-23T09:58:36.586-0400,339,423,175,938,,,,,,
2019-05-23T09:58:37.525-0400,337,410,103,853,,,,,,
2019-05-23T09:58:38.378-0400,237,472,98,808,,,,,,
2019-05-23T09:58:39.187-0400,271,343,247,861,,,,,,
2019-05-23T09:58:40.049-0400,356,363,60,781,,,,,,
2019-05-23T09:58:40.830-0400,210,267,187,665,,,,,,
2019-05-23T09:58:41.495-0400,310,669,100,1083,,,,,,
2019-05-23T09:58:42.579-0400,269,311,175,758,,,,,,
2019-05-23T09:58:43.338-0400,251,418,110,780,,,,,,
2019-05-23T09:58:44.119-0400,279,741,979,2001,,,,,,
2019-05-23T09:58:46.121-0400,250,262,83,596,,,,,,
2019-05-23T09:58:46.717-0400,288,694,103,1107,,,,,,
2019-05-23T09:58:47.825-0400,292,396,99,794,,,,,,
2019-05-23T09:58:48.619-0400,261,450,94,827,,,,,,
2019-05-23T09:58:49.447-0400,274,534,105,924,,,,,,
2019-05-23T09:58:50.372-0400,281,308,69,663,,,,,,
2019-05-23T09:58:51.035-0400,236,342,178,757,,,,,,
2019-05-23T09:58:51.792-0400,313,716,112,1151,,,,,,
2019-05-23T09:58:52.944-0400,297,390,86,774,,,,,,
2019-05-23T09:58:53.719-0400,297,310,166,776,,,,,,
2019-05-23T09:58:54.495-0400,350,530,135,1017,,,,,,
2019-05-23T09:58:55.512-0400,303,478,84,871,,,,,,
2019-05-23T09:58:56.384-0400,295,440,93,832,,,,,,
2019-05-23T09:58:57.217-0400,277,439,107,830,,,,,,
2019-05-23T09:58:58.047-0400,302,507,95,912,,,,,,
2019-05-23T09:58:58.959-0400,459,248,193,907,,,,,,
2019-05-23T09:58:59.866-0400,315,330,116,769,,,,,,
2019-05-23T09:59:00.636-0400,208,327,87,623,,,,,,
2019-05-23T09:59:01.260-0400,268,279,154,703,,,,,,
2019-05-23T09:59:01.963-0400,306,776,113,1197,,,,,,
2019-05-23T09:59:03.161-0400,292,402,222,917,,,,,,
2019-05-23T09:59:04.078-0400,290,424,96,812,,,,,,
2019-05-23T09:59:04.890-0400,282,542,87,913,,,,,,
2019-05-23T09:59:05.804-0400,230,335,162,732,,,,,,
2019-05-23T09:59:06.536-0400,302,291,224,819,,,,,,
2019-05-23T09:59:07.356-0400,234,582,117,953,,,,,,
2019-05-23T09:59:08.310-0400,229,296,222,750,,,,,,
2019-05-23T09:59:09.060-0400,282,310,83,687,,,,,,
2019-05-23T09:59:09.747-0400,231,576,1203,2013,,,,,,
2019-05-23T09:59:11.760-0400,274,303,80,660,,,,,,
2019-05-23T09:59:12.420-0400,194,684,90,976,,,,,,
2019-05-23T09:59:13.397-0400,331,318,129,789,,,,,,
2019-05-23T09:59:14.187-0400,250,289,64,605,,,,,,
2019-05-23T09:59:14.792-0400,221,840,83,1158,,,,,,
2019-05-23T09:59:15.951-0400,268,338,89,701,,,,,,
2019-05-23T09:59:16.652-0400,225,230,179,640,,,,,,
2019-05-23T09:59:17.292-0400,312,706,92,1120,,,,,,
2019-05-23T09:59:18.413-0400,355,569,84,1009,,,,,,
2019-05-23T09:59:19.422-0400,320,332,82,735,,,,,,
2019-05-23T09:59:20.158-0400,244,466,109,822,,,,,,
2019-05-23T09:59:20.980-0400,268,341,67,690,,,,,,
2019-05-23T09:59:21.671-0400,333,508,113,960,,,,,,
2019-05-23T09:59:22.632-0400,285,518,99,949,,,,,,
2019-05-23T09:59:23.581-0400,299,328,128,758,,,,,,
2019-05-23T09:59:24.340-0400,268,366,75,719,,,,,,
2019-05-23T09:59:25.060-0400,284,497,928,1719,,,,,,
2019-05-23T09:59:26.780-0400,255,494,96,849,,,,,,
2019-05-23T09:59:27.629-0400,332,594,2203,3135,,,,,,
2019-05-23T09:59:30.764-0400,232,397,105,734,,,,,,
2019-05-23T09:59:31.502-0400,254,258,434,947,,,,,,
2019-05-23T09:59:32.450-0400,318,629,167,1124,,,,,,
2019-05-23T09:59:33.574-0400,657,289,499,1448,,,,,,
2019-05-23T09:59:35.022-0400,286,716,1062,2066,,,,,,
2019-05-23T09:59:37.089-0400,266,333,194,801,,,,,,
2019-05-23T09:59:37.890-0400,307,521,883,1714,,,,,,
2019-05-23T09:59:39.605-0400,339,322,154,821,,,,,,
2019-05-23T09:59:40.426-0400,322,704,143,1173,,,,,,
2019-05-23T09:59:41.600-0400,255,568,246,1071,,,,,,
2019-05-23T09:59:42.672-0400,267,770,2000,3050,,,,,,
2019-05-23T09:59:45.722-0400,352,313,88,755,,,,,,
2019-05-23T09:59:46.478-0400,238,241,148,629,,,,,,
2019-05-23T09:59:47.108-0400,280,314,76,676,,,,,,
2019-05-23T09:59:47.784-0400,260,683,2012,2962,,,,,,
2019-05-23T09:59:50.747-0400,244,511,112,868,,,,,,
2019-05-23T09:59:51.616-0400,212,302,63,582,,,,,,
2019-05-23T09:59:52.199-0400,179,426,274,882,,,,,,
2019-05-23T09:59:53.081-0400,306,563,106,977,,,,,,
2019-05-23T09:59:54.059-0400,223,487,88,802,,,,,,
2019-05-23T09:59:54.861-0400,286,445,70,807,,,,,,
2019-05-23T09:59:55.669-0400,251,371,187,811,,,,,,
2019-05-23T09:59:56.481-0400,215,427,130,773,,,,,,
2019-05-23T09:59:57.254-0400,300,316,93,711,,,,,,
2019-05-23T09:59:57.965-0400,228,777,107,1113,,,,,,
2019-05-23T09:59:59.079-0400,258,263,94,619,,,,,,
2019-05-23T09:59:59.698-0400,693,279,80,1053,,,,,,
2019-05-23T10:00:00.751-0400,201,486,100,798,,,,,,
2019-05-23T10:00:01.550-0400,286,362,103,758,,,,,,
2019-05-23T10:00:02.308-0400,263,393,125,782,,,,,,
2019-05-23T10:00:03.091-0400,244,644,97,1002,,,,,,
2019-05-23T10:00:04.094-0400,262,463,85,816,,,,,,
2019-05-23T10:00:04.911-0400,296,516,90,935,,,,,,
2019-05-23T10:00:05.846-0400,420,260,78,771,,,,,,
2019-05-23T10:00:06.617-0400,301,300,137,753,,,,,,
2019-05-23T10:00:07.371-0400,242,305,105,658,,,,,,
2019-05-23T10:00:08.030-0400,247,825,84,1161,,,,,,
2019-05-23T10:00:09.192-0400,247,294,71,619,,,,,,
2019-05-23T10:00:09.811-0400,230,273,120,638,,,,,,
2019-05-23T10:00:10.450-0400,417,714,107,1239,,,,,,
2019-05-23T10:00:11.689-0400,292,338,72,704,,,,,,
2019-05-23T10:00:12.394-0400,271,293,275,841,,,,,,
2019-05-23T10:00:13.235-0400,254,633,89,977,,,,,,
2019-05-23T10:00:14.213-0400,632,436,249,1324,,,,,,
2019-05-23T10:00:15.537-0400,280,863,114,1259,,,,,,
2019-05-23T10:00:16.797-0400,261,443,99,804,,,,,,
2019-05-23T10:00:17.602-0400,211,612,124,948,,,,,,
2019-05-23T10:00:18.551-0400,233,340,77,657,,,,,,
2019-05-23T10:00:19.209-0400,254,311,200,766,,,,,,
2019-05-23T10:00:19.975-0400,246,453,77,777,,,,,,
2019-05-23T10:00:20.753-0400,313,739,105,1159,,,,,,
2019-05-23T10:00:21.912-0400,301,351,86,739,,,,,,
2019-05-23T10:00:22.651-0400,297,383,490,1176,,,,,,
2019-05-23T10:00:23.828-0400,278,351,66,699,,,,,,
2019-05-23T10:00:24.527-0400,271,241,195,708,,,,,,
2019-05-23T10:00:25.236-0400,297,346,95,742,,,,,,
2019-05-23T10:00:25.978-0400,293,657,109,1070,,,,,,
2019-05-23T10:00:27.048-0400,288,511,103,907,,,,,,
2019-05-23T10:00:27.955-0400,275,302,147,726,,,,,,
2019-05-23T10:00:28.682-0400,205,494,121,827,,,,,,
2019-05-23T10:00:29.510-0400,319,289,79,692,,,,,,
2019-05-23T10:00:30.202-0400,263,317,276,893,,,,,,
2019-05-23T10:00:31.096-0400,302,483,95,900,,,,,,
2019-05-23T10:00:31.996-0400,330,246,285,863,,,,,,
2019-05-23T10:00:32.859-0400,263,311,493,1068,,,,,,
2019-05-23T10:00:33.928-0400,243,437,1179,1875,,,,,,
2019-05-23T10:00:35.803-0400,281,464,91,838,,,,,,
2019-05-23T10:00:36.642-0400,309,517,82,936,,,,,,
2019-05-23T10:00:37.579-0400,213,599,73,888,,,,,,
2019-05-23T10:00:38.467-0400,219,761,95,1079,,,,,,
2019-05-23T10:00:39.546-0400,262,381,72,721,,,,,,
2019-05-23T10:00:40.268-0400,227,299,84,613,,,,,,
2019-05-23T10:00:40.882-0400,199,309,284,793,,,,,,
2019-05-23T10:00:41.675-0400,216,379,72,673,,,,,,
2019-05-23T10:00:42.349-0400,259,256,130,646,,,,,,
2019-05-23T10:00:42.995-0400,203,321,64,590,,,,,,
2019-05-23T10:00:43.585-0400,193,859,519,1572,,,,,,
Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,
2019-05-23T09:51:52.631-0400,2816,990,320,4632,,,,,,
2019-05-23T09:51:57.264-0400,1293,773,222,2297,,,,,,
2019-05-23T09:51:59.562-0400,763,458,155,1381,,,,,,
2019-05-23T09:52:00.943-0400,676,513,206,1400,,,,,,
2019-05-23T09:52:02.344-0400,606,542,178,1331,,,,,,
2019-05-23T09:52:03.675-0400,562,1201,186,1953,,,,,,
2019-05-23T09:52:05.628-0400,393,919,131,1449,,,,,,
2019-05-23T09:52:07.078-0400,426,508,106,1052,,,,,,
2019-05-23T09:52:08.131-0400,422,706,128,1302,,,,,,
2019-05-23T09:52:09.434-0400,310,327,202,913,,,,,,
2019-05-23T09:52:10.347-0400,309,336,96,743,,,,,,
2019-05-23T09:52:11.091-0400,299,346,94,741,,,,,,
2019-05-23T09:52:11.833-0400,325,378,346,1052,,,,,,
2019-05-23T09:52:12.885-0400,271,379,80,737,,,,,,
2019-05-23T09:52:13.622-0400,305,634,112,1056,,,,,,
2019-05-23T09:52:14.679-0400,321,587,95,1007,,,,,,
2019-05-23T09:52:15.686-0400,296,932,96,1327,,,,,,
2019-05-23T09:52:17.014-0400,318,505,91,917,,,,,,
2019-05-23T09:52:17.932-0400,258,358,64,689,,,,,,
2019-05-23T09:52:18.621-0400,305,542,75,924,,,,,,
2019-05-23T09:52:19.546-0400,222,366,65,655,,,,,,
2019-05-23T09:52:20.202-0400,234,335,78,650,,,,,,
2019-05-23T09:52:20.852-0400,221,961,98,1281,,,,,,
2019-05-23T09:52:22.134-0400,294,524,109,939,,,,,,
2019-05-23T09:52:23.074-0400,319,488,79,889,,,,,,
2019-05-23T09:52:23.964-0400,313,430,120,872,,,,,,
2019-05-23T09:52:24.836-0400,246,316,88,657,,,,,,
2019-05-23T09:52:25.494-0400,290,384,72,749,,,,,,
2019-05-23T09:52:26.243-0400,242,669,97,1012,,,,,,
2019-05-23T09:52:27.256-0400,282,536,102,925,,,,,,
2019-05-23T09:52:28.181-0400,231,319,64,615,,,,,,
2019-05-23T09:52:28.797-0400,246,670,91,1008,,,,,,
2019-05-23T09:52:29.807-0400,210,335,68,619,,,,,,
2019-05-23T09:52:30.426-0400,229,297,125,652,,,,,,
2019-05-23T09:52:31.079-0400,261,831,87,1182,,,,,,
2019-05-23T09:52:32.262-0400,304,429,124,861,,,,,,
2019-05-23T09:52:33.124-0400,375,390,78,847,,,,,,
2019-05-23T09:52:33.971-0400,239,526,87,854,,,,,,
2019-05-23T09:52:34.825-0400,300,271,205,780,,,,,,
2019-05-23T09:52:35.605-0400,346,346,81,781,,,,,,
2019-05-23T09:52:36.386-0400,277,467,190,936,,,,,,
2019-05-23T09:52:37.323-0400,243,305,103,653,,,,,,
2019-05-23T09:52:37.976-0400,225,294,201,724,,,,,,
2019-05-23T09:52:38.701-0400,266,888,98,1258,,,,,,
2019-05-23T09:52:39.960-0400,477,329,580,1388,,,,,,
2019-05-23T09:52:41.348-0400,287,777,106,1194,,,,,,
2019-05-23T09:52:42.543-0400,306,456,222,987,,,,,,
2019-05-23T09:52:43.531-0400,256,332,133,727,,,,,,
2019-05-23T09:52:44.258-0400,241,349,184,785,,,,,,
2019-05-23T09:52:45.044-0400,361,297,204,868,,,,,,
2019-05-23T09:52:45.913-0400,286,278,153,718,,,,,,
2019-05-23T09:52:46.631-0400,230,537,1083,1855,,,,,,
2019-05-23T09:52:48.487-0400,280,395,81,776,,,,,,
2019-05-23T09:52:49.264-0400,242,408,65,716,,,,,,
2019-05-23T09:52:49.981-0400,232,340,69,652,,,,,,
2019-05-23T09:52:50.633-0400,233,286,432,952,,,,,,
2019-05-23T09:52:51.586-0400,209,759,118,1089,,,,,,
2019-05-23T09:52:52.676-0400,287,263,181,733,,,,,,
2019-05-23T09:52:53.409-0400,264,318,110,705,,,,,,
2019-05-23T09:52:54.114-0400,276,570,402,1251,,,,,,
2019-05-23T09:52:55.366-0400,313,350,169,834,,,,,,
2019-05-23T09:52:56.201-0400,283,327,500,1111,,,,,,
2019-05-23T09:52:57.312-0400,267,371,162,802,,,,,,
2019-05-23T09:52:58.115-0400,252,376,418,1047,,,,,,
2019-05-23T09:52:59.162-0400,308,655,979,1943,,,,,,
2019-05-23T09:53:01.106-0400,222,374,107,704,,,,,,
2019-05-23T09:53:01.811-0400,242,632,163,1041,,,,,,
2019-05-23T09:53:02.853-0400,261,289,163,719,,,,,,
2019-05-23T09:53:03.573-0400,287,324,336,955,,,,,,
2019-05-23T09:53:04.528-0400,207,512,78,799,,,,,,
2019-05-23T09:53:05.327-0400,324,417,77,821,,,,,,
2019-05-23T09:53:06.149-0400,227,279,125,746,,,,,,
2019-05-23T09:53:06.895-0400,222,693,94,1011,,,,,,
2019-05-23T09:53:07.906-0400,235,320,569,1125,,,,,,
2019-05-23T09:53:09.032-0400,217,239,68,531,,,,,,
2019-05-23T09:53:09.564-0400,233,683,1171,2093,,,,,,
2019-05-23T09:53:11.658-0400,339,920,83,1348,,,,,,
2019-05-23T09:53:13.006-0400,259,300,175,741,,,,,,
2019-05-23T09:53:13.748-0400,234,257,64,556,,,,,,
2019-05-23T09:53:14.304-0400,240,945,91,1278,,,,,,
2019-05-23T09:53:15.583-0400,244,442,122,810,,,,,,
2019-05-23T09:53:16.393-0400,257,334,113,711,,,,,,
2019-05-23T09:53:17.105-0400,253,691,79,1028,,,,,,
2019-05-23T09:53:18.134-0400,249,484,66,805,,,,,,
2019-05-23T09:53:18.939-0400,268,303,175,753,,,,,,
2019-05-23T09:53:19.692-0400,243,676,113,1047,,,,,,
2019-05-23T09:53:20.740-0400,258,324,69,655,,,,,,
2019-05-23T09:53:21.396-0400,212,321,127,662,,,,,,
2019-05-23T09:53:22.059-0400,244,872,128,1249,,,,,,
2019-05-23T09:53:23.308-0400,312,475,91,879,,,,,,
2019-05-23T09:53:24.188-0400,382,385,71,841,,,,,,
2019-05-23T09:53:25.029-0400,225,304,92,630,,,,,,
2019-05-23T09:53:25.660-0400,706,656,366,1872,,,,,,
2019-05-23T09:53:27.532-0400,849,353,203,1563,,,,,,
2019-05-23T09:53:29.096-0400,743,810,72,1627,,,,,,
2019-05-23T09:53:30.723-0400,249,358,108,717,,,,,,
2019-05-23T09:53:31.441-0400,231,348,82,683,,,,,,
2019-05-23T09:53:32.124-0400,233,235,73,548,,,,,,
2019-05-23T09:53:32.672-0400,262,460,99,822,,,,,,
2019-05-23T09:53:33.495-0400,290,248,99,641,,,,,,
2019-05-23T09:53:34.136-0400,242,468,86,797,,,,,,
2019-05-23T09:53:34.934-0400,248,637,86,974,,,,,,
2019-05-23T09:53:35.909-0400,274,302,179,757,,,,,,
2019-05-23T09:53:36.666-0400,333,365,657,1355,,,,,,
2019-05-23T09:53:38.022-0400,199,526,87,820,,,,,,
2019-05-23T09:53:38.842-0400,252,465,111,834,,,,,,
2019-05-23T09:53:39.677-0400,345,360,189,899,,,,,,
2019-05-23T09:53:40.576-0400,225,342,69,636,,,,,,
2019-05-23T09:53:41.213-0400,193,348,236,795,,,,,,
2019-05-23T09:53:42.009-0400,189,305,77,577,,,,,,
2019-05-23T09:53:42.586-0400,207,699,169,1082,,,,,,
2019-05-23T09:53:43.669-0400,237,308,68,621,,,,,,
2019-05-23T09:53:44.290-0400,199,292,273,767,,,,,,
2019-05-23T09:53:45.057-0400,213,752,76,1043,,,,,,
2019-05-23T09:53:46.101-0400,229,313,437,981,,,,,,
2019-05-23T09:53:47.083-0400,242,297,295,841,,,,,,
2019-05-23T09:53:47.924-0400,228,469,212,910,,,,,,
2019-05-23T09:53:48.834-0400,209,309,359,885,,,,,,
2019-05-23T09:53:49.721-0400,209,331,152,693,,,,,,
2019-05-23T09:53:50.414-0400,273,769,187,1235,,,,,,
2019-05-23T09:53:51.650-0400,330,539,63,936,,,,,,
2019-05-23T09:53:52.587-0400,179,329,733,1243,,,,,,
2019-05-23T09:53:53.830-0400,207,342,165,724,,,,,,
2019-05-23T09:53:54.555-0400,194,273,550,1021,,,,,,
2019-05-23T09:53:55.576-0400,212,569,1274,2066,,,,,,
2019-05-23T09:53:57.642-0400,233,335,78,657,,,,,,
2019-05-23T09:53:58.300-0400,203,518,157,887,,,,,,
2019-05-23T09:53:59.187-0400,377,347,274,1000,,,,,,
2019-05-23T09:54:00.188-0400,290,338,85,714,,,,,,
2019-05-23T09:54:00.903-0400,212,457,1061,1735,,,,,,
2019-05-23T09:54:02.641-0400,209,294,62,566,,,,,,
2019-05-23T09:54:03.208-0400,201,537,103,862,,,,,,
2019-05-23T09:54:04.070-0400,842,554,85,1485,,,,,,
2019-05-23T09:54:05.555-0400,308,728,108,1148,,,,,,
2019-05-23T09:54:06.704-0400,323,287,210,825,,,,,,
2019-05-23T09:54:07.529-0400,261,434,85,789,,,,,,
2019-05-23T09:54:08.319-0400,211,478,169,865,,,,,,
2019-05-23T09:54:09.184-0400,384,506,90,983,,,,,,
2019-05-23T09:54:10.167-0400,310,415,153,879,,,,,,
2019-05-23T09:54:11.047-0400,251,292,137,685,,,,,,
2019-05-23T09:54:11.733-0400,268,350,89,716,,,,,,
2019-05-23T09:54:12.450-0400,237,326,223,868,,,,,,
2019-05-23T09:54:13.318-0400,282,670,117,1074,,,,,,
2019-05-23T09:54:14.393-0400,357,297,84,740,,,,,,
2019-05-23T09:54:15.133-0400,312,297,94,712,,,,,,
2019-05-23T09:54:15.846-0400,256,550,76,885,,,,,,
2019-05-23T09:54:16.731-0400,235,273,76,585,,,,,,
2019-05-23T09:54:17.316-0400,290,318,74,684,,,,,,
2019-05-23T09:54:18.000-0400,185,302,69,563,,,,,,
2019-05-23T09:54:18.566-0400,179,427,140,752,,,,,,
2019-05-23T09:54:19.318-0400,254,308,112,678,,,,,,
2019-05-23T09:54:19.997-0400,284,343,71,704,,,,,,
2019-05-23T09:54:20.701-0400,237,771,72,1086,,,,,,
2019-05-23T09:54:21.788-0400,221,554,76,858,,,,,,
2019-05-23T09:54:22.646-0400,221,418,191,867,,,,,,
2019-05-23T09:54:23.514-0400,237,552,116,907,,,,,,
2019-05-23T09:54:24.421-0400,269,356,181,812,,,,,,
2019-05-23T09:54:25.233-0400,223,367,95,690,,,,,,
2019-05-23T09:54:25.924-0400,230,810,78,1138,,,,,,
2019-05-23T09:54:27.062-0400,298,531,108,939,,,,,,
2019-05-23T09:54:28.002-0400,269,440,109,821,,,,,,
2019-05-23T09:54:28.824-0400,309,495,135,947,,,,,,
2019-05-23T09:54:29.771-0400,292,491,131,932,,,,,,
2019-05-23T09:54:30.704-0400,296,374,132,807,,,,,,
2019-05-23T09:54:31.512-0400,256,423,96,777,,,,,,
2019-05-23T09:54:32.290-0400,264,233,240,740,,,,,,
2019-05-23T09:54:33.030-0400,213,356,70,641,,,,,,
2019-05-23T09:54:33.672-0400,201,881,79,1164,,,,,,
2019-05-23T09:54:34.837-0400,265,566,86,1007,,,,,,
2019-05-23T09:54:35.844-0400,211,436,85,734,,,,,,
2019-05-23T09:54:36.579-0400,264,566,86,922,,,,,,
2019-05-23T09:54:37.502-0400,208,324,64,598,,,,,,
2019-05-23T09:54:38.100-0400,221,234,379,859,,,,,,
2019-05-23T09:54:38.959-0400,229,888,91,1214,,,,,,
2019-05-23T09:54:40.173-0400,206,340,231,804,,,,,,
2019-05-23T09:54:40.977-0400,560,260,76,897,,,,,,
2019-05-23T09:54:41.875-0400,178,583,80,844,,,,,,
2019-05-23T09:54:42.720-0400,269,263,70,605,,,,,,
2019-05-23T09:54:43.326-0400,232,354,280,874,,,,,,
2019-05-23T09:54:44.200-0400,233,760,93,1088,,,,,,
2019-05-23T09:54:45.288-0400,257,469,1037,1766,,,,,,
2019-05-23T09:54:47.055-0400,232,332,169,735,,,,,,
2019-05-23T09:54:47.790-0400,216,390,286,893,,,,,,
2019-05-23T09:54:48.684-0400,286,426,89,805,,,,,,
2019-05-23T09:54:49.489-0400,239,455,178,875,,,,,,
2019-05-23T09:54:50.365-0400,186,324,133,644,,,,,,
2019-05-23T09:54:51.010-0400,200,243,536,984,,,,,,
2019-05-23T09:54:51.994-0400,190,568,163,930,,,,,,
2019-05-23T09:54:52.924-0400,262,564,62,890,,,,,,
2019-05-23T09:54:53.815-0400,223,476,122,826,,,,,,
2019-05-23T09:54:54.641-0400,266,693,288,1249,,,,,,
2019-05-23T09:54:55.890-0400,1254,854,83,2192,,,,,,
2019-05-23T09:54:58.083-0400,254,303,137,700,,,,,,
2019-05-23T09:54:58.783-0400,251,281,1288,1854,,,,,,
2019-05-23T09:55:00.638-0400,659,285,161,1106,,,,,,
2019-05-23T09:55:01.744-0400,203,969,112,1289,,,,,,
2019-05-23T09:55:03.033-0400,536,304,281,1160,,,,,,
2019-05-23T09:55:04.194-0400,246,309,237,794,,,,,,
2019-05-23T09:55:04.988-0400,168,402,227,800,,,,,,
2019-05-23T09:55:05.789-0400,225,275,200,706,,,,,,
2019-05-23T09:55:06.496-0400,191,254,317,766,,,,,,
2019-05-23T09:55:07.263-0400,277,252,190,721,,,,,,
2019-05-23T09:55:07.984-0400,267,343,113,728,,,,,,
2019-05-23T09:55:08.712-0400,199,451,265,917,,,,,,
2019-05-23T09:55:09.629-0400,226,736,1185,2150,,,,,,
2019-05-23T09:55:11.780-0400,228,784,79,1092,,,,,,
2019-05-23T09:55:12.872-0400,228,828,519,1576,,,,,,
2019-05-23T09:55:14.449-0400,376,683,1565,2626,,,,,,
2019-05-23T09:55:17.076-0400,223,773,72,1070,,,,,,
2019-05-23T09:55:18.146-0400,186,344,367,903,,,,,,
2019-05-23T09:55:19.049-0400,263,350,131,747,,,,,,
2019-05-23T09:55:19.796-0400,216,515,1175,1912,,,,,,
2019-05-23T09:55:21.709-0400,239,310,70,627,,,,,,
2019-05-23T09:55:22.337-0400,199,551,73,827,,,,,,
2019-05-23T09:55:23.164-0400,228,315,146,690,,,,,,
2019-05-23T09:55:23.855-0400,179,335,699,1216,,,,,,
2019-05-23T09:55:25.071-0400,242,312,91,649,,,,,,
2019-05-23T09:55:25.721-0400,228,322,392,945,,,,,,
2019-05-23T09:55:26.667-0400,260,566,93,921,,,,,,
2019-05-23T09:55:27.588-0400,209,374,531,1117,,,,,,
2019-05-23T09:55:28.706-0400,250,311,97,659,,,,,,
2019-05-23T09:55:29.366-0400,251,433,106,794,,,,,,
2019-05-23T09:55:30.160-0400,285,296,165,748,,,,,,
2019-05-23T09:55:30.909-0400,244,432,157,840,,,,,,
2019-05-23T09:55:31.749-0400,514,656,78,1250,,,,,,
2019-05-23T09:55:33.000-0400,233,412,111,765,,,,,,
2019-05-23T09:55:33.765-0400,209,258,91,560,,,,,,
2019-05-23T09:55:34.326-0400,544,562,86,1209,,,,,,
2019-05-23T09:55:35.536-0400,263,280,649,1194,,,,,,
2019-05-23T09:55:36.731-0400,258,324,203,787,,,,,,
2019-05-23T09:55:37.518-0400,313,334,256,914,,,,,,
2019-05-23T09:55:38.432-0400,433,253,389,1085,,,,,,
2019-05-23T09:55:39.517-0400,287,795,76,1160,,,,,,
